query_id,flight_id,candidate_count,scored_candidate_count,best_candidate_id,best_score,best_score_rank,best_status,best_bucket,best_inlier_count,best_inlier_ratio,best_reproj_error,best_pose_penalty,best_coverage_bbox_area_px2,best_elevation_span_m,best_rvec,best_tvec,best_camera_center_x,best_camera_center_y,best_camera_center_z,score_gap_to_second
q_031,DJI_202510311413_010_新建面状航线1,20,20,s300_x255267.051_y3364542.665,0.474690,1,ok,applicable_success,333.000000,0.166500,4.722129,0.000000,5718618.190955,14.964050,"[3.037261414068743, 0.7963999549632965, 0.021379933757682046]","[-1872987.8820425358, 2806457.2910405933, -19623.103508069373]",255046.468907,3364464.643187,402.924183,0.091969
q_032,DJI_202510311413_010_新建面状航线1,20,20,s300_x254752.800_y3365163.601,0.535156,1,ok,applicable_success,747.000000,0.373500,4.020028,0.000000,9234100.529254,12.702576,"[-3.02484418575328, -0.8123291813041855, 0.023517830374628432]","[-1905879.3160683073, 2784626.121296918, 47396.61600603748]",254728.018027,3365097.103135,406.623159,0.017744
q_033,DJI_202510311413_010_新建面状航线1,20,20,s300_x254752.800_y3365163.601,0.552064,1,ok,applicable_success,742.000000,0.371000,4.466404,0.000000,9122408.859094,12.911048,"[-0.7805981614657272, 3.0204445337144774, 0.06607368411575965]","[1853926.5705845258, -2817826.486284597, -111745.25475405528]",254769.018835,3365229.474863,407.972797,0.088534
q_034,DJI_202510311413_010_新建面状航线1,20,20,s700_x254952.800_y3365363.601,0.368395,1,ok,applicable_success,268.000000,0.134000,4.884557,0.000000,9860395.677787,13.938961,"[-0.7964642034348367, 3.021281191127397, 0.062380125438096554]","[1880945.019927338, -2799773.3076029937, -108689.13568930945]",254864.730205,3365047.084149,401.158670,0.043298
q_035,DJI_202510311413_010_新建面状航线1,20,20,s200_x254839.058_y3364954.565,0.479053,1,ok,applicable_success,372.000000,0.186000,5.095525,0.000000,3005129.324527,7.019946,"[-0.7999005190973943, 3.034268151990965, 0.02097058962876313]","[1880652.9186298095, -2801748.9251261344, -38247.49811478784]",254893.778561,3364988.009731,408.565250,0.300775
q_036,DJI_202510311413_010_新建面状航线1,20,20,s300_x255267.051_y3364542.665,0.415510,1,ok,applicable_success,407.000000,0.203500,4.965869,0.000000,9876389.114850,14.972932,"[-0.82757910260678, 3.0264198387828274, 0.07445987862252541]","[1930983.6371028754, -2763003.6779803666, -146749.32693779716]",255190.074608,3364416.793353,403.329753,0.125127
q_037,DJI_202510311413_010_新建面状航线1,20,20,s300_x255253.340_y3364158.631,0.540223,1,ok,applicable_success,619.000000,0.309500,4.521496,0.000000,8856457.215537,13.035869,"[0.8142757304774093, -3.0282143772447063, 0.011123954781348531]","[1908156.934605951, -2782451.3572066263, 16499.722490936874]",255279.821655,3364253.666122,407.171639,0.075668
q_038,DJI_202510311413_010_新建面状航线1,20,20,s500_x255367.051_y3364642.665,0.618026,1,ok,applicable_success,584.000000,0.292000,4.344936,0.000000,8871035.199931,13.962297,"[-3.021606036142511, -0.7754435788444191, -0.02609278492309567]","[-1844188.279748126, 2825359.900832685, 52457.614154549774]",255153.637890,3364719.488781,405.668550,0.254556
q_039,DJI_202510311413_010_新建面状航线1,20,20,s200_x254839.058_y3364954.565,0.492203,1,ok,applicable_success,527.000000,0.263500,5.073319,0.000000,4242913.601734,7.248099,"[-3.0173720900104013, -0.7906214278833642, -0.03814319198432293]","[-1872764.4121852627, 2807014.3286302886, 44108.28132260645]",254979.860797,3365041.846288,410.463157,0.326596
q_040,DJI_202510311413_010_新建面状航线1,20,20,s200_x254702.800_y3365263.601,0.542204,1,ok,applicable_success,667.000000,0.333500,4.556041,0.000000,4782136.579081,9.388271,"[-2.9526109793480533, -0.8086788942836607, -0.05500688237903421]","[-1935515.0543419968, 2756653.233450349, 212869.03110393704]",254804.041023,3365374.204752,402.672910,0.315258
