query_id,flight_id,candidate_count,scored_candidate_count,best_candidate_id,best_score,best_score_rank,best_status,best_bucket,best_inlier_count,best_inlier_ratio,best_reproj_error,best_pose_penalty,best_coverage_bbox_area_px2,best_elevation_span_m,best_rvec,best_tvec,best_camera_center_x,best_camera_center_y,best_camera_center_z,score_gap_to_second
q_001,DJI_202510311347_009_新建面状航线1,20,20,cw_s200_x253783.721_y3364952.517,0.678331,1,ok,applicable_success,4874.000000,0.974800,2.135923,0.000000,6842494.072441,19.779945,"[-0.7557668609663782, 3.037876796461058, 0.022429062237123355]","[1800955.6749216157, -2853523.200323522, -33835.459529369575]",253728.993779,3364937.188145,392.035023,0.401656
q_002,DJI_202510311347_009_新建面状航线1,20,20,cw_s500_x254008.721_y3364877.517,0.704544,1,ok,applicable_success,3686.000000,0.737200,2.718422,0.000000,14823826.215949,79.431356,"[-0.7690366488751402, 3.03789587490688, 0.014916434976482621]","[1824272.44184508, -2838586.923771125, -21671.74464753416]",253823.657889,3364756.860080,391.966138,0.078065
q_003,DJI_202510311347_009_新建面状航线1,20,20,cw_s500_x254008.721_y3364502.517,0.725221,1,ok,applicable_success,3594.000000,0.719376,2.559252,0.000000,17694706.226781,74.779261,"[-0.7733968560063366, 3.0379530614681536, 0.009517129411229903]","[1831866.799702079, -2833612.392689825, -11788.121823246389]",253887.876393,3364635.926281,391.755611,0.155170
q_004,DJI_202510311347_009_新建面状航线1,20,20,cw_s500_x254383.721_y3364127.517,0.775151,1,ok,applicable_success,4522.000000,0.905305,2.348595,0.000000,19366969.096425,58.179910,"[-3.030266039951713, -0.7627547505406148, -0.030919918196075622]","[-1816893.0868870106, 2842365.2203123793, 32542.66764606605]",254338.998494,3364002.241459,391.590818,0.149044
q_005,DJI_202510311347_009_新建面状航线1,0,0,,,,missing_pnp_rows,applicable_failure,,,,,,,,,,,,
q_006,DJI_202510311347_009_新建面状航线1,0,0,,,,missing_pnp_rows,applicable_failure,,,,,,,,,,,,
q_007,DJI_202510311347_009_新建面状航线1,0,0,,,,missing_pnp_rows,applicable_failure,,,,,,,,,,,,
q_008,DJI_202510311347_009_新建面状航线1,0,0,,,,missing_pnp_rows,applicable_failure,,,,,,,,,,,,
q_009,DJI_202510311347_009_新建面状航线1,0,0,,,,missing_pnp_rows,applicable_failure,,,,,,,,,,,,
q_010,DJI_202510311347_009_新建面状航线1,0,0,,,,missing_pnp_rows,applicable_failure,,,,,,,,,,,,
