query_id,flight_id,candidate_count,scored_candidate_count,best_candidate_id,best_score,best_score_rank,best_status,best_bucket,best_inlier_count,best_inlier_ratio,best_reproj_error,best_pose_penalty,best_coverage_bbox_area_px2,best_elevation_span_m,best_rvec,best_tvec,best_camera_center_x,best_camera_center_y,best_camera_center_z,score_gap_to_second
q_030,DJI_202510311413_010_新建面状航线1,20,20,s500_x254825.317_y3364045.530,0.541776,1,ok,applicable_success,598.000000,0.355318,4.770179,0.000000,4705561.108853,45.611198,"[-3.032204696406218, -0.776728796087708, 0.005624127637639474]","[-1841053.7867376315, 2827152.241383783, 40968.29507255411]",255116.389815,3364351.752740,392.817008,0.123742
q_031,DJI_202510311413_010_新建面状航线1,20,20,s300_x255267.051_y3364542.665,0.376101,1,ok,applicable_success,205.000000,0.143156,5.184298,0.000000,7122761.977879,45.343399,"[3.0233114870364965, 0.7961860265407016, 0.03985863143624888]","[-1878020.6756926759, 2802138.4206075366, -75394.1656478601]",255042.531923,3364458.176566,389.665853,0.006488
q_032,DJI_202510311413_010_新建面状航线1,20,20,s200_x254702.800_y3365113.601,0.591539,1,ok,applicable_success,836.000000,0.482679,4.156654,0.000000,5315559.305250,35.432937,"[-3.0231879588527555, -0.8104392655684499, -0.003677220499672793]","[-1903780.840184676, 2786243.59598292, 34889.68516904364]",254721.403054,3365095.690551,392.432282,0.070405
q_033,DJI_202510311413_010_新建面状航线1,20,20,s300_x254752.800_y3365163.601,0.550579,1,ok,applicable_success,549.000000,0.326980,4.490648,0.000000,10239483.823839,34.155001,"[-0.782391122658255, 3.03064246437579, 0.034622914210630844]","[1852059.2961820867, -2820681.498954467, -57876.82132200544]",254763.588830,3365235.926462,393.216395,0.172980
q_034,DJI_202510311413_010_新建面状航线1,20,20,s700_x254952.800_y3365363.601,0.409852,1,ok,applicable_success,198.000000,0.114916,5.098759,0.000000,9212163.193031,34.830720,"[0.803069269297493, -3.03430174650907, -0.02098232786222307]","[1885966.8850808158, -2798146.415593598, -45267.54064232893]",254855.613821,3365054.541312,393.773803,0.040993
q_035,DJI_202510311413_010_新建面状航线1,20,20,s200_x254839.058_y3364954.565,0.430903,1,ok,applicable_success,286.000000,0.163709,5.236768,0.000000,3439770.511843,45.484751,"[0.783810556957685, -2.96049809488414, -0.008116039709683704]","[1882527.7585675789, -2798812.189357678, -103972.85079359579]",254862.691603,3364983.750001,396.783324,0.120254
q_036,DJI_202510311413_010_新建面状航线1,20,20,s300_x255267.051_y3364542.665,0.540873,1,ok,applicable_success,304.000000,0.206102,4.912029,0.000000,9570474.015521,69.480838,"[-0.8135950031441612, 3.004472272244876, 0.032644705440581435]","[1918350.6182937114, -2775480.37935765, -33953.96978685121]",255196.173334,3364429.826720,396.442795,0.461813
q_037,DJI_202510311413_010_新建面状航线1,20,20,s300_x255253.340_y3364158.631,0.651361,1,ok,applicable_success,571.000000,0.337870,4.614802,0.000000,9591980.998466,51.893000,"[-0.811497611290748, 3.029978376976682, 0.01766477119893446]","[1902576.449654325, -2786149.541299696, -30128.29867300676]",255285.631081,3364247.794145,392.171762,0.224892
q_038,DJI_202510311413_010_新建面状航线1,20,20,s500_x255367.051_y3364642.665,0.550925,1,ok,applicable_success,346.000000,0.258788,4.582224,0.000000,8257819.391395,50.154205,"[-3.0222887542589234, -0.7710878188501995, -0.007733688091644016]","[-1835923.715784797, 2830435.3501459383, 66909.24757497247]",255157.969359,3364721.573133,393.587498,0.223119
q_039,DJI_202510311413_010_新建面状航线1,20,20,s200_x254839.058_y3364954.565,0.373896,1,ok,applicable_success,378.000000,0.220280,5.068598,0.000000,4197602.338258,44.701999,"[-3.036673478272416, -0.7861112100106842, -0.020033441736006317]","[-1855777.152887059, 2818613.0726193683, 1657.5615935528585]",254986.763276,3365036.824835,399.859907,0.120473
q_040,DJI_202510311413_010_新建面状航线1,20,20,s200_x254702.800_y3365263.601,0.541428,1,ok,applicable_success,514.000000,0.296938,4.375560,0.000000,4986183.027551,33.009281,"[-2.989036713600521, -0.8135642835593927, -0.02076549894780534]","[-1925383.9099143844, 2769122.4508134397, 124328.48362890897]",254816.218958,3365363.050519,390.837252,0.361028
