query_id,rank,candidate_tile_id,score,candidate_scale_level_m,candidate_center_x,candidate_center_y,is_truth_hit
q_200m_01,1,s120_x254391.063_y3364926.491,0.9338523149490356,120,254391.06292971745,3364926.490741796,0
q_200m_01,2,s120_x254481.063_y3364926.491,0.9331851005554199,120,254481.06292971745,3364926.490741796,0
q_200m_01,3,s120_x254404.835_y3365175.528,0.9312329292297363,120,254404.83531152448,3365175.5278006354,0
q_200m_01,4,s200_x254474.835_y3365125.528,0.9282816648483276,200,254474.83531152448,3365125.5278006354,0
q_200m_01,5,s120_x254662.800_y3365073.601,0.9271680116653442,120,254662.80039608278,3365073.6009922293,1
q_200m_01,6,s120_x254662.800_y3365163.601,0.9253957271575928,120,254662.80039608278,3365163.6009922293,0
q_200m_01,7,s120_x254494.835_y3365175.528,0.9232735633850098,120,254494.83531152448,3365175.5278006354,0
q_200m_01,8,s200_x254716.545_y3365872.637,0.9206812381744385,200,254716.5454075462,3365872.637183411,0
q_200m_01,9,s200_x254716.545_y3365722.637,0.9151229858398438,200,254716.5454075462,3365722.637183411,0
q_200m_01,10,s120_x254494.835_y3365085.528,0.9143639206886292,120,254494.83531152448,3365085.5278006354,0
q_200m_02,1,s120_x254739.058_y3364644.565,0.9267274141311646,120,254739.0576404855,3364644.5652137767,1
q_200m_02,2,s120_x254649.058_y3364734.565,0.9161863327026367,120,254649.0576404855,3364734.5652137767,0
q_200m_02,3,s200_x254839.058_y3364804.565,0.9146072268486023,200,254839.0576404855,3364804.5652137767,0
q_200m_02,4,s200_x254689.058_y3364654.565,0.913683295249939,200,254689.0576404855,3364654.5652137767,1
q_200m_02,5,s80_x254749.058_y3364624.565,0.9119932055473328,80,254749.0576404855,3364624.5652137767,0
q_200m_02,6,s120_x254467.293_y3364137.454,0.9109262824058533,120,254467.29280875245,3364137.454095203,0
q_200m_02,7,s120_x254739.058_y3364734.565,0.9096848964691162,120,254739.0576404855,3364734.5652137767,1
q_200m_02,8,s80_x254387.293_y3364387.454,0.9052795171737671,80,254387.29280875245,3364387.454095203,0
q_200m_02,9,s120_x254919.058_y3364824.565,0.9046857953071594,120,254919.0576404855,3364824.5652137767,0
q_200m_02,10,s80_x254629.058_y3364684.565,0.9034192562103271,80,254629.0576404855,3364684.5652137767,0
q_200m_03,1,s120_x254467.293_y3364137.454,0.9339418411254883,120,254467.29280875245,3364137.454095203,0
q_200m_03,2,s120_x254739.058_y3364464.565,0.933276891708374,120,254739.0576404855,3364464.5652137767,1
q_200m_03,3,s120_x254856.545_y3366042.637,0.9279236197471619,120,254856.5454075462,3366042.637183411,0
q_200m_03,4,s80_x254387.293_y3364387.454,0.9259700179100037,80,254387.29280875245,3364387.454095203,0
q_200m_03,5,s120_x254649.058_y3364734.565,0.925453782081604,120,254649.0576404855,3364734.5652137767,0
q_200m_03,6,s120_x254467.293_y3364047.454,0.9238054156303406,120,254467.29280875245,3364047.454095203,0
q_200m_03,7,s120_x254739.058_y3364554.565,0.9229736328125,120,254739.0576404855,3364554.5652137767,1
q_200m_03,8,s120_x254919.058_y3364824.565,0.9178779125213623,120,254919.0576404855,3364824.5652137767,0
q_200m_03,9,s120_x254739.058_y3364644.565,0.9175580739974976,120,254739.0576404855,3364644.5652137767,0
q_200m_03,10,s200_x254839.058_y3364804.565,0.9175288677215576,200,254839.0576404855,3364804.5652137767,0
q_200m_04,1,s200_x254161.063_y3364816.491,0.9222625494003296,200,254161.06292971745,3364816.490741796,1
q_200m_04,2,s200_x254866.545_y3366022.637,0.9089269638061523,200,254866.5454075462,3366022.637183411,0
q_200m_04,3,s120_x254856.545_y3366042.637,0.9087945222854614,120,254856.5454075462,3366042.637183411,0
q_200m_04,4,s120_x254121.063_y3364836.491,0.900356113910675,120,254121.06292971745,3364836.490741796,1
q_200m_04,5,s80_x254161.063_y3364816.491,0.8944743275642395,80,254161.06292971745,3364816.490741796,1
q_200m_04,6,s120_x254121.063_y3364926.491,0.8939117789268494,120,254121.06292971745,3364926.490741796,0
q_200m_04,7,s120_x254404.835_y3365175.528,0.8916994333267212,120,254404.83531152448,3365175.5278006354,0
q_200m_04,8,s200_x254488.610_y3366034.565,0.8910782337188721,200,254488.6099540508,3366034.565271766,0
q_200m_04,9,s80_x254341.063_y3364876.491,0.8862998485565186,80,254341.06292971745,3364876.490741796,0
q_200m_04,10,s120_x254467.293_y3364137.454,0.8856165409088135,120,254467.29280875245,3364137.454095203,0
q_200m_05,1,s120_x254391.063_y3364926.491,0.9333128929138184,120,254391.06292971745,3364926.490741796,0
q_200m_05,2,s120_x254404.835_y3365175.528,0.9328547120094299,120,254404.83531152448,3365175.5278006354,1
q_200m_05,3,s200_x254716.545_y3365722.637,0.932847261428833,200,254716.5454075462,3365722.637183411,0
q_200m_05,4,s120_x254481.063_y3364926.491,0.9260774850845337,120,254481.06292971745,3364926.490741796,0
q_200m_05,5,s200_x254866.545_y3366022.637,0.9253968596458435,200,254866.5454075462,3366022.637183411,0
q_200m_05,6,s120_x254662.800_y3365163.601,0.9244754314422607,120,254662.80039608278,3365163.6009922293,0
q_200m_05,7,s120_x254494.835_y3365175.528,0.9234884977340698,120,254494.83531152448,3365175.5278006354,1
q_200m_05,8,s120_x254676.545_y3365772.637,0.9219236373901367,120,254676.5454075462,3365772.637183411,0
q_200m_05,9,s200_x254161.063_y3364816.491,0.9207941889762878,200,254161.06292971745,3364816.490741796,0
q_200m_05,10,s200_x255544.480_y3365710.735,0.919890820980072,200,255544.479752744,3365710.7347813593,0
