query_id,candidate_tile_id,raw_rank,global_score,candidate_scale_level_m,keypoints_query,keypoints_candidate,match_count,inlier_count,inlier_ratio,reproj_error_mean,geom_valid,geom_score,global_score_norm,geom_quality,fused_score,promote_flag,is_intersection_truth_hit
q_021,s200_x254324.835_y3365125.528,1,0.8680499196052551,200.0,256,256,16,4,0.25,0.0,0,-1.0,1.0,0.28541666666666665,0.57125,0,1
q_021,s300_x254436.063_y3364791.491,2,0.8647066950798035,300.0,256,256,13,4,0.3076923076923077,0.0,0,-1.0,0.938977622226985,0.2955128205128205,0.5528987411984864,0,1
q_021,s200_x254311.063_y3364966.491,3,0.8547872304916382,200.0,256,256,11,4,0.36363636363636365,0.0,0,-1.0,0.7579220841388599,0.3053030303030303,0.48635065183736215,0,1
q_021,s200_x254461.063_y3364816.491,4,0.8535041213035583,200.0,256,256,18,4,0.2222222222222222,0.0,0,-1.0,0.7345020676239785,0.28055555555555556,0.46213416038292476,0,1
q_021,s700_x255494.480_y3365960.735,5,0.8496196269989014,700.0,256,256,16,4,0.25,0.0,0,-1.0,0.6636001353393438,0.28541666666666665,0.43669005413573747,0,0
q_021,s300_x254449.835_y3365175.528,6,0.8479315042495728,300.0,256,256,14,4,0.2857142857142857,0.0,0,-1.0,0.6327875879460949,0.29166666666666663,0.42811503517843796,0,1
q_021,s200_x254624.835_y3365125.528,7,0.8460954427719116,200.0,256,256,3,0,0.0,,0,-1.0,0.5992747812974952,0.0,0.2397099125189981,0,1
q_021,s500_x255394.480_y3365860.735,8,0.845218300819397,500.0,256,256,11,4,0.36363636363636365,0.0,0,-1.0,0.5832647026505405,0.3053030303030303,0.4164876992420344,0,0
q_021,s300_x254211.063_y3364791.491,9,0.8439446687698364,300.0,256,256,18,5,0.2777777777777778,0.758937656879425,0,-1.0,0.5600176680944025,0.28756828876284046,0.3965480404954652,0,1
q_021,s300_x254436.063_y3365016.491,10,0.8413911461830139,300.0,256,256,20,4,0.2,0.0,0,-1.0,0.5134093656131449,0.27666666666666667,0.371363746245258,0,1
q_021,s200_x255867.683_y3363412.726,11,0.8396146297454834,200.0,256,256,22,5,0.22727272727272727,1.2826781272888184,0,-1.0,0.48098340787513966,0.2481060606060606,0.34125699951369226,0,0
q_021,s200_x254311.063_y3364816.491,12,0.838268518447876,200.0,256,256,12,4,0.3333333333333333,0.0,0,-1.0,0.4564134421125123,0.3,0.3625653768450049,0,1
q_021,s300_x253696.869_y3365412.480,13,0.8370143175125122,300.0,256,256,20,4,0.2,0.0,0,-1.0,0.43352107496864023,0.27666666666666667,0.33940842998745613,0,0
q_021,s700_x253341.241_y3364181.380,14,0.8361752033233643,700.0,256,256,8,4,0.5,0.0,0,-1.0,0.41820510003035344,0.32916666666666666,0.3647820400121414,0,0
q_021,s500_x254311.063_y3364666.491,15,0.8349955081939697,500.0,256,256,22,6,0.2727272727272727,0.5765966773033142,0,-1.0,0.39667265394578377,0.33901285141009124,0.36207677242436825,0,1
q_021,s200_x254474.835_y3365125.528,16,0.8335654735565186,200.0,256,256,15,4,0.26666666666666666,0.0,0,-1.0,0.3705708731019582,0.28833333333333333,0.32122834924078325,0,1
q_021,s200_x255694.480_y3365710.735,17,0.832281231880188,200.0,256,256,7,4,0.5714285714285714,0.0,0,-1.0,0.34713018578697546,0.3416666666666667,0.34385207431479015,0,0
