path,status,epsg,width,height,bands,res_x,res_y,error
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-18.tif,ok,32650,975,1120,3,0.5559884960640985,0.5559884960640985,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-19.tif,ok,32650,975,1120,3,0.5559864665480879,0.5559864665480879,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-20.tif,ok,32650,975,1120,3,0.5559844408336154,0.5559844408336154,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-21.tif,ok,32650,975,1120,3,0.5559824189221474,0.5559824189221474,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-22.tif,ok,32650,975,1120,3,0.5559804008119235,0.5559804008119235,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-23.tif,ok,32650,975,1120,3,0.5559783865048354,0.5559783865048354,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-24.tif,ok,32650,975,1120,3,0.555976376000688,0.555976376000688,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-25.tif,ok,32650,975,1120,3,0.5559743692987539,0.5559743692987539,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-26.tif,ok,32650,975,1120,3,0.5559723663985339,0.5559723663985339,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-27.tif,ok,32650,975,1120,3,0.5559703673014526,0.5559703673014526,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-28.tif,ok,32650,974,1120,3,0.555968372007165,0.555968372007165,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-29.tif,ok,32650,974,1120,3,0.555966380513262,0.555966380513262,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-30.tif,ok,32650,974,1120,3,0.5559643928227078,0.5559643928227078,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-31.tif,ok,32650,974,1120,3,0.5559624089340638,0.5559624089340638,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-32.tif,ok,32650,974,1120,3,0.5559604288467759,0.5559604288467759,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-33.tif,ok,32650,974,1120,3,0.5559584525621895,0.5559584525621895,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-34.tif,ok,32650,974,1120,3,0.5559564800794397,0.5559564800794397,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-35.tif,ok,32650,974,1120,3,0.5559545113983936,0.5559545113983936,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-36.tif,ok,32650,974,1120,3,0.5559525465195558,0.5559525465195558,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-37.tif,ok,32650,974,1120,3,0.5559505854416346,0.5559505854416346,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-38.tif,ok,32650,974,1120,3,0.5559486281661036,0.5559486281661036,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-39.tif,ok,32650,974,1120,3,0.5559466746921744,0.5559466746921744,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-40.tif,ok,32650,974,1119,3,0.5559447250209197,0.5559447250209197,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-41.tif,ok,32650,974,1119,3,0.5559427791493587,0.5559427791493587,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-42.tif,ok,32650,974,1119,3,0.5559408370805462,0.5559408370805462,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-43.tif,ok,32650,974,1119,3,0.5559388988136438,0.5559388988136438,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-44.tif,ok,32650,974,1119,3,0.5559369643473085,0.5559369643473085,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-45.tif,ok,32650,974,1119,3,0.5559350336824228,0.5559350336824228,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-46.tif,ok,32650,974,1119,3,0.5559331068193839,0.5559331068193839,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-47.tif,ok,32650,973,1119,3,0.5559311837568895,0.5559311837568895,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-48.tif,ok,32650,973,1119,3,0.5559292644965534,0.5559292644965534,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-49.tif,ok,32650,973,1119,3,0.5559273490363844,0.5559273490363844,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-50.tif,ok,32650,973,1119,3,0.5559254373790501,0.5559254373790501,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-51.tif,ok,32650,973,1119,3,0.5559235295223417,0.5559235295223417,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-52.tif,ok,32650,973,1119,3,0.5559216254656569,0.5559216254656569,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-53.tif,ok,32650,973,1119,3,0.5559197252115182,0.5559197252115182,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-54.tif,ok,32650,973,1119,3,0.5559178287573403,0.5559178287573403,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-55.tif,ok,32650,973,1119,3,0.555915936104778,0.555915936104778,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-56.tif,ok,32650,973,1119,3,0.5559140472519039,0.5559140472519039,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-57.tif,ok,32650,973,1119,3,0.5559121622009098,0.5559121622009098,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-58.tif,ok,32650,973,1119,3,0.5559102809510135,0.5559102809510135,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-59.tif,ok,32650,973,1119,3,0.5559084035011301,0.5559084035011301,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_05-60.tif,ok,32650,973,1119,3,0.5559065298517323,0.5559065298517323,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-13.tif,ok,32650,975,1121,3,0.5560119766798289,0.5560119766798289,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-14.tif,ok,32650,975,1121,3,0.5560099278648697,0.5560099278648697,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-15.tif,ok,32650,975,1121,3,0.5560078828524619,0.5560078828524619,
