query_id,rank,candidate_tile_id,score,candidate_scale_level_m,candidate_center_x,candidate_center_y,is_truth_hit
q_200m_01,1,s200_x254474.835_y3365125.528,0.927793562412262,200,254474.83531152448,3365125.5278006354,0
q_200m_01,2,s200_x254716.545_y3365872.637,0.9216076731681824,200,254716.5454075462,3365872.637183411,0
q_200m_01,3,s200_x254161.063_y3364516.491,0.9204115867614746,200,254161.06292971745,3364516.490741796,1
q_200m_01,4,s200_x254866.545_y3366022.637,0.9152650833129883,200,254866.5454075462,3366022.637183411,0
q_200m_01,5,s200_x254461.063_y3364966.491,0.9142006635665894,200,254461.06292971745,3364966.490741796,0
q_200m_01,6,s200_x254447.293_y3364057.454,0.9117879867553711,200,254447.29280875245,3364057.454095203,0
q_200m_01,7,s200_x254297.293_y3364357.454,0.9073209762573242,200,254297.29280875245,3364357.454095203,1
q_200m_01,8,s200_x254716.545_y3365722.637,0.9065589308738708,200,254716.5454075462,3365722.637183411,0
q_200m_01,9,s200_x254689.058_y3364504.565,0.9058987498283386,200,254689.0576404855,3364504.5652137767,0
q_200m_01,10,s200_x254716.545_y3366022.637,0.9049593806266785,200,254716.5454075462,3366022.637183411,0
q_200m_02,1,s200_x254866.545_y3366022.637,0.9142439365386963,200,254866.5454075462,3366022.637183411,0
q_200m_02,2,s200_x254161.063_y3364516.491,0.9141028523445129,200,254161.06292971745,3364516.490741796,0
q_200m_02,3,s200_x255544.480_y3365710.735,0.9106353521347046,200,255544.479752744,3365710.7347813593,0
q_200m_02,4,s200_x254488.610_y3366034.565,0.9093992114067078,200,254488.6099540508,3366034.565271766,0
q_200m_02,5,s200_x253796.869_y3365437.480,0.9027299880981445,200,253796.86911584332,3365437.480292981,0
q_200m_02,6,s200_x253796.869_y3365287.480,0.9023468494415283,200,253796.86911584332,3365287.480292981,0
q_200m_02,7,s200_x253432.736_y3366057.942,0.9005458950996399,200,253432.73571264104,3366057.941804805,0
q_200m_02,8,s200_x254297.293_y3364357.454,0.8986818790435791,200,254297.29280875245,3364357.454095203,1
q_200m_02,9,s200_x254716.545_y3365722.637,0.8980377912521362,200,254716.5454075462,3365722.637183411,0
q_200m_02,10,s200_x254474.835_y3365125.528,0.897465705871582,200,254474.83531152448,3365125.5278006354,0
q_200m_03,1,s200_x254839.058_y3364804.565,0.9202966094017029,200,254839.0576404855,3364804.5652137767,0
q_200m_03,2,s200_x254689.058_y3364504.565,0.9189121723175049,200,254689.0576404855,3364504.5652137767,0
q_200m_03,3,s200_x254866.545_y3366022.637,0.9169887900352478,200,254866.5454075462,3366022.637183411,0
q_200m_03,4,s200_x254447.293_y3364057.454,0.9125452041625977,200,254447.29280875245,3364057.454095203,0
q_200m_03,5,s200_x254716.545_y3366022.637,0.9123420715332031,200,254716.5454075462,3366022.637183411,0
q_200m_03,6,s200_x254689.058_y3364654.565,0.9007247090339661,200,254689.0576404855,3364654.5652137767,0
q_200m_03,7,s200_x254716.545_y3365722.637,0.8952063322067261,200,254716.5454075462,3365722.637183411,0
q_200m_03,8,s200_x254488.610_y3366034.565,0.8926719427108765,200,254488.6099540508,3366034.565271766,0
q_200m_03,9,s200_x254297.293_y3364357.454,0.8909697532653809,200,254297.29280875245,3364357.454095203,1
q_200m_03,10,s200_x254716.545_y3365872.637,0.888502836227417,200,254716.5454075462,3365872.637183411,0
q_200m_04,1,s200_x254161.063_y3364816.491,0.9291884899139404,200,254161.06292971745,3364816.490741796,1
q_200m_04,2,s200_x254866.545_y3366022.637,0.9215872883796692,200,254866.5454075462,3366022.637183411,0
q_200m_04,3,s200_x254488.610_y3366034.565,0.9035588502883911,200,254488.6099540508,3366034.565271766,0
q_200m_04,4,s200_x254716.545_y3365722.637,0.8988033533096313,200,254716.5454075462,3365722.637183411,0
q_200m_04,5,s200_x254839.058_y3364804.565,0.8910439014434814,200,254839.0576404855,3364804.5652137767,0
q_200m_04,6,s200_x254716.545_y3366022.637,0.8861168622970581,200,254716.5454075462,3366022.637183411,0
q_200m_04,7,s200_x254447.293_y3364057.454,0.8829376697540283,200,254447.29280875245,3364057.454095203,0
q_200m_04,8,s200_x253796.869_y3365437.480,0.8809452056884766,200,253796.86911584332,3365437.480292981,0
q_200m_04,9,s200_x255544.480_y3365710.735,0.8746744394302368,200,255544.479752744,3365710.7347813593,0
q_200m_04,10,s200_x254689.058_y3364804.565,0.8709148168563843,200,254689.0576404855,3364804.5652137767,0
q_200m_05,1,s200_x254447.293_y3364057.454,0.9435646533966064,200,254447.29280875245,3364057.454095203,1
q_200m_05,2,s200_x254839.058_y3364804.565,0.9311661124229431,200,254839.0576404855,3364804.5652137767,0
q_200m_05,3,s200_x254689.058_y3364504.565,0.9242196083068848,200,254689.0576404855,3364504.5652137767,0
q_200m_05,4,s200_x254866.545_y3366022.637,0.9200534820556641,200,254866.5454075462,3366022.637183411,0
q_200m_05,5,s200_x254716.545_y3366022.637,0.9192020297050476,200,254716.5454075462,3366022.637183411,0
q_200m_05,6,s200_x254716.545_y3365722.637,0.9138221740722656,200,254716.5454075462,3365722.637183411,0
q_200m_05,7,s200_x254689.058_y3364654.565,0.9096022844314575,200,254689.0576404855,3364654.5652137767,0
q_200m_05,8,s200_x254839.058_y3364654.565,0.9073039293289185,200,254839.0576404855,3364654.5652137767,0
q_200m_05,9,s200_x254689.058_y3364804.565,0.9036691188812256,200,254689.0576404855,3364804.5652137767,0
q_200m_05,10,s200_x254161.063_y3364816.491,0.9026819467544556,200,254161.06292971745,3364816.490741796,0
