query_id,rank,candidate_tile_id,score,candidate_scale_level_m,candidate_center_x,candidate_center_y,is_truth_hit
q_200m_01,1,s120_x254391.063_y3364926.491,0.9773181676864624,120,254391.06292971745,3364926.490741796,0
q_200m_01,2,s120_x254197.293_y3364317.454,0.975542426109314,120,254197.29280875245,3364317.454095203,1
q_200m_01,3,s120_x254766.545_y3365862.637,0.9755270481109619,120,254766.5454075462,3365862.637183411,0
q_200m_01,4,s120_x254494.835_y3365085.528,0.9751096963882446,120,254494.83531152448,3365085.5278006354,0
q_200m_01,5,s120_x254662.800_y3365073.601,0.9744995832443237,120,254662.80039608278,3365073.6009922293,0
q_200m_01,6,s120_x254494.835_y3365175.528,0.9744875431060791,120,254494.83531152448,3365175.5278006354,0
q_200m_01,7,s120_x254662.800_y3365163.601,0.9744226932525635,120,254662.80039608278,3365163.6009922293,0
q_200m_01,8,s80_x254534.835_y3365065.528,0.974205732345581,80,254534.83531152448,3365065.5278006354,0
q_200m_01,9,s200_x254716.545_y3365872.637,0.9741014242172241,200,254716.5454075462,3365872.637183411,0
q_200m_01,10,s120_x254211.063_y3364476.491,0.974062979221344,120,254211.06292971745,3364476.490741796,0
q_200m_02,1,s120_x254391.063_y3364926.491,0.9815548658370972,120,254391.06292971745,3364926.490741796,0
q_200m_02,2,s120_x254481.063_y3364926.491,0.9792782664299011,120,254481.06292971745,3364926.490741796,0
q_200m_02,3,s120_x254404.835_y3365175.528,0.9784300327301025,120,254404.83531152448,3365175.5278006354,0
q_200m_02,4,s200_x254716.545_y3365872.637,0.9782159328460693,200,254716.5454075462,3365872.637183411,0
q_200m_02,5,s120_x254494.835_y3365085.528,0.978149950504303,120,254494.83531152448,3365085.5278006354,0
q_200m_02,6,s120_x254211.063_y3364476.491,0.97796630859375,120,254211.06292971745,3364476.490741796,1
q_200m_02,7,s120_x254676.545_y3365952.637,0.9777906537055969,120,254676.5454075462,3365952.637183411,0
q_200m_02,8,s120_x254494.835_y3365175.528,0.9775286316871643,120,254494.83531152448,3365175.5278006354,0
q_200m_02,9,s200_x254866.545_y3366022.637,0.9772844910621643,200,254866.5454075462,3366022.637183411,0
q_200m_02,10,s80_x254474.835_y3365185.528,0.9772743582725525,80,254474.83531152448,3365185.5278006354,0
q_200m_03,1,s120_x254391.063_y3364926.491,0.9813159108161926,120,254391.06292971745,3364926.490741796,0
q_200m_03,2,s120_x254481.063_y3364926.491,0.9800397157669067,120,254481.06292971745,3364926.490741796,0
q_200m_03,3,s200_x254474.835_y3365125.528,0.9793727397918701,200,254474.83531152448,3365125.5278006354,0
q_200m_03,4,s120_x254404.835_y3365175.528,0.9788872003555298,120,254404.83531152448,3365175.5278006354,0
q_200m_03,5,s120_x254494.835_y3365175.528,0.9779879450798035,120,254494.83531152448,3365175.5278006354,0
q_200m_03,6,s120_x254404.835_y3365085.528,0.9772939085960388,120,254404.83531152448,3365085.5278006354,0
q_200m_03,7,s120_x254662.800_y3365163.601,0.977155327796936,120,254662.80039608278,3365163.6009922293,0
q_200m_03,8,s200_x254716.545_y3365872.637,0.9771498441696167,200,254716.5454075462,3365872.637183411,0
q_200m_03,9,s120_x254494.835_y3365085.528,0.976951003074646,120,254494.83531152448,3365085.5278006354,0
q_200m_03,10,s120_x254662.800_y3365073.601,0.9763987064361572,120,254662.80039608278,3365073.6009922293,0
q_200m_04,1,s120_x254739.058_y3364464.565,0.980207085609436,120,254739.0576404855,3364464.5652137767,0
q_200m_04,2,s120_x254467.293_y3364137.454,0.9797993898391724,120,254467.29280875245,3364137.454095203,0
q_200m_04,3,s200_x254716.545_y3366022.637,0.978539228439331,200,254716.5454075462,3366022.637183411,0
q_200m_04,4,s200_x254689.058_y3364504.565,0.978137195110321,200,254689.0576404855,3364504.5652137767,0
q_200m_04,5,s120_x254404.835_y3365175.528,0.9770903587341309,120,254404.83531152448,3365175.5278006354,0
q_200m_04,6,s80_x254387.293_y3364387.454,0.9762709140777588,80,254387.29280875245,3364387.454095203,1
q_200m_04,7,s200_x254447.293_y3364057.454,0.9762558937072754,200,254447.29280875245,3364057.454095203,0
q_200m_04,8,s200_x254839.058_y3364804.565,0.97620689868927,200,254839.0576404855,3364804.5652137767,0
q_200m_04,9,s200_x254866.545_y3366022.637,0.9759591817855835,200,254866.5454075462,3366022.637183411,0
q_200m_04,10,s120_x254919.058_y3364824.565,0.9754555225372314,120,254919.0576404855,3364824.5652137767,0
q_200m_05,1,s120_x254301.063_y3364836.491,0.9824368953704834,120,254301.06292971745,3364836.490741796,1
q_200m_05,2,s200_x254161.063_y3364816.491,0.9810929298400879,200,254161.06292971745,3364816.490741796,0
q_200m_05,3,s200_x255544.480_y3365710.735,0.981002151966095,200,255544.479752744,3365710.7347813593,0
q_200m_05,4,s200_x253796.869_y3365437.480,0.9797013998031616,200,253796.86911584332,3365437.480292981,0
q_200m_05,5,s200_x254866.545_y3366022.637,0.9786271452903748,200,254866.5454075462,3366022.637183411,0
q_200m_05,6,s120_x254662.800_y3365163.601,0.9777226448059082,120,254662.80039608278,3365163.6009922293,0
q_200m_05,7,s200_x254716.545_y3365722.637,0.9777083396911621,200,254716.5454075462,3365722.637183411,0
q_200m_05,8,s200_x254474.835_y3365275.528,0.9776303172111511,200,254474.83531152448,3365275.5278006354,0
q_200m_05,9,s120_x254739.058_y3364824.565,0.9773876667022705,120,254739.0576404855,3364824.5652137767,0
q_200m_05,10,s120_x254391.063_y3364926.491,0.977073073387146,120,254391.06292971745,3364926.490741796,0
