query_id,rank,candidate_tile_id,score,candidate_scale_level_m,candidate_center_x,candidate_center_y,is_truth_hit
q_200m_01,1,s120_x254391.063_y3364926.491,0.9823493957519531,120,254391.06292971745,3364926.490741796,0
q_200m_01,2,s120_x254481.063_y3364926.491,0.9815255403518677,120,254481.06292971745,3364926.490741796,0
q_200m_01,3,s200_x254474.835_y3365125.528,0.9809446334838867,200,254474.83531152448,3365125.5278006354,0
q_200m_01,4,s120_x254404.835_y3365175.528,0.9789686799049377,120,254404.83531152448,3365175.5278006354,0
q_200m_01,5,s120_x254494.835_y3365175.528,0.9788637757301331,120,254494.83531152448,3365175.5278006354,0
q_200m_01,6,s120_x254494.835_y3365085.528,0.9788174629211426,120,254494.83531152448,3365085.5278006354,0
q_200m_01,7,s200_x254716.545_y3365872.637,0.9781313538551331,200,254716.5454075462,3365872.637183411,0
q_200m_01,8,s120_x254662.800_y3365163.601,0.9773439168930054,120,254662.80039608278,3365163.6009922293,0
q_200m_01,9,s120_x254662.800_y3365073.601,0.9771227836608887,120,254662.80039608278,3365073.6009922293,1
q_200m_01,10,s120_x255564.480_y3365670.735,0.9770681858062744,120,255564.479752744,3365670.7347813593,0
q_200m_02,1,s120_x254739.058_y3364644.565,0.9794832468032837,120,254739.0576404855,3364644.5652137767,1
q_200m_02,2,s120_x254467.293_y3364137.454,0.9756051301956177,120,254467.29280875245,3364137.454095203,0
q_200m_02,3,s200_x254839.058_y3364804.565,0.9755362868309021,200,254839.0576404855,3364804.5652137767,0
q_200m_02,4,s120_x254919.058_y3364824.565,0.9753678441047668,120,254919.0576404855,3364824.5652137767,0
q_200m_02,5,s120_x254739.058_y3364734.565,0.9750857353210449,120,254739.0576404855,3364734.5652137767,1
q_200m_02,6,s200_x254689.058_y3364654.565,0.9750431180000305,200,254689.0576404855,3364654.5652137767,1
q_200m_02,7,s120_x254739.058_y3364554.565,0.974580705165863,120,254739.0576404855,3364554.5652137767,0
q_200m_02,8,s80_x254749.058_y3364624.565,0.9740920066833496,80,254749.0576404855,3364624.5652137767,0
q_200m_02,9,s120_x254829.058_y3364824.565,0.9726213812828064,120,254829.0576404855,3364824.5652137767,0
q_200m_02,10,s120_x254649.058_y3364734.565,0.97246915102005,120,254649.0576404855,3364734.5652137767,0
q_200m_03,1,s120_x254467.293_y3364137.454,0.9811383485794067,120,254467.29280875245,3364137.454095203,0
q_200m_03,2,s120_x254739.058_y3364464.565,0.9797532558441162,120,254739.0576404855,3364464.5652137767,1
q_200m_03,3,s120_x254739.058_y3364554.565,0.9783368110656738,120,254739.0576404855,3364554.5652137767,1
q_200m_03,4,s120_x254919.058_y3364824.565,0.978119969367981,120,254919.0576404855,3364824.5652137767,0
q_200m_03,5,s120_x254856.545_y3366042.637,0.9762662649154663,120,254856.5454075462,3366042.637183411,0
q_200m_03,6,s120_x254467.293_y3364047.454,0.9759652614593506,120,254467.29280875245,3364047.454095203,0
q_200m_03,7,s200_x254839.058_y3364804.565,0.9754612445831299,200,254839.0576404855,3364804.5652137767,0
q_200m_03,8,s120_x254739.058_y3364644.565,0.9754588603973389,120,254739.0576404855,3364644.5652137767,0
q_200m_03,9,s120_x254649.058_y3364734.565,0.975326418876648,120,254649.0576404855,3364734.5652137767,0
q_200m_03,10,s200_x254689.058_y3364504.565,0.9752012491226196,200,254689.0576404855,3364504.5652137767,1
q_200m_04,1,s200_x254161.063_y3364816.491,0.9784117937088013,200,254161.06292971745,3364816.490741796,1
q_200m_04,2,s200_x254866.545_y3366022.637,0.9750592708587646,200,254866.5454075462,3366022.637183411,0
q_200m_04,3,s120_x254121.063_y3364836.491,0.9737241268157959,120,254121.06292971745,3364836.490741796,1
q_200m_04,4,s120_x254404.835_y3365175.528,0.9735040664672852,120,254404.83531152448,3365175.5278006354,0
q_200m_04,5,s200_x254716.545_y3365722.637,0.9731705188751221,200,254716.5454075462,3365722.637183411,0
q_200m_04,6,s120_x254211.063_y3364836.491,0.9730998277664185,120,254211.06292971745,3364836.490741796,0
q_200m_04,7,s120_x254856.545_y3366042.637,0.9727815389633179,120,254856.5454075462,3366042.637183411,0
q_200m_04,8,s200_x254488.610_y3366034.565,0.9725933074951172,200,254488.6099540508,3366034.565271766,0
q_200m_04,9,s120_x254121.063_y3364926.491,0.9721513986587524,120,254121.06292971745,3364926.490741796,0
q_200m_04,10,s200_x254716.545_y3366022.637,0.9719953536987305,200,254716.5454075462,3366022.637183411,0
q_200m_05,1,s120_x254391.063_y3364926.491,0.9835590124130249,120,254391.06292971745,3364926.490741796,0
q_200m_05,2,s200_x254716.545_y3365722.637,0.9814678430557251,200,254716.5454075462,3365722.637183411,0
q_200m_05,3,s200_x255544.480_y3365710.735,0.9805076718330383,200,255544.479752744,3365710.7347813593,0
q_200m_05,4,s120_x254481.063_y3364926.491,0.9804306030273438,120,254481.06292971745,3364926.490741796,0
q_200m_05,5,s200_x254716.545_y3365872.637,0.9803905487060547,200,254716.5454075462,3365872.637183411,0
q_200m_05,6,s120_x254404.835_y3365175.528,0.9803048372268677,120,254404.83531152448,3365175.5278006354,1
q_200m_05,7,s200_x254474.835_y3365125.528,0.9801223278045654,200,254474.83531152448,3365125.5278006354,1
q_200m_05,8,s120_x254494.835_y3365175.528,0.9800374507904053,120,254494.83531152448,3365175.5278006354,1
q_200m_05,9,s200_x254866.545_y3366022.637,0.9788947701454163,200,254866.5454075462,3366022.637183411,0
q_200m_05,10,s120_x254662.800_y3365163.601,0.9786674976348877,120,254662.80039608278,3365163.6009922293,0
