query_id,rank,candidate_tile_id,score,candidate_scale_level_m,candidate_center_x,candidate_center_y,is_truth_hit
q_200m_01,1,s200_x254147.293_y3364357.454,0.9606385231018066,200,254147.29280875245,3364357.454095203,1
q_200m_01,2,s200_x254461.063_y3364966.491,0.9563231468200684,200,254461.06292971745,3364966.490741796,0
q_200m_01,3,s200_x254675.317_y3364345.530,0.956284761428833,200,254675.31714087684,3364345.5298480103,0
q_200m_01,4,s200_x254297.293_y3364357.454,0.9522261619567871,200,254297.29280875245,3364357.454095203,1
q_200m_01,5,s200_x253646.869_y3365587.480,0.95185387134552,200,253646.86911584332,3365587.480292981,0
q_200m_01,6,s200_x255244.480_y3366160.735,0.9497835636138916,200,255244.479752744,3366160.7347813593,0
q_200m_01,7,s200_x254716.545_y3365872.637,0.9495962858200073,200,254716.5454075462,3365872.637183411,0
q_200m_01,8,s200_x254716.545_y3365722.637,0.9481476545333862,200,254716.5454075462,3365722.637183411,0
q_200m_01,9,s200_x254716.545_y3366022.637,0.947431206703186,200,254716.5454075462,3366022.637183411,0
q_200m_01,10,s200_x254324.835_y3365575.528,0.9472610354423523,200,254324.83531152448,3365575.5278006354,0
q_200m_02,1,s200_x254716.545_y3365872.637,0.9675185680389404,200,254716.5454075462,3365872.637183411,0
q_200m_02,2,s200_x254716.545_y3366022.637,0.9673420190811157,200,254716.5454075462,3366022.637183411,0
q_200m_02,3,s200_x255380.764_y3365401.700,0.9662630558013916,200,255380.76437190094,3365401.6998673794,0
q_200m_02,4,s200_x254866.545_y3366022.637,0.9660598039627075,200,254866.5454075462,3366022.637183411,0
q_200m_02,5,s200_x254297.293_y3364207.454,0.9659706354141235,200,254297.29280875245,3364207.454095203,1
q_200m_02,6,s200_x254716.545_y3365722.637,0.9659430384635925,200,254716.5454075462,3365722.637183411,0
q_200m_02,7,s200_x253660.673_y3366046.519,0.9650890827178955,200,253660.6733898759,3366046.519046808,0
q_200m_02,8,s200_x255530.764_y3365401.700,0.9649673700332642,200,255530.76437190094,3365401.6998673794,0
q_200m_02,9,s200_x254297.293_y3364357.454,0.9646438360214233,200,254297.29280875245,3364357.454095203,0
q_200m_02,10,s200_x254689.058_y3364504.565,0.9641794562339783,200,254689.0576404855,3364504.5652137767,0
q_200m_03,1,s200_x254689.058_y3364504.565,0.9759103059768677,200,254689.0576404855,3364504.5652137767,0
q_200m_03,2,s200_x254716.545_y3366022.637,0.9748656749725342,200,254716.5454075462,3366022.637183411,0
q_200m_03,3,s200_x254716.545_y3365872.637,0.973290741443634,200,254716.5454075462,3365872.637183411,0
q_200m_03,4,s200_x254839.058_y3364804.565,0.9708248972892761,200,254839.0576404855,3364804.5652137767,0
q_200m_03,5,s200_x254866.545_y3366022.637,0.9698400497436523,200,254866.5454075462,3366022.637183411,0
q_200m_03,6,s200_x254447.293_y3364057.454,0.9696107506752014,200,254447.29280875245,3364057.454095203,0
q_200m_03,7,s200_x254716.545_y3365722.637,0.9692431688308716,200,254716.5454075462,3365722.637183411,0
q_200m_03,8,s200_x254689.058_y3364654.565,0.9683960676193237,200,254689.0576404855,3364654.5652137767,0
q_200m_03,9,s200_x254474.835_y3365125.528,0.9635132551193237,200,254474.83531152448,3365125.5278006354,0
q_200m_03,10,s200_x253660.673_y3366046.519,0.963464617729187,200,253660.6733898759,3366046.519046808,0
q_200m_04,1,s200_x254689.058_y3364504.565,0.9751241207122803,200,254689.0576404855,3364504.5652137767,1
q_200m_04,2,s200_x254839.058_y3364804.565,0.971577525138855,200,254839.0576404855,3364804.5652137767,0
q_200m_04,3,s200_x254716.545_y3366022.637,0.970775306224823,200,254716.5454075462,3366022.637183411,0
q_200m_04,4,s200_x254447.293_y3364057.454,0.9699243307113647,200,254447.29280875245,3364057.454095203,0
q_200m_04,5,s200_x254866.545_y3366022.637,0.9686232805252075,200,254866.5454075462,3366022.637183411,0
q_200m_04,6,s200_x254689.058_y3364654.565,0.9669202566146851,200,254689.0576404855,3364654.5652137767,0
q_200m_04,7,s200_x254716.545_y3365872.637,0.9651060104370117,200,254716.5454075462,3365872.637183411,0
q_200m_04,8,s200_x254716.545_y3365722.637,0.9636280536651611,200,254716.5454075462,3365722.637183411,0
q_200m_04,9,s200_x254839.058_y3364654.565,0.9606109261512756,200,254839.0576404855,3364654.5652137767,0
q_200m_04,10,s200_x254447.293_y3364207.454,0.9598445892333984,200,254447.29280875245,3364207.454095203,0
q_200m_05,1,s200_x254689.058_y3364504.565,0.9785841703414917,200,254689.0576404855,3364504.5652137767,0
q_200m_05,2,s200_x254447.293_y3364207.454,0.9769537448883057,200,254447.29280875245,3364207.454095203,1
q_200m_05,3,s200_x254839.058_y3364804.565,0.9760600328445435,200,254839.0576404855,3364804.5652137767,0
q_200m_05,4,s200_x254716.545_y3365872.637,0.9754503965377808,200,254716.5454075462,3365872.637183411,0
q_200m_05,5,s200_x254447.293_y3364057.454,0.9744027853012085,200,254447.29280875245,3364057.454095203,0
q_200m_05,6,s200_x254716.545_y3366022.637,0.9742803573608398,200,254716.5454075462,3366022.637183411,0
q_200m_05,7,s200_x254461.063_y3364516.491,0.9741541147232056,200,254461.06292971745,3364516.490741796,0
q_200m_05,8,s200_x254839.058_y3364654.565,0.9735992550849915,200,254839.0576404855,3364654.5652137767,0
q_200m_05,9,s200_x254311.063_y3364516.491,0.973456859588623,200,254311.06292971745,3364516.490741796,0
q_200m_05,10,s200_x254866.545_y3366022.637,0.9723056554794312,200,254866.5454075462,3366022.637183411,0
