query_id,candidate_tile_id,raw_rank,global_score,candidate_scale_level_m,match_count,romav2_match_score,inlier_count,inlier_ratio,reproj_error_mean,geom_valid,geom_score,global_score_norm,romav2_score_norm,geom_quality,fused_score,promote_flag,is_intersection_truth_hit
q_021,cw_s300_x254883.721_y3364102.517,1,0.9169302582740784,300.000,5000,1.0,2022,0.4044,1.6631699800491333,1,2022048.77683002,1.0,1.0,0.565313839679033,0.8891883038074199,1,1
q_021,cw_s300_x254883.721_y3364327.517,2,0.9167438745498657,300.000,5000,0.999806821346283,2488,0.4976,1.822685956954956,1,2488057.9353822563,0.9984027909019865,0.9995942448622711,0.6296247590241598,0.9271359717752906,1,0
q_021,cw_s300_x255108.721_y3364327.517,3,0.9115831255912781,300.000,5000,1.0,1548,0.3096,1.77996027469635,1,1548039.1800397253,0.9541779251094347,1.0,0.4813995041834933,0.8205108725538699,1,0
q_021,cw_s200_x254983.721_y3364352.517,4,0.8953927755355835,200.000,5000,0.9996160268783569,2464,0.4928,1.9546846151351929,1,2464057.3214756534,0.8154352611873592,0.99919349750162,0.6169742168350933,0.8463586345759998,1,0
q_021,cw_s500_x254758.721_y3364127.517,5,0.8839950561523438,500.000,5000,0.9998030066490173,1242,0.2484,1.6982358694076538,1,1242033.1397941972,0.7177628857027567,0.9995862324189466,0.43751409540900055,0.699613611526503,1,1
q_021,cw_s200_x254983.721_y3364202.517,6,0.881038248538971,200.000,5000,1.0,3353,0.6706,1.4702646732330322,1,3353075.589735327,0.692424621639706,1.0,0.7920338819486942,0.8521901778250989,0,1
q_021,cw_s300_x255108.721_y3364102.517,7,0.8782999515533447,300.000,5000,0.999807596206665,1626,0.3252,1.5971211194992065,1,1626040.9209548426,0.6689588771012213,0.9995958723898214,0.5059262427920079,0.6711392965156933,0,1
q_021,cw_s200_x254833.721_y3364052.517,8,0.8723554015159607,200.000,5000,1.0,2424,0.4848,2.026522397994995,1,2424056.453477602,0.6180172541488107,1.0,0.6059633518761821,0.7107849127852336,0,0
q_021,cw_s300_x254658.721_y3364102.517,9,0.8523050546646118,300.000,5000,0.9988119006156921,1436,0.2872,1.8194520473480225,1,1436036.8886669588,0.44619647663947615,0.9975044994877044,0.4602874300684431,0.5546510486968563,0,0
q_021,cw_s300_x254883.721_y3365002.517,10,0.8413999676704407,300.000,5000,0.8587218523025513,29,0.0058,2.1724116802215576,0,-1.0,0.3527456979553476,0.7032574087557978,0.07596786940524045,0.18667900082528333,0,0
q_021,cw_s200_x254833.721_y3364202.517,11,0.8370513916015625,200.000,5000,0.9998040795326233,1613,0.3226,2.042036533355713,1,1613040.216004262,0.3154807206084411,0.9995884859186316,0.47447051306325155,0.5108745960813273,0,0
q_021,cw_s200_x254683.721_y3364052.517,12,0.8357880115509033,200.000,5000,0.9994046092033386,2215,0.443,2.029965877532959,1,2215052.2640802143,0.3046542274707706,0.9987494328692459,0.5718844888355225,0.5649923842896217,0,0
q_021,cw_s200_x254833.721_y3364352.517,13,0.8352828025817871,200.000,5000,0.9917578101158142,2107,0.4214,1.9839171171188354,1,2107050.073660984,0.3003248560877316,0.9826879894476122,0.5543479516583746,0.5527387134301174,0,0
q_021,cw_s200_x254983.721_y3364052.517,14,0.8322062492370605,200.000,5000,1.0,3611,0.7222,1.5705692768096924,1,3611080.6494307234,0.27396043498025835,1.0,0.8268931661763657,0.7057200736979227,0,1
q_021,cw_s200_x254833.721_y3363902.517,15,0.8199765086174011,200.000,5000,0.9998002052307129,2073,0.4146,1.9901882410049438,1,2073049.4678138113,0.16915808130596233,0.9995803482808802,0.5518462624657079,0.4987709900018097,0,0
q_021,cw_s200_x254233.721_y3364652.517,16,0.8136823177337646,200.000,5000,0.9512477517127991,157,0.0314,1.87075936794281,1,157010.7817181492,0.1152202228022413,0.8976000979521196,0.2312920852423549,0.28486334026630944,0,0
q_021,cw_s500_x254008.721_y3364127.517,17,0.8076457977294922,500.000,5000,0.8550468683242798,13,0.0026,1.132616639137268,0,-1.0,0.06349046629107309,0.6955384211680741,0.10822278144504388,0.09032985538345556,0,0
q_021,cw_s300_x255108.721_y3365002.517,18,0.8026305437088013,300.000,5000,0.8906766772270203,29,0.0058,2.070765495300293,0,-1.0,0.020512414508195465,0.770375768568587,0.08603400559306373,0.059825369159116425,0,0
q_021,cw_s200_x254683.721_y3364202.517,19,0.801853358745575,200.000,5000,0.9988127946853638,1708,0.3416,2.2201485633850098,1,1708041.9279793834,0.013852353929686024,0.9975063774041086,0.4775721818426443,0.392084250677461,0,0
q_021,cw_s500_x254008.721_y3364502.517,20,0.8002368807792664,500.000,5000,0.5239033699035645,53,0.0106,2.2727434635162354,1,53004.02629023552,0.0,0.0,0.008520949875380782,0.10511256992522848,0,0
