query_id,candidate_tile_id,raw_rank,global_score,candidate_scale_level_m,keypoints_query,keypoints_candidate,match_count,inlier_count,inlier_ratio,reproj_error_mean,geom_valid,geom_score,global_score_norm,geom_quality,fused_score,promote_flag,is_strict_truth_hit
q_031,s200_x254474.835_y3365575.528,1,0.7012434601783752,200.0,256,256,10,4,0.4,0.0,0,-1.0,1.0,0.34500000000000003,0.607,0,0
q_031,s300_x254449.835_y3365625.528,2,0.665481686592102,300.0,256,256,16,4,0.25,0.0,0,-1.0,0.7126187876001073,0.31875000000000003,0.4762975150400429,0,0
q_031,s300_x256033.727_y3365139.824,3,0.6644482612609863,300.0,256,256,14,4,0.2857142857142857,0.0,0,-1.0,0.7043141932022838,0.325,0.47672567728091353,0,0
q_031,s200_x253633.067_y3364528.442,4,0.659386157989502,200.0,256,256,22,5,0.22727272727272727,0.8023189306259155,0,-1.0,0.6636351879526382,0.31127412399552395,0.45221854957836966,0,0
q_031,s300_x254752.800_y3365613.601,5,0.6543818116188049,300.0,256,256,10,4,0.4,0.0,0,-1.0,0.6234203165114764,0.34500000000000003,0.4563681266045906,0,0
q_031,s200_x253783.067_y3364528.442,6,0.6274967789649963,200.0,256,256,16,5,0.3125,0.6681421995162964,0,-1.0,0.40737249492278804,0.3351357973039228,0.3640304763514689,0,0
q_031,s200_x255530.764_y3365401.700,7,0.6252713203430176,200.0,256,256,15,4,0.26666666666666666,0.0,0,-1.0,0.38948873433728015,0.32166666666666666,0.34879549373491203,0,0
q_031,s200_x255394.480_y3365710.735,8,0.6205763220787048,200.0,256,256,23,4,0.17391304347826086,0.0,0,-1.0,0.3517597808177185,0.30543478260869567,0.3239647818923048,0,0
q_031,s200_x255530.764_y3365551.700,9,0.6171402931213379,200.0,256,256,19,4,0.21052631578947367,0.0,0,-1.0,0.32414789056213356,0.3118421052631579,0.3167644193827482,0,0
q_031,s300_x253683.067_y3364578.442,10,0.6170181632041931,300.0,256,256,11,4,0.36363636363636365,0.0,0,-1.0,0.3231664559144729,0.3386363636363637,0.3324484005476074,0,0
q_031,s500_x254852.800_y3365638.601,11,0.5958443284034729,500.0,256,256,14,4,0.2857142857142857,0.0,0,-1.0,0.15301375637046405,0.325,0.25620550254818564,0,0
q_031,s300_x255505.764_y3365376.700,12,0.5948466062545776,300.0,256,256,15,5,0.3333333333333333,1.1247755289077759,0,-1.0,0.14499607234548031,0.30833333333333335,0.24299842893819212,0,0
q_031,s200_x254675.317_y3364045.530,13,0.5943140983581543,200.0,256,256,13,4,0.3076923076923077,0.0,0,-1.0,0.14071684484806682,0.32884615384615384,0.253594430246919,0,0
q_031,s200_x255908.727_y3365089.824,14,0.594265878200531,200.0,256,256,23,4,0.17391304347826086,0.0,0,-1.0,0.14032934820094264,0.30543478260869567,0.23939260884559446,0,0
q_031,s300_x255519.480_y3365760.735,15,0.5906379222869873,300.0,256,256,16,4,0.25,0.0,0,-1.0,0.1111751350729969,0.31875000000000003,0.23572005402919877,0,0
q_031,s200_x255544.480_y3365710.735,16,0.5822648406028748,200.0,256,256,20,4,0.2,0.0,0,-1.0,0.04388914434609342,0.31,0.20355565773843737,0,0
q_031,s300_x255267.051_y3364542.665,17,0.5797184705734253,300.0,256,256,14,4,0.2857142857142857,0.0,0,-1.0,0.02342654328083688,0.325,0.20437061731233475,0,0
q_031,s300_x254950.317_y3364170.530,18,0.5777807235717773,300.0,256,256,9,4,0.4444444444444444,0.0,0,-1.0,0.007854830057094685,0.3527777777777778,0.21480859868950455,0,0
q_031,s500_x253783.067_y3364678.442,19,0.5772054195404053,500.0,256,256,20,4,0.2,0.0,0,-1.0,0.003231693298080239,0.31,0.1872926773192321,0,0
q_031,s300_x254725.317_y3364170.530,20,0.5768032670021057,300.0,256,256,21,5,0.23809523809523808,0.9772858619689941,0,-1.0,0.0,0.30150127342695976,0.18090076405617586,0,0
q_032,s700_x254397.293_y3364157.454,1,0.8830223083496094,700.0,256,256,4,4,1.0,0.0,0,-1.0,1.0,0.45,0.67,0,1
q_032,s500_x254297.293_y3364057.454,2,0.8663166761398315,500.0,256,256,3,0,0.0,,0,-1.0,0.6832940474549305,0.0,0.2733176189819722,0,1
q_032,s500_x254311.063_y3364666.491,3,0.8655242323875427,500.0,256,256,14,4,0.2857142857142857,0.0,0,-1.0,0.6682708714233089,0.325,0.46230834856932357,0,0
q_032,s300_x254422.293_y3364182.454,4,0.8597747087478638,300.0,256,256,11,5,0.45454545454545453,0.9279677271842957,0,-1.0,0.5592712036394618,0.32954545454545453,0.42143575418305745,0,0
q_032,s500_x254297.293_y3364432.454,5,0.8595114946365356,500.0,256,256,10,4,0.4,0.0,0,-1.0,0.5542811814239191,0.34500000000000003,0.4287124725695677,0,0
q_032,s700_x254411.063_y3364766.491,6,0.855678915977478,700.0,256,256,13,4,0.3076923076923077,0.0,0,-1.0,0.48162302280539593,0.32884615384615384,0.3899569014298507,0,0
q_032,s500_x253227.414_y3363472.341,7,0.8538296222686768,500.0,256,256,9,4,0.4444444444444444,0.0,0,-1.0,0.446564048788315,0.3527777777777778,0.3902922861819927,0,0
q_032,s300_x254739.058_y3364554.565,8,0.8507604002952576,300.0,256,256,11,4,0.36363636363636365,0.0,0,-1.0,0.38837763258701463,0.3386363636363637,0.3585328712166241,0,0
q_032,s300_x254449.835_y3365175.528,9,0.8468636274337769,300.0,256,256,8,4,0.5,0.0,0,-1.0,0.31450247806130405,0.3625,0.3433009912245216,0,0
q_032,s200_x254689.058_y3364504.565,10,0.8455938696861267,200.0,256,256,16,4,0.25,0.0,0,-1.0,0.29043036681635226,0.31875000000000003,0.3074221467265409,0,0
q_032,s700_x253327.414_y3363572.341,11,0.8447631597518921,700.0,256,256,14,4,0.2857142857142857,0.0,0,-1.0,0.27468173918546024,0.325,0.3048726956741841,0,0
q_032,s300_x254211.063_y3364566.491,12,0.8443582057952881,300.0,256,256,20,4,0.2,0.0,0,-1.0,0.26700460808663834,0.31,0.29280184323465536,0,0
q_032,s300_x254436.063_y3364566.491,13,0.840349555015564,300.0,256,256,10,4,0.4,0.0,0,-1.0,0.19100846812193914,0.34500000000000003,0.2834033872487757,0,0
q_032,s300_x254133.067_y3364803.442,14,0.8396457433700562,300.0,256,256,1,0,0.0,,0,-1.0,0.1776655826325531,0.0,0.07106623305302125,0,0
q_032,s200_x254461.063_y3364666.491,15,0.8386155962944031,200.0,256,256,5,4,0.8,0.0,0,-1.0,0.15813601878490247,0.415,0.31225440751396094,0,0
q_032,s500_x254686.063_y3364666.491,16,0.8384252786636353,500.0,256,256,3,0,0.0,,0,-1.0,0.15452797056610085,0.0,0.06181118822644034,0,0
q_032,s500_x254672.293_y3364057.454,17,0.8361908197402954,500.0,256,256,7,4,0.5714285714285714,0.0,0,-1.0,0.11216702110589559,0.375,0.2698668084423582,0,0
q_032,s200_x254675.317_y3364345.530,18,0.8349142670631409,200.0,256,256,12,4,0.3333333333333333,0.0,0,-1.0,0.08796609135266213,0.33333333333333337,0.23518643654106486,0,0
q_032,s300_x254422.293_y3363957.454,19,0.8304483890533447,300.0,256,256,6,4,0.6666666666666666,0.0,0,-1.0,0.0033018217649039626,0.39166666666666666,0.23632072870596157,0,0
q_032,s300_x254197.293_y3364182.454,20,0.830274224281311,300.0,256,256,10,4,0.4,0.0,0,-1.0,0.0,0.34500000000000003,0.20700000000000002,0,0
q_033,s200_x254474.835_y3365575.528,1,0.6781100630760193,200.0,256,256,24,4,0.16666666666666666,0.0,0,-1.0,1.0,0.3041666666666667,0.5825,0,0
