query_id,candidate_id,status,status_detail,total_correspondences,valid_correspondences,ok_ratio,nodata_ratio,inlier_count,inlier_ratio,coverage_bbox_area_px2,elevation_span_m,reproj_error_mean,reproj_error_refined_mean,pose_penalty,rvec,tvec,camera_center_x,camera_center_y,camera_center_z,sample_status_breakdown
q_001,s200_x253646.869_y3365287.480,ok,,5000,5000,1.000000,0.000000,868,0.173600,2451606.252326,7.180223,34.592521,4.785333,0.000000,"[0.6810151589771688, -2.7313348359819316, 1.1265712955184923]","[1720991.6773231195, -2008127.2431765064, 2096554.209460693]",253535.910658,3365359.759369,404.271701,"{""ok"": 5000}"
q_001,s300_x253696.869_y3365187.480,ok,,5000,5000,1.000000,0.000000,1338,0.267600,7340202.830486,9.022746,21.010796,4.677925,0.000000,"[0.6621262685165299, -2.678828281710024, 1.0936206030532525]","[1783381.9590878054, -2040632.9098543522, 2011272.5482437774]",253512.867363,3365350.236249,401.941317,"{""ok"": 5000}"
q_001,s700_x253883.067_y3364778.442,ok,,5000,5000,1.000000,0.000000,1811,0.362200,7389192.396895,22.468555,14.159475,4.711551,0.000000,"[0.6545026236950864, -2.66914011769783, 1.09418204641279]","[1784394.5421616635, -2041845.8401792906, 2009144.1464728294]",253508.514661,3365351.659137,402.242145,"{""ok"": 5000}"
q_001,s500_x253783.067_y3364678.442,ok,,5000,5000,1.000000,0.000000,1634,0.326800,4723192.557910,23.671133,15.966149,4.453606,0.000000,"[0.6579617084931435, -2.6751367915989794, 1.087010082649909]","[1785567.5487896248, -2051851.8649352922, 1997872.860915566]",253510.545349,3365349.276579,406.621177,"{""ok"": 5000}"
q_001,s300_x253908.067_y3364803.442,ok,,5000,5000,1.000000,0.000000,967,0.193400,1803999.108222,17.862840,20.362239,5.118399,0.000000,"[0.6541372268392903, -2.6798951052038205, 1.0985514575808353]","[1767208.5883052298, -2042360.5823610655, 2023763.6322930933]",253516.341846,3365354.584957,405.317110,"{""ok"": 5000}"
q_001,s200_x253933.067_y3364978.442,ok,,5000,5000,1.000000,0.000000,1212,0.242400,593160.061511,5.886170,35.477190,4.705764,0.000000,"[0.6597828909820657, -2.653725863346566, 1.022272415719147]","[1847181.7059637064, -2127019.5291635874, 1858338.4523209943]",253485.002482,3365331.976569,420.314401,"{""ok"": 5000}"
q_001,s200_x254174.835_y3365575.528,ok,,5000,5000,1.000000,0.000000,233,0.046600,123115.369526,8.990095,2092.819336,5.027166,0.000000,"[-1.4686150750634723, -0.49207107540209466, -0.3941662782034332]","[-2021924.1911088524, -246904.68757776503, 2691927.4531917907]",254256.641514,3366150.071670,166.820520,"{""ok"": 5000}"
q_001,s300_x253908.067_y3365028.442,ok,,5000,5000,1.000000,0.000000,1257,0.251400,1707550.975702,13.316868,69.602462,4.823746,0.000000,"[0.6719714943468786, -2.650463588812869, 1.1623582809475688]","[1795568.1319488566, -1915880.0062579643, 2120212.50688156]",253508.006716,3365367.102242,383.230106,"{""ok"": 5000}"
q_001,s200_x253933.067_y3364828.442,ok,,5000,5000,1.000000,0.000000,1135,0.227000,469525.568265,15.904819,22.370904,4.468081,0.000000,"[0.6010249797481393, -2.6528518585220637, 1.0988374987216012]","[1720761.0112974439, -2078178.950106121, 2027380.377892332]",253483.039879,3365392.039729,413.221103,"{""ok"": 5000}"
q_001,s200_x255717.683_y3363412.726,ok,,5000,5000,1.000000,0.000000,222,0.044400,10802.354057,6.493054,2108.792346,5.017630,0.000000,"[1.9346975375840862, -1.6033869237389184, -0.5780051384377051]","[2443746.176104645, 694056.0001675658, -2217448.299314385]",255595.275466,3362343.984715,219.855244,"{""ok"": 5000}"
q_001,s200_x253796.869_y3365287.480,ok,,5000,5000,1.000000,0.000000,651,0.130200,1658978.496917,6.984307,30.257945,4.981419,0.000000,"[0.684404665733404, -2.7466617864063947, 1.004487364079802]","[1775522.8350307303, -2174561.334766197, 1873107.0643545443]",253514.465916,3365331.874676,446.959251,"{""ok"": 5000}"
q_001,s200_x253660.673_y3365746.519,ok,,5000,5000,1.000000,0.000000,41,0.008200,45634.359265,7.946443,648.392864,5.107772,0.000000,"[2.160975217007537, -0.2181213614522809, -1.2050245526681929]","[-680414.0636847534, 2726195.9520231467, -1866777.5005020779]",254540.349939,3363803.593340,706.366866,"{""ok"": 5000}"
q_001,s500_x253796.869_y3365287.480,ok,,5000,5000,1.000000,0.000000,1175,0.235000,8888111.897096,13.460922,20.717714,4.876491,0.000000,"[0.6567823383227701, -2.674436913559906, 1.0864820063463638]","[1784985.6580407766, -2053368.1390536407, 1996832.980657647]",253509.745898,3365348.290043,402.458981,"{""ok"": 5000}"
q_001,s200_x253646.869_y3365587.480,ok,,5000,5000,1.000000,0.000000,309,0.061800,105738.980765,8.689434,324.009285,4.607214,0.000000,"[-1.852327426715936, 0.3887644709918664, 0.2957953041036755]","[1141349.6378616858, 981662.854146292, 3022120.2913932498]",254019.088150,3366752.983024,815.389391,"{""ok"": 5000}"
