query_id,rank,raw_rank,candidate_tile_id,global_score,candidate_scale_level_m,candidate_center_x,candidate_center_y,match_count,romav2_match_score,inlier_count,inlier_ratio,reproj_error_mean,geom_valid,geom_score,global_score_norm,romav2_score_norm,geom_quality,fused_score,promote_flag,is_intersection_truth_hit
q_021,1,14,cw_s200_x254983.721_y3364052.517,0.8322062492370605,200.000,254983.72102534556,3364052.5166208195,5000,1.0,3696,0.7392,1.6767666339874268,1,3696082.243233366,0.27396043498025835,1.0,0.8211849793826279,0.70229516162168,0,1
q_021,2,6,cw_s200_x254983.721_y3364202.517,0.881038248538971,200.000,254983.72102534556,3364202.5166208195,5000,1.0,3539,0.7078,1.7222553491592407,1,3539079.0577446506,0.692424621639706,1.0,0.7932613949328866,0.8529266856156144,0,1
q_021,3,2,cw_s300_x254883.721_y3364327.517,0.9167438745498657,300.000,254883.72102534556,3364327.5166208195,5000,0.9996039271354675,2561,0.5122,1.8427495956420898,1,2561059.373289676,0.9984027909019865,0.999179543937552,0.6301886507894473,0.927474306834463,1,0
q_021,4,8,cw_s200_x254833.721_y3364052.517,0.8723554015159607,200.000,254833.72102534556,3364052.5166208195,5000,0.9998059272766113,2423,0.4846,2.0299766063690186,1,2423056.4280826664,0.6180172541488107,0.9995979827028848,0.5957510713341585,0.7046575444600194,0,0
q_021,5,4,cw_s200_x254983.721_y3364352.517,0.8953927755355835,200.000,254983.72102534556,3364352.5166208195,5000,0.9996148347854614,2375,0.475,1.8690835237503052,1,2375055.627064824,0.8154352611873592,0.9992021388900618,0.5989789548734681,0.8355614773990246,1,0
q_021,6,13,cw_s200_x254833.721_y3364352.517,0.8352828025817871,200.000,254833.72102534556,3364352.5166208195,5000,0.9935187697410583,2184,0.4368,2.004112720489502,1,2184051.611074977,0.3003248560877316,0.9865742767701416,0.5570830247501013,0.5543797572851534,0,0
q_021,7,12,cw_s200_x254683.721_y3364052.517,0.8357880115509033,200.000,254683.72102534556,3364052.5166208195,5000,0.998818576335907,2106,0.4212,1.8355103731155396,1,2106050.2726753904,0.3046542274707706,0.9975527073568424,0.5583613773506578,0.556878517398703,0,0
q_021,8,15,cw_s200_x254833.721_y3363902.517,0.8199765086174011,200.000,254833.72102534556,3363902.5166208195,5000,0.9998087882995605,2012,0.4024,2.0185117721557617,1,2012048.2195761108,0.16915808130596233,0.9996039092478054,0.5314985759600509,0.4865623780984155,0,0
q_021,9,1,cw_s300_x254883.721_y3364102.517,0.9169302582740784,300.000,254883.72102534556,3364102.5166208195,5000,1.0,1953,0.3906,1.6751408576965332,1,1953047.3848591424,1.0,1.0,0.54550877574293,0.877305265445758,1,1
q_021,10,19,cw_s200_x254683.721_y3364202.517,0.801853358745575,200.000,254683.72102534556,3364202.5166208195,5000,0.9980147480964661,1791,0.3582,2.0199761390686035,1,1791043.780171342,0.013852353929686024,0.9958875951735205,0.4956883410716274,0.4029539462148508,0,0
q_021,11,7,cw_s300_x255108.721_y3364102.517,0.8782999515533447,300.000,255108.72102534556,3364102.5166208195,5000,1.0,1605,0.321,1.769383430480957,1,1605040.3306165696,0.6689588771012213,1.0,0.48406071234338954,0.6580199782465223,0,1
q_021,12,11,cw_s200_x254833.721_y3364202.517,0.8370513916015625,200.000,254833.72102534556,3364202.5166208195,5000,0.999801754951477,1544,0.3088,1.981421947479248,1,1544038.896595602,0.3154807206084411,0.9995893398248755,0.4599594585211849,0.5021679633560874,0,0
q_021,13,9,cw_s300_x254658.721_y3364102.517,0.8523050546646118,300.000,254658.72102534556,3364102.5166208195,5000,0.9994089007377625,1506,0.3012,1.7960858345031738,1,1506038.318003173,0.44619647663947615,0.9987755511254632,0.4663422247400216,0.5582839254998034,0,0
q_021,14,3,cw_s300_x255108.721_y3364327.517,0.9115831255912781,300.000,255108.72102534556,3364327.5166208195,5000,1.0,1478,0.2956,1.8935269117355347,1,1478037.6664730883,0.9541779251094347,1.0,0.45555436021064827,0.8050037861701628,1,0
q_021,15,5,cw_s500_x254758.721_y3364127.517,0.8839950561523438,500.000,254758.72102534556,3364127.5166208195,5000,1.0,1320,0.264,2.0537452697753906,1,1320034.3462547301,0.7177628857027567,1.0,0.41969865387082705,0.6889243466035989,1,1
q_021,16,16,cw_s200_x254233.721_y3364652.517,0.8136823177337646,200.000,254233.72102534556,3364652.5166208195,5000,0.9530801773071289,287,0.0574,2.162874221801758,1,287013.10792755126,0.1152202228022413,0.9028066388168443,0.2294190418938557,0.28373951425720995,0,0
q_021,17,20,cw_s500_x254008.721_y3364502.517,0.8002368807792664,500.000,254008.72102534556,3364502.5166208195,5000,0.5172528028488159,71,0.0142,2.138681411743164,1,71004.45384661674,0.0,0.0,0.016320356801913814,0.1097922140811483,0,0
q_021,18,10,cw_s300_x254883.721_y3365002.517,0.8413999676704407,300.000,254883.72102534556,3365002.5166208195,5000,0.8540897369384766,38,0.0076,2.21374773979187,0,-1.0,0.3527456979553476,0.6977501600784477,0.07278129306412183,0.18476705502061214,0,0
q_021,19,17,cw_s500_x254008.721_y3364127.517,0.8076457977294922,500.000,254008.72102534556,3364127.5166208195,5000,0.849637508392334,36,0.0072,2.1592743396759033,0,-1.0,0.06349046629107309,0.6885274684244799,0.0735463139480136,0.0695239748852374,0,0
q_021,20,18,cw_s300_x255108.721_y3365002.517,0.8026305437088013,300.000,255108.72102534556,3365002.5166208195,5000,0.8898115158081055,24,0.0048,1.7150169610977173,0,-1.0,0.020512414508195465,0.7717470244423059,0.09597000299392792,0.06578696759963494,0,0
