dsm_id,candidate_tile_id,dsm_source_name,dsm_source_type,dsm_asset_version_tag,upstream_dsm_path,crs,tile_min_x,tile_min_y,tile_max_x,tile_max_y,expand_margin_m,request_min_x,request_min_y,request_max_x,request_max_y,raster_path,status,download_request_id
s200_x255353.340_y3364033.631,s200_x255353.340_y3364033.631,odm_dsm_override,odm_dsm_override,odm_refresh_2026-04-16,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/source/odm_dsm_merged.tif,EPSG:32650,255253.3403633765,3363933.6312788753,255453.3403633765,3364133.6312788753,250.000,255003.340363,3363683.631279,255703.340363,3364383.631279,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/rasters/odm_dsm_override_s200_x255353.340_y3364033.631.tif,ready,odm_dsm_override_s200_x255353.340_y3364033.631
s200_x255867.683_y3363562.726,s200_x255867.683_y3363562.726,odm_dsm_override,odm_dsm_override,odm_refresh_2026-04-16,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/source/odm_dsm_merged.tif,EPSG:32650,255767.68346681632,3363462.725988563,255967.68346681632,3363662.725988563,250.000,255517.683467,3363212.725989,256217.683467,3363912.725989,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/rasters/odm_dsm_override_s200_x255867.683_y3363562.726.tif,ready,odm_dsm_override_s200_x255867.683_y3363562.726
s300_x254238.610_y3365784.565,s300_x254238.610_y3365784.565,odm_dsm_override,odm_dsm_override,odm_refresh_2026-04-16,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/source/odm_dsm_merged.tif,EPSG:32650,254088.6099540508,3365634.565271766,254388.6099540508,3365934.565271766,250.000,253838.609954,3365384.565272,254638.609954,3366184.565272,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/rasters/odm_dsm_override_s300_x254238.610_y3365784.565.tif,ready,odm_dsm_override_s300_x254238.610_y3365784.565
s200_x254338.610_y3365734.565,s200_x254338.610_y3365734.565,odm_dsm_override,odm_dsm_override,odm_refresh_2026-04-16,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/source/odm_dsm_merged.tif,EPSG:32650,254238.6099540508,3365634.565271766,254438.6099540508,3365834.565271766,250.000,253988.609954,3365384.565272,254688.609954,3366084.565272,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/rasters/odm_dsm_override_s200_x254338.610_y3365734.565.tif,ready,odm_dsm_override_s200_x254338.610_y3365734.565
s200_x253905.470_y3363310.367,s200_x253905.470_y3363310.367,odm_dsm_override,odm_dsm_override,odm_refresh_2026-04-16,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/source/odm_dsm_merged.tif,EPSG:32650,253805.4698876719,3363210.3665024354,254005.4698876719,3363410.3665024354,250.000,253555.469888,3362960.366502,254255.469888,3363660.366502,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/rasters/odm_dsm_override_s200_x253905.470_y3363310.367.tif,ready,odm_dsm_override_s200_x253905.470_y3363310.367
s200_x256017.683_y3363412.726,s200_x256017.683_y3363412.726,odm_dsm_override,odm_dsm_override,odm_refresh_2026-04-16,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/source/odm_dsm_merged.tif,EPSG:32650,255917.68346681632,3363312.725988563,256117.68346681632,3363512.725988563,250.000,255667.683467,3363062.725989,256367.683467,3363762.725989,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/rasters/odm_dsm_override_s200_x256017.683_y3363412.726.tif,ready,odm_dsm_override_s200_x256017.683_y3363412.726
s300_x255992.683_y3363312.726,s300_x255992.683_y3363312.726,odm_dsm_override,odm_dsm_override,odm_refresh_2026-04-16,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/source/odm_dsm_merged.tif,EPSG:32650,255842.68346681632,3363162.725988563,256142.68346681632,3363462.725988563,250.000,255592.683467,3362912.725989,256392.683467,3363712.725989,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/rasters/odm_dsm_override_s300_x255992.683_y3363312.726.tif,ready,odm_dsm_override_s300_x255992.683_y3363312.726
s200_x255717.683_y3363262.726,s200_x255717.683_y3363262.726,odm_dsm_override,odm_dsm_override,odm_refresh_2026-04-16,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/source/odm_dsm_merged.tif,EPSG:32650,255617.68346681632,3363162.725988563,255817.68346681632,3363362.725988563,250.000,255367.683467,3362912.725989,256067.683467,3363612.725989,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/rasters/odm_dsm_override_s200_x255717.683_y3363262.726.tif,ready,odm_dsm_override_s200_x255717.683_y3363262.726
s200_x255489.632_y3363424.598,s200_x255489.632_y3363424.598,odm_dsm_override,odm_dsm_override,odm_refresh_2026-04-16,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/source/odm_dsm_merged.tif,EPSG:32650,255389.63173593904,3363324.597604262,255589.63173593904,3363524.597604262,250.000,255139.631736,3363074.597604,255839.631736,3363774.597604,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/rasters/odm_dsm_override_s200_x255489.632_y3363424.598.tif,ready,odm_dsm_override_s200_x255489.632_y3363424.598
s300_x255992.683_y3363537.726,s300_x255992.683_y3363537.726,odm_dsm_override,odm_dsm_override,odm_refresh_2026-04-16,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/source/odm_dsm_merged.tif,EPSG:32650,255842.68346681632,3363387.725988563,256142.68346681632,3363687.725988563,250.000,255592.683467,3363137.725989,256392.683467,3363937.725989,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/rasters/odm_dsm_override_s300_x255992.683_y3363537.726.tif,ready,odm_dsm_override_s300_x255992.683_y3363537.726
s200_x253933.067_y3364678.442,s200_x253933.067_y3364678.442,odm_dsm_override,odm_dsm_override,odm_refresh_2026-04-16,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/source/odm_dsm_merged.tif,EPSG:32650,253833.06710738334,3364578.4419510043,254033.06710738334,3364778.4419510043,250.000,253583.067107,3364328.441951,254283.067107,3365028.441951,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/rasters/odm_dsm_override_s200_x253933.067_y3364678.442.tif,ready,odm_dsm_override_s200_x253933.067_y3364678.442
s200_x253933.067_y3364828.442,s200_x253933.067_y3364828.442,odm_dsm_override,odm_dsm_override,odm_refresh_2026-04-16,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/source/odm_dsm_merged.tif,EPSG:32650,253833.06710738334,3364728.4419510043,254033.06710738334,3364928.4419510043,250.000,253583.067107,3364478.441951,254283.067107,3365178.441951,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/rasters/odm_dsm_override_s200_x253933.067_y3364828.442.tif,ready,odm_dsm_override_s200_x253933.067_y3364828.442
s500_x254158.067_y3365053.442,s500_x254158.067_y3365053.442,odm_dsm_override,odm_dsm_override,odm_refresh_2026-04-16,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/source/odm_dsm_merged.tif,EPSG:32650,253908.06710738334,3364803.4419510043,254408.06710738334,3365303.4419510043,250.000,253658.067107,3364553.441951,254658.067107,3365553.441951,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/rasters/odm_dsm_override_s500_x254158.067_y3365053.442.tif,ready,odm_dsm_override_s500_x254158.067_y3365053.442
s200_x254083.067_y3364678.442,s200_x254083.067_y3364678.442,odm_dsm_override,odm_dsm_override,odm_refresh_2026-04-16,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/source/odm_dsm_merged.tif,EPSG:32650,253983.06710738334,3364578.4419510043,254183.06710738334,3364778.4419510043,250.000,253733.067107,3364328.441951,254433.067107,3365028.441951,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/rasters/odm_dsm_override_s200_x254083.067_y3364678.442.tif,ready,odm_dsm_override_s200_x254083.067_y3364678.442
s500_x254158.067_y3364678.442,s500_x254158.067_y3364678.442,odm_dsm_override,odm_dsm_override,odm_refresh_2026-04-16,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/source/odm_dsm_merged.tif,EPSG:32650,253908.06710738334,3364428.4419510043,254408.06710738334,3364928.4419510043,250.000,253658.067107,3364178.441951,254658.067107,3365178.441951,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/rasters/odm_dsm_override_s500_x254158.067_y3364678.442.tif,ready,odm_dsm_override_s500_x254158.067_y3364678.442
s300_x253696.869_y3365412.480,s300_x253696.869_y3365412.480,odm_dsm_override,odm_dsm_override,odm_refresh_2026-04-16,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/source/odm_dsm_merged.tif,EPSG:32650,253546.86911584332,3365262.480292981,253846.86911584332,3365562.480292981,250.000,253296.869116,3365012.480293,254096.869116,3365812.480293,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/rasters/odm_dsm_override_s300_x253696.869_y3365412.480.tif,ready,odm_dsm_override_s300_x253696.869_y3365412.480
s300_x254922.843_y3363177.460,s300_x254922.843_y3363177.460,odm_dsm_override,odm_dsm_override,odm_refresh_2026-04-16,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/source/odm_dsm_merged.tif,EPSG:32650,254772.8429101142,3363027.4603543547,255072.8429101142,3363327.4603543547,250.000,254522.842910,3362777.460354,255322.842910,3363577.460354,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/rasters/odm_dsm_override_s300_x254922.843_y3363177.460.tif,ready,odm_dsm_override_s300_x254922.843_y3363177.460
s200_x253660.673_y3365746.519,s200_x253660.673_y3365746.519,odm_dsm_override,odm_dsm_override,odm_refresh_2026-04-16,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/source/odm_dsm_merged.tif,EPSG:32650,253560.6733898759,3365646.519046808,253760.6733898759,3365846.519046808,250.000,253310.673390,3365396.519047,254010.673390,3366096.519047,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/rasters/odm_dsm_override_s200_x253660.673_y3365746.519.tif,ready,odm_dsm_override_s200_x253660.673_y3365746.519
s200_x255867.683_y3363262.726,s200_x255867.683_y3363262.726,odm_dsm_override,odm_dsm_override,odm_refresh_2026-04-16,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/source/odm_dsm_merged.tif,EPSG:32650,255767.68346681632,3363162.725988563,255967.68346681632,3363362.725988563,250.000,255517.683467,3362912.725989,256217.683467,3363612.725989,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/rasters/odm_dsm_override_s200_x255867.683_y3363262.726.tif,ready,odm_dsm_override_s200_x255867.683_y3363262.726
s200_x253796.869_y3365287.480,s200_x253796.869_y3365287.480,odm_dsm_override,odm_dsm_override,odm_refresh_2026-04-16,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/source/odm_dsm_merged.tif,EPSG:32650,253696.86911584332,3365187.480292981,253896.86911584332,3365387.480292981,250.000,253446.869116,3364937.480293,254146.869116,3365637.480293,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/rasters/odm_dsm_override_s200_x253796.869_y3365287.480.tif,ready,odm_dsm_override_s200_x253796.869_y3365287.480
s200_x253646.869_y3365287.480,s200_x253646.869_y3365287.480,odm_dsm_override,odm_dsm_override,odm_refresh_2026-04-16,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/source/odm_dsm_merged.tif,EPSG:32650,253546.86911584332,3365187.480292981,253746.86911584332,3365387.480292981,250.000,253296.869116,3364937.480293,253996.869116,3365637.480293,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/rasters/odm_dsm_override_s200_x253646.869_y3365287.480.tif,ready,odm_dsm_override_s200_x253646.869_y3365287.480
s200_x255867.683_y3363412.726,s200_x255867.683_y3363412.726,odm_dsm_override,odm_dsm_override,odm_refresh_2026-04-16,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/source/odm_dsm_merged.tif,EPSG:32650,255767.68346681632,3363312.725988563,255967.68346681632,3363512.725988563,250.000,255517.683467,3363062.725989,256217.683467,3363762.725989,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/rasters/odm_dsm_override_s200_x255867.683_y3363412.726.tif,ready,odm_dsm_override_s200_x255867.683_y3363412.726
s200_x253933.067_y3364528.442,s200_x253933.067_y3364528.442,odm_dsm_override,odm_dsm_override,odm_refresh_2026-04-16,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/source/odm_dsm_merged.tif,EPSG:32650,253833.06710738334,3364428.4419510043,254033.06710738334,3364628.4419510043,250.000,253583.067107,3364178.441951,254283.067107,3364878.441951,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/rasters/odm_dsm_override_s200_x253933.067_y3364528.442.tif,ready,odm_dsm_override_s200_x253933.067_y3364528.442
s300_x253908.067_y3364578.442,s300_x253908.067_y3364578.442,odm_dsm_override,odm_dsm_override,odm_refresh_2026-04-16,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/source/odm_dsm_merged.tif,EPSG:32650,253758.06710738334,3364428.4419510043,254058.06710738334,3364728.4419510043,250.000,253508.067107,3364178.441951,254308.067107,3364978.441951,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/rasters/odm_dsm_override_s300_x253908.067_y3364578.442.tif,ready,odm_dsm_override_s300_x253908.067_y3364578.442
s300_x254133.067_y3364578.442,s300_x254133.067_y3364578.442,odm_dsm_override,odm_dsm_override,odm_refresh_2026-04-16,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/source/odm_dsm_merged.tif,EPSG:32650,253983.06710738334,3364428.4419510043,254283.06710738334,3364728.4419510043,250.000,253733.067107,3364178.441951,254533.067107,3364978.441951,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/rasters/odm_dsm_override_s300_x254133.067_y3364578.442.tif,ready,odm_dsm_override_s300_x254133.067_y3364578.442
s200_x254083.067_y3364528.442,s200_x254083.067_y3364528.442,odm_dsm_override,odm_dsm_override,odm_refresh_2026-04-16,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/source/odm_dsm_merged.tif,EPSG:32650,253983.06710738334,3364428.4419510043,254183.06710738334,3364628.4419510043,250.000,253733.067107,3364178.441951,254433.067107,3364878.441951,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/rasters/odm_dsm_override_s200_x254083.067_y3364528.442.tif,ready,odm_dsm_override_s200_x254083.067_y3364528.442
s200_x253418.902_y3365599.458,s200_x253418.902_y3365599.458,odm_dsm_override,odm_dsm_override,odm_refresh_2026-04-16,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/source/odm_dsm_merged.tif,EPSG:32650,253318.9018066581,3365499.4584696507,253518.9018066581,3365699.4584696507,250.000,253068.901807,3365249.458470,253768.901807,3365949.458470,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/rasters/odm_dsm_override_s200_x253418.902_y3365599.458.tif,ready,odm_dsm_override_s200_x253418.902_y3365599.458
s300_x255294.480_y3365760.735,s300_x255294.480_y3365760.735,odm_dsm_override,odm_dsm_override,odm_refresh_2026-04-16,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/source/odm_dsm_merged.tif,EPSG:32650,255144.479752744,3365610.7347813593,255444.479752744,3365910.7347813593,250.000,254894.479753,3365360.734781,255694.479753,3366160.734781,/mnt/d/aiproject/imagematch/new3output/nadir_009010_dinov2_romav2_pose_odmrefresh_sattruth_2026-04-16/pose_v1_formal/dsm_cache/rasters/odm_dsm_override_s300_x255294.480_y3365760.735.tif,ready,odm_dsm_override_s300_x255294.480_y3365760.735
