query_id,sanitized_query_path,status
q_001,/mnt/d/aiproject/imagematch/new1output/query_reselect_2026-03-26_v2/query_inputs/images/DJI_202510311347_009_新建面状航线1/DJI_20251031135154_0001_V.JPG,ok
q_002,/mnt/d/aiproject/imagematch/new1output/query_reselect_2026-03-26_v2/query_inputs/images/DJI_202510311347_009_新建面状航线1/DJI_20251031135215_0005_V.JPG,ok
q_003,/mnt/d/aiproject/imagematch/new1output/query_reselect_2026-03-26_v2/query_inputs/images/DJI_202510311347_009_新建面状航线1/DJI_20251031135523_0072_V.JPG,ok
q_004,/mnt/d/aiproject/imagematch/new1output/query_reselect_2026-03-26_v2/query_inputs/images/DJI_202510311347_009_新建面状航线1/DJI_20251031135831_0144_V.JPG,ok
q_005,/mnt/d/aiproject/imagematch/new1output/query_reselect_2026-03-26_v2/query_inputs/images/DJI_202510311347_009_新建面状航线1/DJI_20251031140104_0196_V.JPG,ok
