query_id,candidate_tile_id,raw_rank,global_score,candidate_scale_level_m,keypoints_query,keypoints_candidate,match_count,inlier_count,inlier_ratio,reproj_error_mean,geom_valid,geom_score,global_score_norm,geom_quality,fused_score,promote_flag,is_intersection_truth_hit
q_001,s200_x253646.869_y3365287.480,1,0.7206888794898987,200.0,256,256,17,4,0.23529411764705882,0.0,0,-1.0,1.0,0.3161764705882353,0.5897058823529412,0,1
q_001,s300_x253696.869_y3365187.480,2,0.7184687256813049,300.0,256,256,14,4,0.2857142857142857,0.0,0,-1.0,0.9696648622059267,0.325,0.5828659448823708,0,1
q_001,s700_x253883.067_y3364778.442,3,0.7165505886077881,700.0,256,256,21,4,0.19047619047619047,0.0,0,-1.0,0.9434563390811666,0.30833333333333335,0.5623825356324667,0,1
q_001,s500_x253783.067_y3364678.442,4,0.7058935165405273,500.0,256,256,17,4,0.23529411764705882,0.0,0,-1.0,0.7978431169745,0.3161764705882353,0.5088431291427412,0,1
q_001,s300_x253908.067_y3364803.442,5,0.7039330005645752,300.0,256,256,8,4,0.5,0.0,0,-1.0,0.7710555484520919,0.3625,0.5259222193808368,0,1
q_001,s200_x253933.067_y3364978.442,6,0.703772783279419,200.0,256,256,14,4,0.2857142857142857,0.0,0,-1.0,0.7688664147968496,0.325,0.5025465659187398,0,1
q_001,s200_x254174.835_y3365575.528,7,0.6964467167854309,200.0,256,256,17,4,0.23529411764705882,0.0,0,-1.0,0.6687664867092386,0.3161764705882353,0.4572124770366366,0,0
q_001,s300_x253908.067_y3365028.442,8,0.6950802803039551,300.0,256,256,17,4,0.23529411764705882,0.0,0,-1.0,0.6500961410818458,0.3161764705882353,0.4497443387856795,0,1
q_001,s200_x253933.067_y3364828.442,9,0.6904825568199158,200.0,256,256,10,4,0.4,0.0,0,-1.0,0.58727500910103,0.34500000000000003,0.44191000364041205,0,1
q_001,s200_x255717.683_y3363412.726,10,0.6868505477905273,200.0,256,256,13,4,0.3076923076923077,0.0,0,-1.0,0.5376489453799751,0.32884615384615384,0.41236727045968236,0,0
q_001,s200_x253796.869_y3365287.480,11,0.6867815256118774,200.0,256,256,12,4,0.3333333333333333,0.0,0,-1.0,0.5367058587829622,0.33333333333333337,0.4146823435131849,0,1
q_001,s200_x253660.673_y3365746.519,12,0.685933530330658,200.0,256,256,27,5,0.18518518518518517,0.7835397124290466,0,-1.0,0.5251192499611119,0.2920477040528274,0.3852763224161412,0,0
q_001,s500_x253796.869_y3365287.480,13,0.6857194900512695,500.0,256,256,12,4,0.3333333333333333,0.0,0,-1.0,0.5221947042185615,0.33333333333333337,0.4088778816874246,0,1
q_001,s200_x253646.869_y3365587.480,14,0.6848309636116028,200.0,256,256,16,4,0.25,0.0,0,-1.0,0.5100542967041648,0.31875000000000003,0.39527171868166594,0,0
q_001,s200_x253810.673_y3365746.519,15,0.6824389100074768,200.0,256,256,18,5,0.2777777777777778,0.3712160885334015,0,-1.0,0.4773704009258211,0.3426457713304708,0.3965356231686109,0,0
q_001,s200_x253905.470_y3363310.367,16,0.6808180212974548,200.0,256,256,18,5,0.2777777777777778,0.808303952217102,0,-1.0,0.4552233396830154,0.306185675362022,0.3658007410904194,0,0
q_001,s200_x254474.835_y3365425.528,17,0.6804907321929932,200.0,256,256,11,4,0.36363636363636365,0.0,0,-1.0,0.4507514152407029,0.3386363636363637,0.3834823842780994,0,0
q_001,s500_x253268.902_y3365299.458,18,0.6801648736000061,500.0,256,256,9,4,0.4444444444444444,0.0,0,-1.0,0.4462990366345979,0.3527777777777778,0.3901862813205058,0,1
q_001,s200_x254311.063_y3364816.491,19,0.6774196028709412,200.0,256,256,21,4,0.19047619047619047,0.0,0,-1.0,0.4087889481326804,0.30833333333333335,0.3485155792530722,0,0
q_001,s200_x254461.063_y3364816.491,20,0.6755958199501038,200.0,256,256,17,4,0.23529411764705882,0.0,0,-1.0,0.38386963578777455,0.3161764705882353,0.34325373666805103,0,0
q_001,s300_x255294.480_y3365760.735,21,0.6732594966888428,300.0,256,256,17,4,0.23529411764705882,0.0,0,-1.0,0.3519472132116822,0.3161764705882353,0.33048476763761403,0,0
q_001,s200_x253796.869_y3365437.480,22,0.6728142499923706,200.0,256,256,18,4,0.2222222222222222,0.0,0,-1.0,0.3458635716920912,0.3138888888888889,0.3266787620101698,0,0
q_001,s500_x254158.067_y3364678.442,23,0.6705917119979858,500.0,256,256,20,4,0.2,0.0,0,-1.0,0.3154958575043388,0.31,0.31219834300173555,0,1
q_001,s200_x253377.414_y3363772.341,24,0.6696793437004089,200.0,256,256,16,5,0.3125,0.8666402101516724,0,-1.0,0.30302968605315,0.30739589033153214,0.3056494086201793,0,0
q_001,s200_x253091.241_y3364231.380,25,0.6625609397888184,200.0,256,256,20,4,0.2,0.0,0,-1.0,0.20576716185499758,0.31,0.26830686474199905,0,0
q_001,s300_x253696.869_y3365412.480,26,0.662241518497467,300.0,256,256,16,4,0.25,0.0,0,-1.0,0.20140273951182644,0.31875000000000003,0.2718110958047306,0,1
