query_id,candidate_tile_id,raw_rank,global_score,candidate_scale_level_m,keypoints_query,keypoints_candidate,match_count,inlier_count,inlier_ratio,reproj_error_mean,geom_valid,geom_score,global_score_norm,geom_quality,fused_score,promote_flag,is_intersection_truth_hit
q_011,s300_x254950.317_y3364170.530,1,0.9046697616577148,300.0,256,256,22,4,0.18181818181818182,0.0,0,-1.0,1.0,0.2734848484848485,0.5640909090909091,0,1
q_011,s300_x255992.683_y3363537.726,2,0.8906936049461365,300.0,256,256,15,4,0.26666666666666666,0.0,0,-1.0,0.8307086841569475,0.28833333333333333,0.505283473662779,0,0
q_011,s500_x254825.317_y3364045.530,3,0.886581540107727,500.0,256,256,20,4,0.2,0.0,0,-1.0,0.7808997930796477,0.27666666666666667,0.4783599172318591,0,1
q_011,s500_x253783.067_y3364678.442,4,0.8859636187553406,500.0,256,256,15,4,0.26666666666666666,0.0,0,-1.0,0.7734149944335104,0.28833333333333333,0.48236599777340416,0,0
q_011,s300_x254725.317_y3363945.530,5,0.8779276013374329,300.0,256,256,10,4,0.4,0.0,0,-1.0,0.6760757908963709,0.31166666666666665,0.45743031635854836,0,1
q_011,s300_x255464.632_y3363324.598,6,0.8739224672317505,300.0,256,256,8,4,0.5,0.0,0,-1.0,0.6275621374742433,0.32916666666666666,0.4485248549896973,0,0
q_011,s200_x254975.317_y3364345.530,7,0.8733786344528198,200.0,256,256,16,4,0.25,0.0,0,-1.0,0.6209747638032336,0.28541666666666665,0.41963990552129343,0,1
q_011,s200_x254825.317_y3364045.530,8,0.8695768117904663,200.0,256,256,16,4,0.25,0.0,0,-1.0,0.5749237946853382,0.28541666666666665,0.40121951787413523,0,1
q_011,s300_x255267.051_y3364542.665,9,0.866002082824707,300.0,256,256,16,4,0.25,0.0,0,-1.0,0.5316235811227414,0.28541666666666665,0.3838994324490966,0,0
q_011,s200_x254975.317_y3364195.530,10,0.8635036945343018,200.0,256,256,10,4,0.4,0.0,0,-1.0,0.5013609381159418,0.31166666666666665,0.38754437524637675,0,1
q_011,s500_x255867.683_y3363412.726,11,0.8631263971328735,500.0,256,256,15,4,0.26666666666666666,0.0,0,-1.0,0.4967907851854847,0.28833333333333333,0.37171631407419387,0,0
q_011,s200_x253810.673_y3365746.519,12,0.8565912842750549,200.0,256,256,17,4,0.23529411764705882,0.0,0,-1.0,0.41763183772130585,0.28284313725490196,0.3367586174414635,0,0
q_011,s200_x254675.317_y3364045.530,13,0.8557530045509338,200.0,256,256,21,4,0.19047619047619047,0.0,0,-1.0,0.4074778676085177,0.27499999999999997,0.32799114704340704,0,0
q_011,s300_x255767.683_y3363537.726,14,0.8557292819023132,300.0,256,256,17,4,0.23529411764705882,0.0,0,-1.0,0.4071905183405363,0.28284313725490196,0.3325820896891557,0,0
q_011,s200_x254474.835_y3365425.528,15,0.8552166819572449,200.0,256,256,16,4,0.25,0.0,0,-1.0,0.4009814638062659,0.28541666666666665,0.33164258552250636,0,0
q_011,s500_x255867.683_y3363787.726,16,0.8547810316085815,500.0,256,256,10,4,0.4,0.0,0,-1.0,0.3957044894352215,0.31166666666666665,0.3452817957740886,0,0
q_011,s700_x255967.683_y3363512.726,17,0.8536251783370972,700.0,256,256,9,4,0.4444444444444444,0.0,0,-1.0,0.38170379344352723,0.3194444444444444,0.3443481840440775,0,0
q_011,s200_x254675.317_y3363895.530,18,0.8531176447868347,200.0,256,256,14,4,0.2857142857142857,0.0,0,-1.0,0.37555610747151413,0.29166666666666663,0.3252224429886056,0,0
q_011,s500_x255325.925_y3363190.564,19,0.8529912233352661,500.0,256,256,13,4,0.3076923076923077,0.0,0,-1.0,0.3740247813474226,0.2955128205128205,0.3269176048466613,0,0
