query_id,rank,raw_rank,candidate_tile_id,global_score,candidate_scale_level_m,candidate_center_x,candidate_center_y,match_count,inlier_count,inlier_ratio,reproj_error_mean,geom_valid,geom_score,global_score_norm,geom_quality,fused_score,promote_flag,is_intersection_truth_hit
q_011,1,1,s300_x254950.317_y3364170.530,0.9046697616577148,300.0,254950.31714087684,3364170.5298480103,22,4,0.18181818181818182,0.0,0,-1.0,1.0,0.2734848484848485,0.5640909090909091,0,1
q_011,2,2,s300_x255992.683_y3363537.726,0.8906936049461365,300.0,255992.68346681632,3363537.725988563,15,4,0.26666666666666666,0.0,0,-1.0,0.8307086841569475,0.28833333333333333,0.505283473662779,0,0
q_011,3,4,s500_x253783.067_y3364678.442,0.8859636187553406,500.0,253783.06710738334,3364678.4419510043,15,4,0.26666666666666666,0.0,0,-1.0,0.7734149944335104,0.28833333333333333,0.48236599777340416,0,0
q_011,4,3,s500_x254825.317_y3364045.530,0.886581540107727,500.0,254825.31714087684,3364045.5298480103,20,4,0.2,0.0,0,-1.0,0.7808997930796477,0.27666666666666667,0.4783599172318591,0,1
q_011,5,5,s300_x254725.317_y3363945.530,0.8779276013374329,300.0,254725.31714087684,3363945.5298480103,10,4,0.4,0.0,0,-1.0,0.6760757908963709,0.31166666666666665,0.45743031635854836,0,1
q_011,6,6,s300_x255464.632_y3363324.598,0.8739224672317505,300.0,255464.63173593904,3363324.597604262,8,4,0.5,0.0,0,-1.0,0.6275621374742433,0.32916666666666666,0.4485248549896973,0,0
q_011,7,7,s200_x254975.317_y3364345.530,0.8733786344528198,200.0,254975.31714087684,3364345.5298480103,16,4,0.25,0.0,0,-1.0,0.6209747638032336,0.28541666666666665,0.41963990552129343,0,1
q_011,8,8,s200_x254825.317_y3364045.530,0.8695768117904663,200.0,254825.31714087684,3364045.5298480103,16,4,0.25,0.0,0,-1.0,0.5749237946853382,0.28541666666666665,0.40121951787413523,0,1
q_011,9,10,s200_x254975.317_y3364195.530,0.8635036945343018,200.0,254975.31714087684,3364195.5298480103,10,4,0.4,0.0,0,-1.0,0.5013609381159418,0.31166666666666665,0.38754437524637675,0,1
q_011,10,9,s300_x255267.051_y3364542.665,0.866002082824707,300.0,255267.05124207112,3364542.665366566,16,4,0.25,0.0,0,-1.0,0.5316235811227414,0.28541666666666665,0.3838994324490966,0,0
q_011,11,11,s500_x255867.683_y3363412.726,0.8631263971328735,500.0,255867.68346681632,3363412.725988563,15,4,0.26666666666666666,0.0,0,-1.0,0.4967907851854847,0.28833333333333333,0.37171631407419387,0,0
