dsm_id,candidate_tile_id,dsm_source_name,crs,tile_min_x,tile_min_y,tile_max_x,tile_max_y,expand_margin_m,request_min_x,request_min_y,request_max_x,request_max_y,raster_path,status,download_request_id
s300_x254752.800_y3365163.601,s300_x254752.800_y3365163.601,srtm,EPSG:32650,254602.80039608278,3365013.6009922293,254902.80039608278,3365313.6009922293,250.000,254352.800396,3364763.600992,255152.800396,3365563.600992,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254752.800_y3365163.601.tif,ready,srtm_s300_x254752.800_y3365163.601
s300_x255253.340_y3364158.631,s300_x255253.340_y3364158.631,srtm,EPSG:32650,255103.3403633765,3364008.6312788753,255403.3403633765,3364308.6312788753,250.000,254853.340363,3363758.631279,255653.340363,3364558.631279,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x255253.340_y3364158.631.tif,ready,srtm_s300_x255253.340_y3364158.631
s300_x256047.413_y3365748.858,s300_x256047.413_y3365748.858,srtm,EPSG:32650,255897.41299202444,3365598.8580652266,256197.41299202444,3365898.8580652266,250.000,255647.412992,3365348.858065,256447.412992,3366148.858065,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x256047.413_y3365748.858.tif,ready,srtm_s300_x256047.413_y3365748.858
s300_x255519.480_y3365985.735,s300_x255519.480_y3365985.735,srtm,EPSG:32650,255369.479752744,3365835.7347813593,255669.479752744,3366135.7347813593,250.000,255119.479753,3365585.734781,255919.479753,3366385.734781,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x255519.480_y3365985.735.tif,ready,srtm_s300_x255519.480_y3365985.735
s200_x254324.835_y3365575.528,s200_x254324.835_y3365575.528,srtm,EPSG:32650,254224.83531152448,3365475.5278006354,254424.83531152448,3365675.5278006354,250.000,253974.835312,3365225.527801,254674.835312,3365925.527801,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254324.835_y3365575.528.tif,ready,srtm_s200_x254324.835_y3365575.528
s200_x254474.835_y3365575.528,s200_x254474.835_y3365575.528,srtm,EPSG:32650,254374.83531152448,3365475.5278006354,254574.83531152448,3365675.5278006354,250.000,254124.835312,3365225.527801,254824.835312,3365925.527801,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254474.835_y3365575.528.tif,ready,srtm_s200_x254474.835_y3365575.528
s500_x255380.764_y3365251.700,s500_x255380.764_y3365251.700,srtm,EPSG:32650,255130.76437190094,3365001.6998673794,255630.76437190094,3365501.6998673794,250.000,254880.764372,3364751.699867,255880.764372,3365751.699867,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x255380.764_y3365251.700.tif,ready,srtm_s500_x255380.764_y3365251.700
s300_x253127.414_y3363597.341,s300_x253127.414_y3363597.341,srtm,EPSG:32650,252977.41371175498,3363447.340820132,253277.41371175498,3363747.340820132,250.000,252727.413712,3363197.340820,253527.413712,3363997.340820,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x253127.414_y3363597.341.tif,ready,srtm_s300_x253127.414_y3363597.341
s300_x254133.067_y3364803.442,s300_x254133.067_y3364803.442,srtm,EPSG:32650,253983.06710738334,3364653.4419510043,254283.06710738334,3364953.4419510043,250.000,253733.067107,3364403.441951,254533.067107,3365203.441951,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254133.067_y3364803.442.tif,ready,srtm_s300_x254133.067_y3364803.442
s300_x256033.727_y3365139.824,s300_x256033.727_y3365139.824,srtm,EPSG:32650,255883.72724136055,3364989.8244257006,256183.72724136055,3365289.8244257006,250.000,255633.727241,3364739.824426,256433.727241,3365539.824426,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x256033.727_y3365139.824.tif,ready,srtm_s300_x256033.727_y3365139.824
s300_x254752.800_y3365613.601,s300_x254752.800_y3365613.601,srtm,EPSG:32650,254602.80039608278,3365463.6009922293,254902.80039608278,3365763.6009922293,250.000,254352.800396,3365213.600992,255152.800396,3366013.600992,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254752.800_y3365613.601.tif,ready,srtm_s300_x254752.800_y3365613.601
s200_x255394.480_y3365710.735,s200_x255394.480_y3365710.735,srtm,EPSG:32650,255294.479752744,3365610.7347813593,255494.479752744,3365810.7347813593,250.000,255044.479753,3365360.734781,255744.479753,3366060.734781,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x255394.480_y3365710.735.tif,ready,srtm_s200_x255394.480_y3365710.735
s200_x255908.727_y3365089.824,s200_x255908.727_y3365089.824,srtm,EPSG:32650,255808.72724136055,3364989.8244257006,256008.72724136055,3365189.8244257006,250.000,255558.727241,3364739.824426,256258.727241,3365439.824426,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x255908.727_y3365089.824.tif,ready,srtm_s200_x255908.727_y3365089.824
s200_x255530.764_y3365551.700,s200_x255530.764_y3365551.700,srtm,EPSG:32650,255430.76437190094,3365451.6998673794,255630.76437190094,3365651.6998673794,250.000,255180.764372,3365201.699867,255880.764372,3365901.699867,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x255530.764_y3365551.700.tif,ready,srtm_s200_x255530.764_y3365551.700
s200_x255530.764_y3365401.700,s200_x255530.764_y3365401.700,srtm,EPSG:32650,255430.76437190094,3365301.6998673794,255630.76437190094,3365501.6998673794,250.000,255180.764372,3365051.699867,255880.764372,3365751.699867,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x255530.764_y3365401.700.tif,ready,srtm_s200_x255530.764_y3365401.700
s300_x255267.051_y3364767.665,s300_x255267.051_y3364767.665,srtm,EPSG:32650,255117.05124207112,3364617.665366566,255417.05124207112,3364917.665366566,250.000,254867.051242,3364367.665367,255667.051242,3365167.665367,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x255267.051_y3364767.665.tif,ready,srtm_s300_x255267.051_y3364767.665
s200_x255217.051_y3364492.665,s200_x255217.051_y3364492.665,srtm,EPSG:32650,255117.05124207112,3364392.665366566,255317.05124207112,3364592.665366566,250.000,254867.051242,3364142.665367,255567.051242,3364842.665367,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x255217.051_y3364492.665.tif,ready,srtm_s200_x255217.051_y3364492.665
s200_x254611.063_y3364816.491,s200_x254611.063_y3364816.491,srtm,EPSG:32650,254511.06292971745,3364716.490741796,254711.06292971745,3364916.490741796,250.000,254261.062930,3364466.490742,254961.062930,3365166.490742,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254611.063_y3364816.491.tif,ready,srtm_s200_x254611.063_y3364816.491
s500_x255353.340_y3364033.631,s500_x255353.340_y3364033.631,srtm,EPSG:32650,255103.3403633765,3363783.6312788753,255603.3403633765,3364283.6312788753,250.000,254853.340363,3363533.631279,255853.340363,3364533.631279,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x255353.340_y3364033.631.tif,ready,srtm_s500_x255353.340_y3364033.631
s300_x255505.764_y3365376.700,s300_x255505.764_y3365376.700,srtm,EPSG:32650,255355.76437190094,3365226.6998673794,255655.76437190094,3365526.6998673794,250.000,255105.764372,3364976.699867,255905.764372,3365776.699867,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x255505.764_y3365376.700.tif,ready,srtm_s300_x255505.764_y3365376.700
s200_x254447.293_y3363907.454,s200_x254447.293_y3363907.454,srtm,EPSG:32650,254347.29280875245,3363807.454095203,254547.29280875245,3364007.454095203,250.000,254097.292809,3363557.454095,254797.292809,3364257.454095,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254447.293_y3363907.454.tif,ready,srtm_s200_x254447.293_y3363907.454
s200_x254716.545_y3365722.637,s200_x254716.545_y3365722.637,srtm,EPSG:32650,254616.5454075462,3365622.637183411,254816.5454075462,3365822.637183411,250.000,254366.545408,3365372.637183,255066.545408,3366072.637183,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254716.545_y3365722.637.tif,ready,srtm_s200_x254716.545_y3365722.637
s700_x255480.764_y3365351.700,s700_x255480.764_y3365351.700,srtm,EPSG:32650,255130.76437190094,3365001.6998673794,255830.76437190094,3365701.6998673794,250.000,254880.764372,3364751.699867,256080.764372,3365951.699867,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s700_x255480.764_y3365351.700.tif,ready,srtm_s700_x255480.764_y3365351.700
s200_x254989.058_y3364804.565,s200_x254989.058_y3364804.565,srtm,EPSG:32650,254889.0576404855,3364704.5652137767,255089.0576404855,3364904.5652137767,250.000,254639.057640,3364454.565214,255339.057640,3365154.565214,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254989.058_y3364804.565.tif,ready,srtm_s200_x254989.058_y3364804.565
s200_x254311.063_y3364666.491,s200_x254311.063_y3364666.491,srtm,EPSG:32650,254211.06292971745,3364566.490741796,254411.06292971745,3364766.490741796,250.000,253961.062930,3364316.490742,254661.062930,3365016.490742,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254311.063_y3364666.491.tif,ready,srtm_s200_x254311.063_y3364666.491
s500_x255227.800_y3365263.601,s500_x255227.800_y3365263.601,srtm,EPSG:32650,254977.80039608278,3365013.6009922293,255477.80039608278,3365513.6009922293,250.000,254727.800396,3364763.600992,255727.800396,3365763.600992,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x255227.800_y3365263.601.tif,ready,srtm_s500_x255227.800_y3365263.601
s200_x254825.317_y3364195.530,s200_x254825.317_y3364195.530,srtm,EPSG:32650,254725.31714087684,3364095.5298480103,254925.31714087684,3364295.5298480103,250.000,254475.317141,3363845.529848,255175.317141,3364545.529848,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254825.317_y3364195.530.tif,ready,srtm_s200_x254825.317_y3364195.530
s300_x255464.632_y3363324.598,s300_x255464.632_y3363324.598,srtm,EPSG:32650,255314.63173593904,3363174.597604262,255614.63173593904,3363474.597604262,250.000,255064.631736,3362924.597604,255864.631736,3363724.597604,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x255464.632_y3363324.598.tif,ready,srtm_s300_x255464.632_y3363324.598
s300_x254197.293_y3363957.454,s300_x254197.293_y3363957.454,srtm,EPSG:32650,254047.29280875245,3363807.454095203,254347.29280875245,3364107.454095203,250.000,253797.292809,3363557.454095,254597.292809,3364357.454095,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254197.293_y3363957.454.tif,ready,srtm_s300_x254197.293_y3363957.454
s500_x254811.579_y3363436.495,s500_x254811.579_y3363436.495,srtm,EPSG:32650,254561.57889737896,3363186.4948948845,255061.57889737896,3363686.4948948845,250.000,254311.578897,3362936.494895,255311.578897,3363936.494895,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x254811.579_y3363436.495.tif,ready,srtm_s500_x254811.579_y3363436.495
s300_x254739.058_y3365004.565,s300_x254739.058_y3365004.565,srtm,EPSG:32650,254589.0576404855,3364854.5652137767,254889.0576404855,3365154.5652137767,250.000,254339.057640,3364604.565214,255139.057640,3365404.565214,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254739.058_y3365004.565.tif,ready,srtm_s300_x254739.058_y3365004.565
s200_x253241.241_y3363931.380,s200_x253241.241_y3363931.380,srtm,EPSG:32650,253141.240806092,3363831.379625299,253341.240806092,3364031.379625299,250.000,252891.240806,3363581.379625,253591.240806,3364281.379625,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x253241.241_y3363931.380.tif,ready,srtm_s200_x253241.241_y3363931.380
s200_x254825.317_y3364345.530,s200_x254825.317_y3364345.530,srtm,EPSG:32650,254725.31714087684,3364245.5298480103,254925.31714087684,3364445.5298480103,250.000,254475.317141,3363995.529848,255175.317141,3364695.529848,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254825.317_y3364345.530.tif,ready,srtm_s200_x254825.317_y3364345.530
s300_x254725.317_y3364395.530,s300_x254725.317_y3364395.530,srtm,EPSG:32650,254575.31714087684,3364245.5298480103,254875.31714087684,3364545.5298480103,250.000,254325.317141,3363995.529848,255125.317141,3364795.529848,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254725.317_y3364395.530.tif,ready,srtm_s300_x254725.317_y3364395.530
s300_x254950.317_y3364395.530,s300_x254950.317_y3364395.530,srtm,EPSG:32650,254800.31714087684,3364245.5298480103,255100.31714087684,3364545.5298480103,250.000,254550.317141,3363995.529848,255350.317141,3364795.529848,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254950.317_y3364395.530.tif,ready,srtm_s300_x254950.317_y3364395.530
s300_x255795.044_y3364530.791,s300_x255795.044_y3364530.791,srtm,EPSG:32650,255645.04373685663,3364380.7911997773,255945.04373685663,3364680.7911997773,250.000,255395.043737,3364130.791200,256195.043737,3364930.791200,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x255795.044_y3364530.791.tif,ready,srtm_s300_x255795.044_y3364530.791
s500_x255186.579_y3363436.495,s500_x255186.579_y3363436.495,srtm,EPSG:32650,254936.57889737896,3363186.4948948845,255436.57889737896,3363686.4948948845,250.000,254686.578897,3362936.494895,255686.578897,3363936.494895,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x255186.579_y3363436.495.tif,ready,srtm_s500_x255186.579_y3363436.495
s200_x253077.414_y3363322.341,s200_x253077.414_y3363322.341,srtm,EPSG:32650,252977.41371175498,3363222.340820132,253177.41371175498,3363422.340820132,250.000,252727.413712,3362972.340820,253427.413712,3363672.340820,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x253077.414_y3363322.341.tif,ready,srtm_s200_x253077.414_y3363322.341
s200_x254661.579_y3363286.495,s200_x254661.579_y3363286.495,srtm,EPSG:32650,254561.57889737896,3363186.4948948845,254761.57889737896,3363386.4948948845,250.000,254311.578897,3362936.494895,255011.578897,3363636.494895,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254661.579_y3363286.495.tif,ready,srtm_s200_x254661.579_y3363286.495
s200_x254811.579_y3363436.495,s200_x254811.579_y3363436.495,srtm,EPSG:32650,254711.57889737896,3363336.4948948845,254911.57889737896,3363536.4948948845,250.000,254461.578897,3363086.494895,255161.578897,3363786.494895,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254811.579_y3363436.495.tif,ready,srtm_s200_x254811.579_y3363436.495
