source_group,query_id,strategy,k,retained_candidate_ids,retained_raw_ranks,retained_rerank_ranks,retained_inlier_counts,retained_match_counts,truth_retained,best_pose_candidate_retained,pnp_ok_available,truth_candidate_ids_in_top20,best_candidate_id
g02_roma,q_001,coarse_raw_top1,1,cw_s300_x254883.721_y3365002.517,1,17,35,5000,0,0,1,cw_s200_x253783.721_y3364952.517,cw_s200_x253783.721_y3364952.517
g02_roma,q_002,coarse_raw_top1,1,cw_s200_x253933.721_y3364802.517,1,4,1600,5000,0,0,1,cw_s200_x253783.721_y3364802.517|cw_s500_x254008.721_y3364877.517|cw_s300_x253983.721_y3364777.517,cw_s500_x254008.721_y3364877.517
g02_roma,q_003,coarse_raw_top1,1,cw_s300_x253983.721_y3364552.517,1,7,1127,5000,1,0,1,cw_s200_x253933.721_y3364652.517|cw_s300_x253983.721_y3364552.517|cw_s500_x254008.721_y3364502.517,cw_s500_x254008.721_y3364502.517
g02_roma,q_004,coarse_raw_top1,1,cw_s300_x254433.721_y3364102.517,1,3,1371,5000,1,0,1,cw_s200_x254383.721_y3364052.517|cw_s300_x254433.721_y3364102.517|cw_s500_x254383.721_y3364127.517,cw_s500_x254383.721_y3364127.517
g02_roma,q_021,coarse_raw_top1,1,cw_s300_x254883.721_y3364102.517,1,9,2022,5000,1,0,1,cw_s200_x254983.721_y3364052.517|cw_s200_x254983.721_y3364202.517|cw_s300_x254883.721_y3364102.517|cw_s300_x255108.721_y3364102.517|cw_s500_x254758.721_y3364127.517,cw_s500_x254758.721_y3364127.517
g02_roma,q_001,coarse_raw_top3,3,cw_s300_x254883.721_y3365002.517|cw_s200_x253783.721_y3364952.517|cw_s200_x254083.721_y3365102.517,1|2|3,17|1|5,35|2655|144,5000|5000|5000,1,1,1,cw_s200_x253783.721_y3364952.517,cw_s200_x253783.721_y3364952.517
g02_roma,q_002,coarse_raw_top3,3,cw_s200_x253933.721_y3364802.517|cw_s500_x254008.721_y3364502.517|cw_s300_x253983.721_y3365002.517,1|2|3,4|5|3,1600|1283|1622,5000|5000|5000,0,0,1,cw_s200_x253783.721_y3364802.517|cw_s500_x254008.721_y3364877.517|cw_s300_x253983.721_y3364777.517,cw_s500_x254008.721_y3364877.517
g02_roma,q_003,coarse_raw_top3,3,cw_s300_x253983.721_y3364552.517|cw_s200_x254833.721_y3365102.517|cw_s500_x254008.721_y3364502.517,1|2|3,7|17|8,1127|89|894,5000|5000|5000,1,1,1,cw_s200_x253933.721_y3364652.517|cw_s300_x253983.721_y3364552.517|cw_s500_x254008.721_y3364502.517,cw_s500_x254008.721_y3364502.517
g02_roma,q_004,coarse_raw_top3,3,cw_s300_x254433.721_y3364102.517|cw_s500_x254383.721_y3364127.517|cw_s300_x254658.721_y3364327.517,1|2|3,3|6|4,1371|883|1066,5000|5000|5000,1,1,1,cw_s200_x254383.721_y3364052.517|cw_s300_x254433.721_y3364102.517|cw_s500_x254383.721_y3364127.517,cw_s500_x254383.721_y3364127.517
g02_roma,q_021,coarse_raw_top3,3,cw_s300_x254883.721_y3364102.517|cw_s300_x254883.721_y3364327.517|cw_s300_x255108.721_y3364327.517,1|2|3,9|3|13,2022|2488|1548,5000|5000|5000,1,0,1,cw_s200_x254983.721_y3364052.517|cw_s200_x254983.721_y3364202.517|cw_s300_x254883.721_y3364102.517|cw_s300_x255108.721_y3364102.517|cw_s500_x254758.721_y3364127.517,cw_s500_x254758.721_y3364127.517
g02_roma,q_001,coarse_raw_top5,5,cw_s300_x254883.721_y3365002.517|cw_s200_x253783.721_y3364952.517|cw_s200_x254083.721_y3365102.517|cw_s300_x255108.721_y3364327.517|cw_s300_x254658.721_y3364102.517,1|2|3|4|5,17|1|5|9|19,35|2655|144|81|20,5000|5000|5000|5000|5000,1,1,1,cw_s200_x253783.721_y3364952.517,cw_s200_x253783.721_y3364952.517
g02_roma,q_002,coarse_raw_top5,5,cw_s200_x253933.721_y3364802.517|cw_s500_x254008.721_y3364502.517|cw_s300_x253983.721_y3365002.517|cw_s200_x254233.721_y3364052.517|cw_s300_x254658.721_y3365227.517,1|2|3|4|5,4|5|3|11|16,1600|1283|1622|129|63,5000|5000|5000|5000|5000,0,0,1,cw_s200_x253783.721_y3364802.517|cw_s500_x254008.721_y3364877.517|cw_s300_x253983.721_y3364777.517,cw_s500_x254008.721_y3364877.517
g02_roma,q_003,coarse_raw_top5,5,cw_s300_x253983.721_y3364552.517|cw_s200_x254833.721_y3365102.517|cw_s500_x254008.721_y3364502.517|cw_s200_x254833.721_y3365252.517|cw_s300_x254883.721_y3365227.517,1|2|3|4|5,7|17|8|12|15,1127|89|894|182|149,5000|5000|5000|5000|5000,1,1,1,cw_s200_x253933.721_y3364652.517|cw_s300_x253983.721_y3364552.517|cw_s500_x254008.721_y3364502.517,cw_s500_x254008.721_y3364502.517
g02_roma,q_004,coarse_raw_top5,5,cw_s300_x254433.721_y3364102.517|cw_s500_x254383.721_y3364127.517|cw_s300_x254658.721_y3364327.517|cw_s300_x254658.721_y3364777.517|cw_s500_x254008.721_y3364877.517,1|2|3|4|5,3|6|4|8|17,1371|883|1066|70|22,5000|5000|5000|5000|5000,1,1,1,cw_s200_x254383.721_y3364052.517|cw_s300_x254433.721_y3364102.517|cw_s500_x254383.721_y3364127.517,cw_s500_x254383.721_y3364127.517
g02_roma,q_021,coarse_raw_top5,5,cw_s300_x254883.721_y3364102.517|cw_s300_x254883.721_y3364327.517|cw_s300_x255108.721_y3364327.517|cw_s200_x254983.721_y3364352.517|cw_s500_x254758.721_y3364127.517,1|2|3|4|5,9|3|13|4|15,2022|2488|1548|2464|1242,5000|5000|5000|5000|5000,1,1,1,cw_s200_x254983.721_y3364052.517|cw_s200_x254983.721_y3364202.517|cw_s300_x254883.721_y3364102.517|cw_s300_x255108.721_y3364102.517|cw_s500_x254758.721_y3364127.517,cw_s500_x254758.721_y3364127.517
g02_roma,q_001,coarse_raw_top10,10,cw_s300_x254883.721_y3365002.517|cw_s200_x253783.721_y3364952.517|cw_s200_x254083.721_y3365102.517|cw_s300_x255108.721_y3364327.517|cw_s300_x254658.721_y3364102.517|cw_s200_x254683.721_y3364052.517|cw_s200_x255133.721_y3364202.517|cw_s200_x254233.721_y3364052.517|cw_s200_x254983.721_y3364352.517|cw_s300_x255108.721_y3364102.517,1|2|3|4|5|6|7|8|9|10,17|1|5|9|19|3|8|7|11|14,35|2655|144|81|20|154|91|92|76|50,5000|5000|5000|5000|5000|5000|5000|5000|5000|5000,1,1,1,cw_s200_x253783.721_y3364952.517,cw_s200_x253783.721_y3364952.517
g02_roma,q_002,coarse_raw_top10,10,cw_s200_x253933.721_y3364802.517|cw_s500_x254008.721_y3364502.517|cw_s300_x253983.721_y3365002.517|cw_s200_x254233.721_y3364052.517|cw_s300_x254658.721_y3365227.517|cw_s200_x253933.721_y3364352.517|cw_s500_x254008.721_y3364877.517|cw_s300_x254208.721_y3365002.517|cw_s500_x254758.721_y3364877.517|cw_s300_x255108.721_y3365227.517,1|2|3|4|5|6|7|8|9|10,4|5|3|11|16|9|6|18|19|17,1600|1283|1622|129|63|294|1174|35|32|36,5000|5000|5000|5000|5000|5000|5000|5000|5000|5000,1,1,1,cw_s200_x253783.721_y3364802.517|cw_s500_x254008.721_y3364877.517|cw_s300_x253983.721_y3364777.517,cw_s500_x254008.721_y3364877.517
g02_roma,q_003,coarse_raw_top10,10,cw_s300_x253983.721_y3364552.517|cw_s200_x254833.721_y3365102.517|cw_s500_x254008.721_y3364502.517|cw_s200_x254833.721_y3365252.517|cw_s300_x254883.721_y3365227.517|cw_s200_x253933.721_y3364502.517|cw_s300_x254208.721_y3365002.517|cw_s200_x254083.721_y3364652.517|cw_s200_x254683.721_y3365252.517|cw_s300_x254208.721_y3365227.517,1|2|3|4|5|6|7|8|9|10,7|17|8|12|15|3|14|9|11|19,1127|89|894|182|149|1602|171|765|192|26,5000|5000|5000|5000|5000|5000|5000|5000|5000|5000,1,1,1,cw_s200_x253933.721_y3364652.517|cw_s300_x253983.721_y3364552.517|cw_s500_x254008.721_y3364502.517,cw_s500_x254008.721_y3364502.517
g02_roma,q_004,coarse_raw_top10,10,cw_s300_x254433.721_y3364102.517|cw_s500_x254383.721_y3364127.517|cw_s300_x254658.721_y3364327.517|cw_s300_x254658.721_y3364777.517|cw_s500_x254008.721_y3364877.517|cw_s300_x254208.721_y3364777.517|cw_s200_x254683.721_y3364352.517|cw_s500_x254758.721_y3364877.517|cw_s300_x254433.721_y3364327.517|cw_s200_x254533.721_y3364052.517,1|2|3|4|5|6|7|8|9|10,3|6|4|8|17|13|7|16|5|2,1371|883|1066|70|22|53|248|38|893|1437,5000|5000|5000|5000|5000|5000|5000|5000|5000|5000,1,1,1,cw_s200_x254383.721_y3364052.517|cw_s300_x254433.721_y3364102.517|cw_s500_x254383.721_y3364127.517,cw_s500_x254383.721_y3364127.517
g02_roma,q_021,coarse_raw_top10,10,cw_s300_x254883.721_y3364102.517|cw_s300_x254883.721_y3364327.517|cw_s300_x255108.721_y3364327.517|cw_s200_x254983.721_y3364352.517|cw_s500_x254758.721_y3364127.517|cw_s200_x254983.721_y3364202.517|cw_s300_x255108.721_y3364102.517|cw_s200_x254833.721_y3364052.517|cw_s300_x254658.721_y3364102.517|cw_s300_x254883.721_y3365002.517,1|2|3|4|5|6|7|8|9|10,9|3|13|4|15|2|11|5|14|18,2022|2488|1548|2464|1242|3353|1626|2424|1436|29,5000|5000|5000|5000|5000|5000|5000|5000|5000|5000,1,1,1,cw_s200_x254983.721_y3364052.517|cw_s200_x254983.721_y3364202.517|cw_s300_x254883.721_y3364102.517|cw_s300_x255108.721_y3364102.517|cw_s500_x254758.721_y3364127.517,cw_s500_x254758.721_y3364127.517
g02_roma,q_001,coarse_raw_top20,20,cw_s300_x254883.721_y3365002.517|cw_s200_x253783.721_y3364952.517|cw_s200_x254083.721_y3365102.517|cw_s300_x255108.721_y3364327.517|cw_s300_x254658.721_y3364102.517|cw_s200_x254683.721_y3364052.517|cw_s200_x255133.721_y3364202.517|cw_s200_x254233.721_y3364052.517|cw_s200_x254983.721_y3364352.517|cw_s300_x255108.721_y3364102.517|cw_s200_x254833.721_y3364052.517|cw_s200_x254983.721_y3365252.517|cw_s300_x254208.721_y3364102.517|cw_s200_x254083.721_y3364052.517|cw_s300_x255108.721_y3365002.517|cw_s300_x254883.721_y3364102.517|cw_s200_x255133.721_y3364052.517|cw_s300_x254883.721_y3364327.517|cw_s200_x254833.721_y3364202.517|cw_s200_x254233.721_y3364652.517,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20,17|1|5|9|19|3|8|7|11|14|10|6|13|2|16|18|4|15|20|12,35|2655|144|81|20|154|91|92|76|50|80|130|62|239|39|23|153|42|7|70,5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000,1,1,1,cw_s200_x253783.721_y3364952.517,cw_s200_x253783.721_y3364952.517
g02_roma,q_002,coarse_raw_top20,20,cw_s200_x253933.721_y3364802.517|cw_s500_x254008.721_y3364502.517|cw_s300_x253983.721_y3365002.517|cw_s200_x254233.721_y3364052.517|cw_s300_x254658.721_y3365227.517|cw_s200_x253933.721_y3364352.517|cw_s500_x254008.721_y3364877.517|cw_s300_x254208.721_y3365002.517|cw_s500_x254758.721_y3364877.517|cw_s300_x255108.721_y3365227.517|cw_s300_x253983.721_y3364777.517|cw_s200_x254233.721_y3364952.517|cw_s300_x253983.721_y3364552.517|cw_s300_x254658.721_y3365002.517|cw_s200_x253783.721_y3364802.517|cw_s200_x254683.721_y3364952.517|cw_s200_x253933.721_y3364952.517|cw_s200_x254683.721_y3364202.517|cw_s300_x254208.721_y3365227.517|cw_s300_x254208.721_y3364102.517,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20,4|5|3|11|16|9|6|18|19|17|7|14|8|13|1|15|2|10|12|20,1600|1283|1622|129|63|294|1174|35|32|36|1051|77|903|78|2142|77|1783|136|93|17,5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000,1,1,1,cw_s200_x253783.721_y3364802.517|cw_s500_x254008.721_y3364877.517|cw_s300_x253983.721_y3364777.517,cw_s500_x254008.721_y3364877.517
g02_roma,q_003,coarse_raw_top20,20,cw_s300_x253983.721_y3364552.517|cw_s200_x254833.721_y3365102.517|cw_s500_x254008.721_y3364502.517|cw_s200_x254833.721_y3365252.517|cw_s300_x254883.721_y3365227.517|cw_s200_x253933.721_y3364502.517|cw_s300_x254208.721_y3365002.517|cw_s200_x254083.721_y3364652.517|cw_s200_x254683.721_y3365252.517|cw_s300_x254208.721_y3365227.517|cw_s200_x254233.721_y3364952.517|cw_s300_x253983.721_y3364327.517|cw_s200_x253933.721_y3364802.517|cw_s200_x253933.721_y3364352.517|cw_s200_x254233.721_y3365252.517|cw_s300_x254658.721_y3365227.517|cw_s500_x254758.721_y3364877.517|cw_s200_x253933.721_y3364652.517|cw_s200_x253933.721_y3364952.517|cw_s200_x254233.721_y3365102.517,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20,7|17|8|12|15|3|14|9|11|19|10|2|6|1|16|18|20|5|4|13,1127|89|894|182|149|1602|171|765|192|26|205|1621|1163|1798|121|64|15|1209|1595|172,5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000,1,1,1,cw_s200_x253933.721_y3364652.517|cw_s300_x253983.721_y3364552.517|cw_s500_x254008.721_y3364502.517,cw_s500_x254008.721_y3364502.517
g02_roma,q_004,coarse_raw_top20,20,cw_s300_x254433.721_y3364102.517|cw_s500_x254383.721_y3364127.517|cw_s300_x254658.721_y3364327.517|cw_s300_x254658.721_y3364777.517|cw_s500_x254008.721_y3364877.517|cw_s300_x254208.721_y3364777.517|cw_s200_x254683.721_y3364352.517|cw_s500_x254758.721_y3364877.517|cw_s300_x254433.721_y3364327.517|cw_s200_x254533.721_y3364052.517|cw_s300_x253983.721_y3364777.517|cw_s700_x254783.721_y3364902.517|cw_s300_x254433.721_y3365227.517|cw_s300_x254658.721_y3364552.517|cw_s500_x254383.721_y3364877.517|cw_s200_x254383.721_y3364052.517|cw_s200_x254383.721_y3365252.517|cw_s500_x254383.721_y3364502.517|cw_s500_x254758.721_y3364502.517|cw_s300_x254883.721_y3364777.517,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20,3|6|4|8|17|13|7|16|5|2|14|18|10|15|19|1|11|20|9|12,1371|883|1066|70|22|53|248|38|893|1437|50|17|61|45|16|2652|58|14|69|56,5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000,1,1,1,cw_s200_x254383.721_y3364052.517|cw_s300_x254433.721_y3364102.517|cw_s500_x254383.721_y3364127.517,cw_s500_x254383.721_y3364127.517
g02_roma,q_021,coarse_raw_top20,20,cw_s300_x254883.721_y3364102.517|cw_s300_x254883.721_y3364327.517|cw_s300_x255108.721_y3364327.517|cw_s200_x254983.721_y3364352.517|cw_s500_x254758.721_y3364127.517|cw_s200_x254983.721_y3364202.517|cw_s300_x255108.721_y3364102.517|cw_s200_x254833.721_y3364052.517|cw_s300_x254658.721_y3364102.517|cw_s300_x254883.721_y3365002.517|cw_s200_x254833.721_y3364202.517|cw_s200_x254683.721_y3364052.517|cw_s200_x254833.721_y3364352.517|cw_s200_x254983.721_y3364052.517|cw_s200_x254833.721_y3363902.517|cw_s200_x254233.721_y3364652.517|cw_s500_x254008.721_y3364127.517|cw_s300_x255108.721_y3365002.517|cw_s200_x254683.721_y3364202.517|cw_s500_x254008.721_y3364502.517,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20,9|3|13|4|15|2|11|5|14|18|12|6|7|1|8|16|20|19|10|17,2022|2488|1548|2464|1242|3353|1626|2424|1436|29|1613|2215|2107|3611|2073|157|13|29|1708|53,5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000|5000,1,1,1,cw_s200_x254983.721_y3364052.517|cw_s200_x254983.721_y3364202.517|cw_s300_x254883.721_y3364102.517|cw_s300_x255108.721_y3364102.517|cw_s500_x254758.721_y3364127.517,cw_s500_x254758.721_y3364127.517
g02_roma,q_001,rerank_fused_top1,1,cw_s200_x253783.721_y3364952.517,2,1,2655,5000,1,1,1,cw_s200_x253783.721_y3364952.517,cw_s200_x253783.721_y3364952.517
g02_roma,q_002,rerank_fused_top1,1,cw_s200_x253783.721_y3364802.517,15,1,2142,5000,1,0,1,cw_s200_x253783.721_y3364802.517|cw_s500_x254008.721_y3364877.517|cw_s300_x253983.721_y3364777.517,cw_s500_x254008.721_y3364877.517
g02_roma,q_003,rerank_fused_top1,1,cw_s200_x253933.721_y3364352.517,14,1,1798,5000,0,0,1,cw_s200_x253933.721_y3364652.517|cw_s300_x253983.721_y3364552.517|cw_s500_x254008.721_y3364502.517,cw_s500_x254008.721_y3364502.517
g02_roma,q_004,rerank_fused_top1,1,cw_s200_x254383.721_y3364052.517,16,1,2652,5000,1,0,1,cw_s200_x254383.721_y3364052.517|cw_s300_x254433.721_y3364102.517|cw_s500_x254383.721_y3364127.517,cw_s500_x254383.721_y3364127.517
g02_roma,q_021,rerank_fused_top1,1,cw_s200_x254983.721_y3364052.517,14,1,3611,5000,1,0,1,cw_s200_x254983.721_y3364052.517|cw_s200_x254983.721_y3364202.517|cw_s300_x254883.721_y3364102.517|cw_s300_x255108.721_y3364102.517|cw_s500_x254758.721_y3364127.517,cw_s500_x254758.721_y3364127.517
g02_roma,q_001,rerank_fused_top3,3,cw_s200_x253783.721_y3364952.517|cw_s200_x254083.721_y3364052.517|cw_s200_x254683.721_y3364052.517,2|14|6,1|2|3,2655|239|154,5000|5000|5000,1,1,1,cw_s200_x253783.721_y3364952.517,cw_s200_x253783.721_y3364952.517
g02_roma,q_002,rerank_fused_top3,3,cw_s200_x253783.721_y3364802.517|cw_s200_x253933.721_y3364952.517|cw_s300_x253983.721_y3365002.517,15|17|3,1|2|3,2142|1783|1622,5000|5000|5000,1,0,1,cw_s200_x253783.721_y3364802.517|cw_s500_x254008.721_y3364877.517|cw_s300_x253983.721_y3364777.517,cw_s500_x254008.721_y3364877.517
g02_roma,q_003,rerank_fused_top3,3,cw_s200_x253933.721_y3364352.517|cw_s300_x253983.721_y3364327.517|cw_s200_x253933.721_y3364502.517,14|12|6,1|2|3,1798|1621|1602,5000|5000|5000,0,0,1,cw_s200_x253933.721_y3364652.517|cw_s300_x253983.721_y3364552.517|cw_s500_x254008.721_y3364502.517,cw_s500_x254008.721_y3364502.517
g02_roma,q_004,rerank_fused_top3,3,cw_s200_x254383.721_y3364052.517|cw_s200_x254533.721_y3364052.517|cw_s300_x254433.721_y3364102.517,16|10|1,1|2|3,2652|1437|1371,5000|5000|5000,1,0,1,cw_s200_x254383.721_y3364052.517|cw_s300_x254433.721_y3364102.517|cw_s500_x254383.721_y3364127.517,cw_s500_x254383.721_y3364127.517
g02_roma,q_021,rerank_fused_top3,3,cw_s200_x254983.721_y3364052.517|cw_s200_x254983.721_y3364202.517|cw_s300_x254883.721_y3364327.517,14|6|2,1|2|3,3611|3353|2488,5000|5000|5000,1,0,1,cw_s200_x254983.721_y3364052.517|cw_s200_x254983.721_y3364202.517|cw_s300_x254883.721_y3364102.517|cw_s300_x255108.721_y3364102.517|cw_s500_x254758.721_y3364127.517,cw_s500_x254758.721_y3364127.517
g02_roma,q_001,rerank_fused_top5,5,cw_s200_x253783.721_y3364952.517|cw_s200_x254083.721_y3364052.517|cw_s200_x254683.721_y3364052.517|cw_s200_x255133.721_y3364052.517|cw_s200_x254083.721_y3365102.517,2|14|6|17|3,1|2|3|4|5,2655|239|154|153|144,5000|5000|5000|5000|5000,1,1,1,cw_s200_x253783.721_y3364952.517,cw_s200_x253783.721_y3364952.517
g02_roma,q_002,rerank_fused_top5,5,cw_s200_x253783.721_y3364802.517|cw_s200_x253933.721_y3364952.517|cw_s300_x253983.721_y3365002.517|cw_s200_x253933.721_y3364802.517|cw_s500_x254008.721_y3364502.517,15|17|3|1|2,1|2|3|4|5,2142|1783|1622|1600|1283,5000|5000|5000|5000|5000,1,0,1,cw_s200_x253783.721_y3364802.517|cw_s500_x254008.721_y3364877.517|cw_s300_x253983.721_y3364777.517,cw_s500_x254008.721_y3364877.517
g02_roma,q_003,rerank_fused_top5,5,cw_s200_x253933.721_y3364352.517|cw_s300_x253983.721_y3364327.517|cw_s200_x253933.721_y3364502.517|cw_s200_x253933.721_y3364952.517|cw_s200_x253933.721_y3364652.517,14|12|6|19|18,1|2|3|4|5,1798|1621|1602|1595|1209,5000|5000|5000|5000|5000,1,0,1,cw_s200_x253933.721_y3364652.517|cw_s300_x253983.721_y3364552.517|cw_s500_x254008.721_y3364502.517,cw_s500_x254008.721_y3364502.517
g02_roma,q_004,rerank_fused_top5,5,cw_s200_x254383.721_y3364052.517|cw_s200_x254533.721_y3364052.517|cw_s300_x254433.721_y3364102.517|cw_s300_x254658.721_y3364327.517|cw_s300_x254433.721_y3364327.517,16|10|1|3|9,1|2|3|4|5,2652|1437|1371|1066|893,5000|5000|5000|5000|5000,1,0,1,cw_s200_x254383.721_y3364052.517|cw_s300_x254433.721_y3364102.517|cw_s500_x254383.721_y3364127.517,cw_s500_x254383.721_y3364127.517
g02_roma,q_021,rerank_fused_top5,5,cw_s200_x254983.721_y3364052.517|cw_s200_x254983.721_y3364202.517|cw_s300_x254883.721_y3364327.517|cw_s200_x254983.721_y3364352.517|cw_s200_x254833.721_y3364052.517,14|6|2|4|8,1|2|3|4|5,3611|3353|2488|2464|2424,5000|5000|5000|5000|5000,1,0,1,cw_s200_x254983.721_y3364052.517|cw_s200_x254983.721_y3364202.517|cw_s300_x254883.721_y3364102.517|cw_s300_x255108.721_y3364102.517|cw_s500_x254758.721_y3364127.517,cw_s500_x254758.721_y3364127.517
g02_roma,q_001,inlier_count_top1,1,cw_s200_x253783.721_y3364952.517,2,1,2655,5000,1,1,1,cw_s200_x253783.721_y3364952.517,cw_s200_x253783.721_y3364952.517
g02_roma,q_002,inlier_count_top1,1,cw_s200_x253783.721_y3364802.517,15,1,2142,5000,1,0,1,cw_s200_x253783.721_y3364802.517|cw_s500_x254008.721_y3364877.517|cw_s300_x253983.721_y3364777.517,cw_s500_x254008.721_y3364877.517
g02_roma,q_003,inlier_count_top1,1,cw_s200_x253933.721_y3364352.517,14,1,1798,5000,0,0,1,cw_s200_x253933.721_y3364652.517|cw_s300_x253983.721_y3364552.517|cw_s500_x254008.721_y3364502.517,cw_s500_x254008.721_y3364502.517
g02_roma,q_004,inlier_count_top1,1,cw_s200_x254383.721_y3364052.517,16,1,2652,5000,1,0,1,cw_s200_x254383.721_y3364052.517|cw_s300_x254433.721_y3364102.517|cw_s500_x254383.721_y3364127.517,cw_s500_x254383.721_y3364127.517
g02_roma,q_021,inlier_count_top1,1,cw_s200_x254983.721_y3364052.517,14,1,3611,5000,1,0,1,cw_s200_x254983.721_y3364052.517|cw_s200_x254983.721_y3364202.517|cw_s300_x254883.721_y3364102.517|cw_s300_x255108.721_y3364102.517|cw_s500_x254758.721_y3364127.517,cw_s500_x254758.721_y3364127.517
g02_roma,q_001,inlier_count_top3,3,cw_s200_x253783.721_y3364952.517|cw_s200_x254083.721_y3364052.517|cw_s200_x254683.721_y3364052.517,2|14|6,1|2|3,2655|239|154,5000|5000|5000,1,1,1,cw_s200_x253783.721_y3364952.517,cw_s200_x253783.721_y3364952.517
g02_roma,q_002,inlier_count_top3,3,cw_s200_x253783.721_y3364802.517|cw_s200_x253933.721_y3364952.517|cw_s300_x253983.721_y3365002.517,15|17|3,1|2|3,2142|1783|1622,5000|5000|5000,1,0,1,cw_s200_x253783.721_y3364802.517|cw_s500_x254008.721_y3364877.517|cw_s300_x253983.721_y3364777.517,cw_s500_x254008.721_y3364877.517
g02_roma,q_003,inlier_count_top3,3,cw_s200_x253933.721_y3364352.517|cw_s300_x253983.721_y3364327.517|cw_s200_x253933.721_y3364502.517,14|12|6,1|2|3,1798|1621|1602,5000|5000|5000,0,0,1,cw_s200_x253933.721_y3364652.517|cw_s300_x253983.721_y3364552.517|cw_s500_x254008.721_y3364502.517,cw_s500_x254008.721_y3364502.517
g02_roma,q_004,inlier_count_top3,3,cw_s200_x254383.721_y3364052.517|cw_s200_x254533.721_y3364052.517|cw_s300_x254433.721_y3364102.517,16|10|1,1|2|3,2652|1437|1371,5000|5000|5000,1,0,1,cw_s200_x254383.721_y3364052.517|cw_s300_x254433.721_y3364102.517|cw_s500_x254383.721_y3364127.517,cw_s500_x254383.721_y3364127.517
g02_roma,q_021,inlier_count_top3,3,cw_s200_x254983.721_y3364052.517|cw_s200_x254983.721_y3364202.517|cw_s300_x254883.721_y3364327.517,14|6|2,1|2|3,3611|3353|2488,5000|5000|5000,1,0,1,cw_s200_x254983.721_y3364052.517|cw_s200_x254983.721_y3364202.517|cw_s300_x254883.721_y3364102.517|cw_s300_x255108.721_y3364102.517|cw_s500_x254758.721_y3364127.517,cw_s500_x254758.721_y3364127.517
g02_roma,q_001,inlier_count_top5,5,cw_s200_x253783.721_y3364952.517|cw_s200_x254083.721_y3364052.517|cw_s200_x254683.721_y3364052.517|cw_s200_x255133.721_y3364052.517|cw_s200_x254083.721_y3365102.517,2|14|6|17|3,1|2|3|4|5,2655|239|154|153|144,5000|5000|5000|5000|5000,1,1,1,cw_s200_x253783.721_y3364952.517,cw_s200_x253783.721_y3364952.517
g02_roma,q_002,inlier_count_top5,5,cw_s200_x253783.721_y3364802.517|cw_s200_x253933.721_y3364952.517|cw_s300_x253983.721_y3365002.517|cw_s200_x253933.721_y3364802.517|cw_s500_x254008.721_y3364502.517,15|17|3|1|2,1|2|3|4|5,2142|1783|1622|1600|1283,5000|5000|5000|5000|5000,1,0,1,cw_s200_x253783.721_y3364802.517|cw_s500_x254008.721_y3364877.517|cw_s300_x253983.721_y3364777.517,cw_s500_x254008.721_y3364877.517
g02_roma,q_003,inlier_count_top5,5,cw_s200_x253933.721_y3364352.517|cw_s300_x253983.721_y3364327.517|cw_s200_x253933.721_y3364502.517|cw_s200_x253933.721_y3364952.517|cw_s200_x253933.721_y3364652.517,14|12|6|19|18,1|2|3|4|5,1798|1621|1602|1595|1209,5000|5000|5000|5000|5000,1,0,1,cw_s200_x253933.721_y3364652.517|cw_s300_x253983.721_y3364552.517|cw_s500_x254008.721_y3364502.517,cw_s500_x254008.721_y3364502.517
g02_roma,q_004,inlier_count_top5,5,cw_s200_x254383.721_y3364052.517|cw_s200_x254533.721_y3364052.517|cw_s300_x254433.721_y3364102.517|cw_s300_x254658.721_y3364327.517|cw_s300_x254433.721_y3364327.517,16|10|1|3|9,1|2|3|4|5,2652|1437|1371|1066|893,5000|5000|5000|5000|5000,1,0,1,cw_s200_x254383.721_y3364052.517|cw_s300_x254433.721_y3364102.517|cw_s500_x254383.721_y3364127.517,cw_s500_x254383.721_y3364127.517
g02_roma,q_021,inlier_count_top5,5,cw_s200_x254983.721_y3364052.517|cw_s200_x254983.721_y3364202.517|cw_s300_x254883.721_y3364327.517|cw_s200_x254983.721_y3364352.517|cw_s200_x254833.721_y3364052.517,14|6|2|4|8,1|2|3|4|5,3611|3353|2488|2464|2424,5000|5000|5000|5000|5000,1,0,1,cw_s200_x254983.721_y3364052.517|cw_s200_x254983.721_y3364202.517|cw_s300_x254883.721_y3364102.517|cw_s300_x255108.721_y3364102.517|cw_s500_x254758.721_y3364127.517,cw_s500_x254758.721_y3364127.517
