source_group,query_id,candidate_id,raw_rank,rerank_rank,match_count,inlier_count,inlier_ratio,geom_valid,is_truth_hit,truth_hit_source,pnp_status,is_best_pose_candidate,best_candidate_id,global_score,fused_score,candidate_scale_level_m,matcher_score,method
g03_siftgpu,q_004,cw_s300_x254433.721_y3365227.517,13,16,34,4,0.11764705882352941,0,0,,pnp_failed,0,cw_s500_x254383.721_y3364127.517,0.8606455326080322,0.08106084082909105,300.0,0.11764705882352941,SIFTGPU
g03_siftgpu,q_004,cw_s500_x254383.721_y3364877.517,15,17,35,4,0.11428571428571428,0,0,,pnp_failed,0,cw_s500_x254383.721_y3364127.517,0.8593705892562866,0.07307367683093018,500.0,0.11428571428571428,SIFTGPU
g03_siftgpu,q_004,cw_s200_x254383.721_y3365252.517,17,18,28,4,0.14285714285714285,0,0,,pnp_failed,0,cw_s500_x254383.721_y3364127.517,0.8587121367454529,0.07527476735465563,200.0,0.14285714285714285,SIFTGPU
g03_siftgpu,q_004,cw_s500_x254383.721_y3364502.517,18,19,24,4,0.16666666666666666,0,0,,pnp_failed,0,cw_s500_x254383.721_y3364127.517,0.8565784096717834,0.06805244550014675,500.0,0.16666666666666666,SIFTGPU
g03_siftgpu,q_004,cw_s500_x254758.721_y3364502.517,19,20,28,4,0.14285714285714285,0,0,,pnp_failed,0,cw_s500_x254383.721_y3364127.517,0.8564665913581848,0.062443999044708744,500.0,0.14285714285714285,SIFTGPU
g03_siftgpu,q_021,cw_s300_x254883.721_y3364102.517,1,1,1515,852,0.5623762376237624,1,1,rerank_field,ok,0,cw_s500_x254758.721_y3364127.517,0.9169302582740784,0.9610623430766625,300.0,0.5623762376237624,SIFTGPU
g03_siftgpu,q_021,cw_s200_x254983.721_y3364052.517,14,2,972,777,0.7993827160493827,1,1,rerank_field,ok,0,cw_s500_x254758.721_y3364127.517,0.8322062492370605,0.6874602155891572,200.0,0.7993827160493827,SIFTGPU
g03_siftgpu,q_021,cw_s300_x255108.721_y3364102.517,7,3,1681,741,0.4408090422367638,1,1,rerank_field,ok,0,cw_s500_x254758.721_y3364127.517,0.8782999515533447,0.700570355247968,300.0,0.4408090422367638,SIFTGPU
g03_siftgpu,q_021,cw_s500_x254758.721_y3364127.517,5,4,1721,640,0.37187681580476467,1,1,rerank_field,ok,1,cw_s500_x254758.721_y3364127.517,0.8839950561523438,0.7150678513580391,500.0,0.37187681580476467,SIFTGPU
g03_siftgpu,q_021,cw_s200_x254983.721_y3364202.517,6,5,741,548,0.7395411605937922,1,1,rerank_field,ok,0,cw_s500_x254758.721_y3364127.517,0.881038248538971,0.7618667765528216,200.0,0.7395411605937922,SIFTGPU
