flight_id,flight_tag,query_id,rank,candidate_tile_id,is_intersection_truth_hit,match_count,inlier_count,inlier_ratio,fused_score,global_score,candidate_scale_level_m,query_path,tile_path,out_path
DJI_202510311347_009_新建面状航线1,009,q_008,7,s700_x254411.063_y3364766.491,1,11,4,0.363636,0.516210477699998,0.756072998046875,700.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031140819_0350_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254411.063_y3364766.491.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311347_009_新建面状航线1/q_008/rank07_s700_x254411.063_y3364766.491.png
DJI_202510311347_009_新建面状航线1,009,q_008,8,s300_x254436.063_y3364791.491,1,15,4,0.266667,0.5023252829219139,0.755523145198822,300.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031140819_0350_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s300_x254436.063_y3364791.491.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311347_009_新建面状航线1/q_008/rank08_s300_x254436.063_y3364791.491.png
DJI_202510311347_009_新建面状航线1,009,q_008,9,s500_x254672.293_y3364057.454,0,7,4,0.571429,0.49083780615583483,0.7490664124488831,500.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031140819_0350_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x254672.293_y3364057.454.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311347_009_新建面状航线1/q_008/rank09_s500_x254672.293_y3364057.454.png
DJI_202510311347_009_新建面状航线1,009,q_008,10,s200_x254839.058_y3364504.565,0,15,4,0.266667,0.48958847758102264,0.7536320686340332,200.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031140819_0350_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s200_x254839.058_y3364504.565.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311347_009_新建面状航线1/q_008/rank10_s200_x254839.058_y3364504.565.png
DJI_202510311347_009_新建面状航线1,009,q_009,1,s200_x254297.293_y3364057.454,0,15,4,0.266667,0.593,0.7501711249351501,200.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031141120_0411_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s200_x254297.293_y3364057.454.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311347_009_新建面状航线1/q_009/rank01_s200_x254297.293_y3364057.454.png
DJI_202510311347_009_新建面状航线1,009,q_009,2,s700_x254397.293_y3364157.454,1,10,4,0.400000,0.5230542181641211,0.7330272197723389,700.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031141120_0411_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254397.293_y3364157.454.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311347_009_新建面状航线1/q_009/rank02_s700_x254397.293_y3364157.454.png
DJI_202510311347_009_新建面状航线1,009,q_009,3,s300_x254422.293_y3363957.454,0,12,4,0.333333,0.51930141251203,0.7336903810501099,300.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031141120_0411_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s300_x254422.293_y3363957.454.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311347_009_新建面状航线1/q_009/rank03_s300_x254422.293_y3363957.454.png
DJI_202510311347_009_新建面状航线1,009,q_009,4,s500_x254672.293_y3364057.454,1,7,4,0.571429,0.4932230395822951,0.7232588529586792,500.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031141120_0411_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x254672.293_y3364057.454.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311347_009_新建面状航线1/q_009/rank04_s500_x254672.293_y3364057.454.png
DJI_202510311347_009_新建面状航线1,009,q_009,5,s500_x254297.293_y3364057.454,0,11,4,0.363636,0.45370259945222535,0.7196435928344727,500.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031141120_0411_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x254297.293_y3364057.454.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311347_009_新建面状航线1/q_009/rank05_s500_x254297.293_y3364057.454.png
DJI_202510311347_009_新建面状航线1,009,q_009,6,s300_x254436.063_y3364791.491,0,14,4,0.285714,0.43706424197230725,0.7179165482521057,300.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031141120_0411_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s300_x254436.063_y3364791.491.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311347_009_新建面状航线1/q_009/rank06_s300_x254436.063_y3364791.491.png
DJI_202510311347_009_新建面状航线1,009,q_009,7,s200_x254461.063_y3364816.491,0,15,4,0.266667,0.4293946394734327,0.716758668422699,200.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031141120_0411_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s200_x254461.063_y3364816.491.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311347_009_新建面状航线1/q_009/rank07_s200_x254461.063_y3364816.491.png
DJI_202510311347_009_新建面状航线1,009,q_009,8,s300_x254739.058_y3364779.565,1,8,4,0.500000,0.41950198900139146,0.7097347974777222,300.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031141120_0411_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s300_x254739.058_y3364779.565.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311347_009_新建面状航线1/q_009/rank08_s300_x254739.058_y3364779.565.png
DJI_202510311347_009_新建面状航线1,009,q_009,9,s500_x254839.058_y3364654.565,1,9,4,0.444444,0.4096077656665478,0.7089054584503174,500.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031141120_0411_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x254839.058_y3364654.565.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311347_009_新建面状航线1/q_009/rank09_s500_x254839.058_y3364654.565.png
DJI_202510311347_009_新建面状航线1,009,q_009,10,s200_x254675.317_y3364345.530,1,11,4,0.363636,0.4050621030628539,0.7097099423408508,200.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031141120_0411_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s200_x254675.317_y3364345.530.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311347_009_新建面状航线1/q_009/rank10_s200_x254675.317_y3364345.530.png
DJI_202510311347_009_新建面状航线1,009,q_010,1,s300_x254950.317_y3364170.530,1,31,4,0.129032,0.5785483870967743,0.9068306684494019,300.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031141125_0412_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s300_x254950.317_y3364170.530.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311347_009_新建面状航线1/q_010/rank01_s300_x254950.317_y3364170.530.png
DJI_202510311347_009_新建面状航线1,009,q_010,2,s300_x255992.683_y3363537.726,0,17,5,0.294118,0.5438761125406774,0.8952949047088623,300.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031141125_0412_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s300_x255992.683_y3363537.726.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311347_009_新建面状航线1/q_010/rank02_s300_x255992.683_y3363537.726.png
DJI_202510311347_009_新建面状航线1,009,q_010,3,s500_x254825.317_y3364045.530,1,13,4,0.307692,0.5134285195523578,0.8890224099159241,500.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031141125_0412_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x254825.317_y3364045.530.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311347_009_新建面状航线1/q_010/rank03_s500_x254825.317_y3364045.530.png
DJI_202510311347_009_新建面状航线1,009,q_010,4,s500_x253783.067_y3364678.442,0,18,4,0.222222,0.48533960378388774,0.8849642276763916,500.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031141125_0412_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x253783.067_y3364678.442.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311347_009_新建面状航线1/q_010/rank04_s500_x253783.067_y3364678.442.png
DJI_202510311347_009_新建面状航线1,009,q_010,5,s300_x255464.632_y3363324.598,0,7,4,0.571429,0.4839795743617602,0.8768908381462097,300.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031141125_0412_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s300_x255464.632_y3363324.598.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311347_009_新建面状航线1/q_010/rank05_s300_x255464.632_y3363324.598.png
DJI_202510311347_009_新建面状航线1,009,q_010,6,s300_x254725.317_y3363945.530,1,12,4,0.333333,0.48024239565742877,0.8814051151275635,300.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031141125_0412_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s300_x254725.317_y3363945.530.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311347_009_新建面状航线1/q_010/rank06_s300_x254725.317_y3363945.530.png
DJI_202510311347_009_新建面状航线1,009,q_010,7,s200_x254825.317_y3364045.530,1,15,4,0.266667,0.44615775510290023,0.8756548166275024,200.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031141125_0412_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s200_x254825.317_y3364045.530.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311347_009_新建面状航线1/q_010/rank07_s200_x254825.317_y3364045.530.png
DJI_202510311347_009_新建面状航线1,009,q_010,8,s200_x254975.317_y3364345.530,1,19,4,0.210526,0.4255410054279186,0.8725292086601257,200.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031141125_0412_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s200_x254975.317_y3364345.530.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311347_009_新建面状航线1/q_010/rank08_s200_x254975.317_y3364345.530.png
DJI_202510311347_009_新建面状航线1,009,q_010,9,s300_x255267.051_y3364542.665,0,12,4,0.333333,0.4188385839758896,0.8683685660362244,300.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031141125_0412_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s300_x255267.051_y3364542.665.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311347_009_新建面状航线1/q_010/rank09_s300_x255267.051_y3364542.665.png
DJI_202510311347_009_新建面状航线1,009,q_010,10,s200_x254975.317_y3364195.530,1,12,4,0.333333,0.4042864221654181,0.8652790188789368,200.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031141125_0412_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s200_x254975.317_y3364195.530.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311347_009_新建面状航线1/q_010/rank10_s200_x254975.317_y3364195.530.png
DJI_202510311413_010_新建面状航线1,010,q_011,1,s300_x254950.317_y3364170.530,1,22,4,0.181818,0.5640909090909091,0.9046697616577148,300.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311413_010_新建面状航线1/DJI_20251031141624_0001_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s300_x254950.317_y3364170.530.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311413_010_新建面状航线1/q_011/rank01_s300_x254950.317_y3364170.530.png
DJI_202510311413_010_新建面状航线1,010,q_011,2,s300_x255992.683_y3363537.726,0,15,4,0.266667,0.505283473662779,0.8906936049461365,300.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311413_010_新建面状航线1/DJI_20251031141624_0001_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s300_x255992.683_y3363537.726.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311413_010_新建面状航线1/q_011/rank02_s300_x255992.683_y3363537.726.png
DJI_202510311413_010_新建面状航线1,010,q_011,3,s500_x253783.067_y3364678.442,0,15,4,0.266667,0.48236599777340416,0.8859636187553406,500.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311413_010_新建面状航线1/DJI_20251031141624_0001_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x253783.067_y3364678.442.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311413_010_新建面状航线1/q_011/rank03_s500_x253783.067_y3364678.442.png
DJI_202510311413_010_新建面状航线1,010,q_011,4,s500_x254825.317_y3364045.530,1,20,4,0.200000,0.4783599172318591,0.886581540107727,500.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311413_010_新建面状航线1/DJI_20251031141624_0001_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x254825.317_y3364045.530.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311413_010_新建面状航线1/q_011/rank04_s500_x254825.317_y3364045.530.png
DJI_202510311413_010_新建面状航线1,010,q_011,5,s300_x254725.317_y3363945.530,1,10,4,0.400000,0.45743031635854836,0.8779276013374329,300.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311413_010_新建面状航线1/DJI_20251031141624_0001_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s300_x254725.317_y3363945.530.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311413_010_新建面状航线1/q_011/rank05_s300_x254725.317_y3363945.530.png
DJI_202510311413_010_新建面状航线1,010,q_011,6,s300_x255464.632_y3363324.598,0,8,4,0.500000,0.4485248549896973,0.8739224672317505,300.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311413_010_新建面状航线1/DJI_20251031141624_0001_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s300_x255464.632_y3363324.598.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311413_010_新建面状航线1/q_011/rank06_s300_x255464.632_y3363324.598.png
DJI_202510311413_010_新建面状航线1,010,q_011,7,s200_x254975.317_y3364345.530,1,16,4,0.250000,0.41963990552129343,0.8733786344528198,200.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311413_010_新建面状航线1/DJI_20251031141624_0001_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s200_x254975.317_y3364345.530.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311413_010_新建面状航线1/q_011/rank07_s200_x254975.317_y3364345.530.png
DJI_202510311413_010_新建面状航线1,010,q_011,8,s200_x254825.317_y3364045.530,1,16,4,0.250000,0.40121951787413523,0.8695768117904663,200.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311413_010_新建面状航线1/DJI_20251031141624_0001_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s200_x254825.317_y3364045.530.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311413_010_新建面状航线1/q_011/rank08_s200_x254825.317_y3364045.530.png
DJI_202510311413_010_新建面状航线1,010,q_011,9,s200_x254975.317_y3364195.530,1,10,4,0.400000,0.38754437524637675,0.8635036945343018,200.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311413_010_新建面状航线1/DJI_20251031141624_0001_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s200_x254975.317_y3364195.530.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311413_010_新建面状航线1/q_011/rank09_s200_x254975.317_y3364195.530.png
DJI_202510311413_010_新建面状航线1,010,q_011,10,s300_x255267.051_y3364542.665,0,16,4,0.250000,0.3838994324490966,0.866002082824707,300.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311413_010_新建面状航线1/DJI_20251031141624_0001_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s300_x255267.051_y3364542.665.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311413_010_新建面状航线1/q_011/rank10_s300_x255267.051_y3364542.665.png
DJI_202510311413_010_新建面状航线1,010,q_012,1,s500_x254672.293_y3364057.454,1,4,4,1.000000,0.6460349252947131,0.7765514254570007,500.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311413_010_新建面状航线1/DJI_20251031141629_0004_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x254672.293_y3364057.454.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311413_010_新建面状航线1/q_012/rank01_s500_x254672.293_y3364057.454.png
DJI_202510311413_010_新建面状航线1,010,q_012,2,s300_x254739.058_y3364779.565,1,12,4,0.333333,0.6000000000000001,0.7814585566520691,300.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311413_010_新建面状航线1/DJI_20251031141629_0004_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s300_x254739.058_y3364779.565.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311413_010_新建面状航线1/q_012/rank02_s300_x254739.058_y3364779.565.png
DJI_202510311413_010_新建面状航线1,010,q_012,3,s700_x254397.293_y3364157.454,1,9,4,0.444444,0.5847344847017477,0.7759438753128052,700.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311413_010_新建面状航线1/DJI_20251031141629_0004_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254397.293_y3364157.454.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311413_010_新建面状航线1/q_012/rank03_s700_x254397.293_y3364157.454.png
DJI_202510311413_010_新建面状航线1,010,q_012,4,s300_x254422.293_y3363957.454,0,10,4,0.400000,0.5668883077547807,0.7732452154159546,300.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311413_010_新建面状航线1/DJI_20251031141629_0004_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s300_x254422.293_y3363957.454.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311413_010_新建面状航线1/q_012/rank04_s300_x254422.293_y3363957.454.png
DJI_202510311413_010_新建面状航线1,010,q_012,5,s200_x254297.293_y3364057.454,0,14,4,0.285714,0.5597542122924055,0.77424156665802,200.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311413_010_新建面状航线1/DJI_20251031141629_0004_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s200_x254297.293_y3364057.454.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311413_010_新建面状航线1/q_012/rank05_s200_x254297.293_y3364057.454.png
DJI_202510311413_010_新建面状航线1,010,q_012,6,s500_x254839.058_y3364654.565,1,20,4,0.200000,0.5510715032678788,0.7743065357208252,500.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311413_010_新建面状航线1/DJI_20251031141629_0004_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x254839.058_y3364654.565.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311413_010_新建面状航线1/q_012/rank06_s500_x254839.058_y3364654.565.png
DJI_202510311413_010_新建面状航线1,010,q_012,7,s200_x254447.293_y3364057.454,0,24,5,0.208333,0.5505201529800973,0.7770859003067017,200.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311413_010_新建面状航线1/DJI_20251031141629_0004_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s200_x254447.293_y3364057.454.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311413_010_新建面状航线1/q_012/rank07_s200_x254447.293_y3364057.454.png
DJI_202510311413_010_新建面状航线1,010,q_012,8,s700_x254939.058_y3364754.565,1,9,4,0.444444,0.5294006851350391,0.7646136283874512,700.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311413_010_新建面状航线1/DJI_20251031141629_0004_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254939.058_y3364754.565.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311413_010_新建面状航线1/q_012/rank08_s700_x254939.058_y3364754.565.png
DJI_202510311413_010_新建面状航线1,010,q_012,9,s300_x254739.058_y3364554.565,1,12,4,0.333333,0.5275578128172456,0.766625165939331,300.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311413_010_新建面状航线1/DJI_20251031141629_0004_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s300_x254739.058_y3364554.565.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311413_010_新建面状航线1/q_012/rank09_s300_x254739.058_y3364554.565.png
DJI_202510311413_010_新建面状航线1,010,q_012,10,s500_x254297.293_y3364057.454,0,8,4,0.500000,0.5119786276146486,0.7598518133163452,500.0,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311413_010_新建面状航线1/DJI_20251031141629_0004_V.JPG,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x254297.293_y3364057.454.png,/mnt/d/aiproject/imagematch/newoutput/lightglue_top10_inlier_viz_2026-03-26/figures/DJI_202510311413_010_新建面状航线1/q_012/rank10_s500_x254297.293_y3364057.454.png
