query_id,flight_id,image_name,original_query_path,sanitized_query_path,has_metadata_removed,sanitization_method,downsample_target_gsd_m,estimated_query_gsd_m,downsample_scale,original_width_px,original_height_px,downsampled_width_px,downsampled_height_px,intrinsics_scale_x,intrinsics_scale_y
q_031,DJI_202510311413_010_新建面状航线1,DJI_20251031142213_0124_V.JPG,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04B_downsample_1p0m/selected_queries/DJI_202510311413_010_新建面状航线1/DJI_20251031142213_0124_V.JPG,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04B_downsample_1p0m/query_inputs/images_downsampled_1p0m/DJI_202510311413_010_新建面状航线1/DJI_20251031142213_0124_V.JPG,1,pillow_reencode_without_metadata,1.000000000000,0.099936872073,0.099936872073,5280,3956,528,395,0.100000000000,0.099848331648
q_032,DJI_202510311413_010_新建面状航线1,DJI_20251031142300_0152_V.JPG,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04B_downsample_1p0m/selected_queries/DJI_202510311413_010_新建面状航线1/DJI_20251031142300_0152_V.JPG,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04B_downsample_1p0m/query_inputs/images_downsampled_1p0m/DJI_202510311413_010_新建面状航线1/DJI_20251031142300_0152_V.JPG,1,pillow_reencode_without_metadata,1.000000000000,0.099933919173,0.099933919173,5280,3956,528,395,0.100000000000,0.099848331648
q_033,DJI_202510311413_010_新建面状航线1,DJI_20251031142437_0174_V.JPG,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04B_downsample_1p0m/selected_queries/DJI_202510311413_010_新建面状航线1/DJI_20251031142437_0174_V.JPG,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04B_downsample_1p0m/query_inputs/images_downsampled_1p0m/DJI_202510311413_010_新建面状航线1/DJI_20251031142437_0174_V.JPG,1,pillow_reencode_without_metadata,1.000000000000,0.099936066736,0.099936066736,5280,3956,528,395,0.100000000000,0.099848331648
q_034,DJI_202510311413_010_新建面状航线1,DJI_20251031142451_0180_V.JPG,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04B_downsample_1p0m/selected_queries/DJI_202510311413_010_新建面状航线1/DJI_20251031142451_0180_V.JPG,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04B_downsample_1p0m/query_inputs/images_downsampled_1p0m/DJI_202510311413_010_新建面状航线1/DJI_20251031142451_0180_V.JPG,1,pillow_reencode_without_metadata,1.000000000000,0.099942240982,0.099942240982,5280,3956,528,395,0.100000000000,0.099848331648
q_035,DJI_202510311413_010_新建面状航线1,DJI_20251031142456_0183_V.JPG,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04B_downsample_1p0m/selected_queries/DJI_202510311413_010_新建面状航线1/DJI_20251031142456_0183_V.JPG,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04B_downsample_1p0m/query_inputs/images_downsampled_1p0m/DJI_202510311413_010_新建面状航线1/DJI_20251031142456_0183_V.JPG,1,pillow_reencode_without_metadata,1.000000000000,0.099939288082,0.099939288082,5280,3956,528,395,0.100000000000,0.099848331648
q_036,DJI_202510311413_010_新建面状航线1,DJI_20251031142538_0208_V.JPG,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04B_downsample_1p0m/selected_queries/DJI_202510311413_010_新建面状航线1/DJI_20251031142538_0208_V.JPG,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04B_downsample_1p0m/query_inputs/images_downsampled_1p0m/DJI_202510311413_010_新建面状航线1/DJI_20251031142538_0208_V.JPG,1,pillow_reencode_without_metadata,1.000000000000,0.099935798291,0.099935798291,5280,3956,528,395,0.100000000000,0.099848331648
q_037,DJI_202510311413_010_新建面状航线1,DJI_20251031142552_0214_V.JPG,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04B_downsample_1p0m/selected_queries/DJI_202510311413_010_新建面状航线1/DJI_20251031142552_0214_V.JPG,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04B_downsample_1p0m/query_inputs/images_downsampled_1p0m/DJI_202510311413_010_新建面状航线1/DJI_20251031142552_0214_V.JPG,1,pillow_reencode_without_metadata,1.000000000000,0.099938214300,0.099938214300,5280,3956,528,395,0.100000000000,0.099848331648
q_038,DJI_202510311413_010_新建面状航线1,DJI_20251031142742_0235_V.JPG,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04B_downsample_1p0m/selected_queries/DJI_202510311413_010_新建面状航线1/DJI_20251031142742_0235_V.JPG,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04B_downsample_1p0m/query_inputs/images_downsampled_1p0m/DJI_202510311413_010_新建面状航线1/DJI_20251031142742_0235_V.JPG,1,pillow_reencode_without_metadata,1.000000000000,0.099937140518,0.099937140518,5280,3956,528,395,0.100000000000,0.099848331648
q_039,DJI_202510311413_010_新建面状航线1,DJI_20251031142806_0248_V.JPG,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04B_downsample_1p0m/selected_queries/DJI_202510311413_010_新建面状航线1/DJI_20251031142806_0248_V.JPG,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04B_downsample_1p0m/query_inputs/images_downsampled_1p0m/DJI_202510311413_010_新建面状航线1/DJI_20251031142806_0248_V.JPG,1,pillow_reencode_without_metadata,1.000000000000,0.099933382282,0.099933382282,5280,3956,528,395,0.100000000000,0.099848331648
q_040,DJI_202510311413_010_新建面状航线1,DJI_20251031142830_0259_V.JPG,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04B_downsample_1p0m/selected_queries/DJI_202510311413_010_新建面状航线1/DJI_20251031142830_0259_V.JPG,/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G04_downsample_resolution_sweep/G04B_downsample_1p0m/query_inputs/images_downsampled_1p0m/DJI_202510311413_010_新建面状航线1/DJI_20251031142830_0259_V.JPG,1,pillow_reencode_without_metadata,1.000000000000,0.099935529845,0.099935529845,5280,3956,528,395,0.100000000000,0.099848331648
