source_path,width,height,count,dtype,crs,bounds_left,bounds_bottom,bounds_right,bounds_top,resolution_x,resolution_y,nodata
/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G03_pipeline_siftgpu_replace_roma/plan/seed_source_tiles/CaiWangCun-DOM_ortho_part_000_000.tif,15950,15619,3,"uint8,uint8,uint8",EPSG:32650,253383.72102534556,3363502.5166208195,255617.45091653088,3365689.8913650466,0.1400457612028412,0.1400457612028412,
/mnt/d/aiproject/imagematch/new4output/nadir_009010_caiwangcun_gate_speedopt_matrix_2026-04-27/G03_pipeline_siftgpu_replace_roma/plan/seed_source_tiles/CaiWangCun-DOM_DSM_part_000_000.tif,15950,15619,1,float32,EPSG:32650,253383.72102534556,3363502.5166208195,255617.45091653088,3365689.8913650466,0.1400457612028412,0.1400457612028412,-9999.0
