download_request_id,dsm_source_name,crs,request_min_x,request_min_y,request_max_x,request_max_y,primary_candidate_tile_id,raster_path,status
srtm_s300_x254436.063_y3364791.491,srtm,EPSG:32650,254036.062930,3364391.490742,254836.062930,3365191.490742,s300_x254436.063_y3364791.491,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254436.063_y3364791.491.tif,ready
srtm_s700_x253341.241_y3364181.380,srtm,EPSG:32650,252741.240806,3363581.379625,253941.240806,3364781.379625,s700_x253341.241_y3364181.380,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s700_x253341.241_y3364181.380.tif,ready
srtm_s500_x254297.293_y3364432.454,srtm,EPSG:32650,253797.292809,3363932.454095,254797.292809,3364932.454095,s500_x254297.293_y3364432.454,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x254297.293_y3364432.454.tif,ready
srtm_s300_x254197.293_y3364182.454,srtm,EPSG:32650,253797.292809,3363782.454095,254597.292809,3364582.454095,s300_x254197.293_y3364182.454,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254197.293_y3364182.454.tif,ready
srtm_s300_x254211.063_y3364566.491,srtm,EPSG:32650,253811.062930,3364166.490742,254611.062930,3364966.490742,s300_x254211.063_y3364566.491,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254211.063_y3364566.491.tif,ready
srtm_s200_x254447.293_y3364057.454,srtm,EPSG:32650,254097.292809,3363707.454095,254797.292809,3364407.454095,s200_x254447.293_y3364057.454,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254447.293_y3364057.454.tif,ready
srtm_s200_x254866.545_y3366022.637,srtm,EPSG:32650,254516.545408,3365672.637183,255216.545408,3366372.637183,s200_x254866.545_y3366022.637,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254866.545_y3366022.637.tif,ready
srtm_s500_x254672.293_y3364057.454,srtm,EPSG:32650,254172.292809,3363557.454095,255172.292809,3364557.454095,s500_x254672.293_y3364057.454,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x254672.293_y3364057.454.tif,ready
srtm_s300_x254422.293_y3364182.454,srtm,EPSG:32650,254022.292809,3363782.454095,254822.292809,3364582.454095,s300_x254422.293_y3364182.454,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254422.293_y3364182.454.tif,ready
srtm_s300_x254739.058_y3364779.565,srtm,EPSG:32650,254339.057640,3364379.565214,255139.057640,3365179.565214,s300_x254739.058_y3364779.565,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254739.058_y3364779.565.tif,ready
srtm_s200_x254297.293_y3364207.454,srtm,EPSG:32650,253947.292809,3363857.454095,254647.292809,3364557.454095,s200_x254297.293_y3364207.454,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254297.293_y3364207.454.tif,ready
srtm_s300_x254422.293_y3364407.454,srtm,EPSG:32650,254022.292809,3364007.454095,254822.292809,3364807.454095,s300_x254422.293_y3364407.454,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254422.293_y3364407.454.tif,ready
srtm_s500_x254866.545_y3366247.637,srtm,EPSG:32650,254366.545408,3365747.637183,255366.545408,3366747.637183,s500_x254866.545_y3366247.637,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x254866.545_y3366247.637.tif,ready
srtm_s200_x254675.317_y3364345.530,srtm,EPSG:32650,254325.317141,3363995.529848,255025.317141,3364695.529848,s200_x254675.317_y3364345.530,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254675.317_y3364345.530.tif,ready
srtm_s200_x254597.293_y3364207.454,srtm,EPSG:32650,254247.292809,3363857.454095,254947.292809,3364557.454095,s200_x254597.293_y3364207.454,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254597.293_y3364207.454.tif,ready
srtm_s200_x254083.067_y3364828.442,srtm,EPSG:32650,253733.067107,3364478.441951,254433.067107,3365178.441951,s200_x254083.067_y3364828.442,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254083.067_y3364828.442.tif,ready
srtm_s500_x254297.293_y3364057.454,srtm,EPSG:32650,253797.292809,3363557.454095,254797.292809,3364557.454095,s500_x254297.293_y3364057.454,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x254297.293_y3364057.454.tif,ready
srtm_s200_x253077.414_y3363472.341,srtm,EPSG:32650,252727.413712,3363122.340820,253427.413712,3363822.340820,s200_x253077.414_y3363472.341,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x253077.414_y3363472.341.tif,ready
srtm_s200_x254447.293_y3364207.454,srtm,EPSG:32650,254097.292809,3363857.454095,254797.292809,3364557.454095,s200_x254447.293_y3364207.454,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254447.293_y3364207.454.tif,ready
srtm_s200_x254689.058_y3364804.565,srtm,EPSG:32650,254339.057640,3364454.565214,255039.057640,3365154.565214,s200_x254689.058_y3364804.565,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254689.058_y3364804.565.tif,ready
srtm_s200_x254447.293_y3364357.454,srtm,EPSG:32650,254097.292809,3364007.454095,254797.292809,3364707.454095,s200_x254447.293_y3364357.454,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254447.293_y3364357.454.tif,ready
srtm_s300_x254739.058_y3364554.565,srtm,EPSG:32650,254339.057640,3364154.565214,255139.057640,3364954.565214,s300_x254739.058_y3364554.565,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254739.058_y3364554.565.tif,ready
srtm_s200_x254161.063_y3364816.491,srtm,EPSG:32650,253811.062930,3364466.490742,254511.062930,3365166.490742,s200_x254161.063_y3364816.491,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254161.063_y3364816.491.tif,ready
srtm_s500_x254839.058_y3364654.565,srtm,EPSG:32650,254339.057640,3364154.565214,255339.057640,3365154.565214,s500_x254839.058_y3364654.565,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x254839.058_y3364654.565.tif,ready
srtm_s200_x254839.058_y3364804.565,srtm,EPSG:32650,254489.057640,3364454.565214,255189.057640,3365154.565214,s200_x254839.058_y3364804.565,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254839.058_y3364804.565.tif,ready
srtm_s200_x254638.610_y3366034.565,srtm,EPSG:32650,254288.609954,3365684.565272,254988.609954,3366384.565272,s200_x254638.610_y3366034.565,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254638.610_y3366034.565.tif,ready
srtm_s700_x254939.058_y3364754.565,srtm,EPSG:32650,254339.057640,3364154.565214,255539.057640,3365354.565214,s700_x254939.058_y3364754.565,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s700_x254939.058_y3364754.565.tif,ready
srtm_s300_x254211.063_y3364791.491,srtm,EPSG:32650,253811.062930,3364391.490742,254611.062930,3365191.490742,s300_x254211.063_y3364791.491,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254211.063_y3364791.491.tif,ready
srtm_s200_x254311.063_y3364966.491,srtm,EPSG:32650,253961.062930,3364616.490742,254661.062930,3365316.490742,s200_x254311.063_y3364966.491,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254311.063_y3364966.491.tif,ready
srtm_s300_x254449.835_y3365175.528,srtm,EPSG:32650,254049.835312,3364775.527801,254849.835312,3365575.527801,s300_x254449.835_y3365175.528,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254449.835_y3365175.528.tif,ready
srtm_s700_x253327.414_y3363572.341,srtm,EPSG:32650,252727.413712,3362972.340820,253927.413712,3364172.340820,s700_x253327.414_y3363572.341,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s700_x253327.414_y3363572.341.tif,ready
srtm_s500_x253227.414_y3363472.341,srtm,EPSG:32650,252727.413712,3362972.340820,253727.413712,3363972.340820,s500_x253227.414_y3363472.341,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x253227.414_y3363472.341.tif,ready
srtm_s200_x254324.835_y3365125.528,srtm,EPSG:32650,253974.835312,3364775.527801,254674.835312,3365475.527801,s200_x254324.835_y3365125.528,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254324.835_y3365125.528.tif,ready
srtm_s300_x254436.063_y3364566.491,srtm,EPSG:32650,254036.062930,3364166.490742,254836.062930,3364966.490742,s300_x254436.063_y3364566.491,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254436.063_y3364566.491.tif,ready
srtm_s200_x254461.063_y3364666.491,srtm,EPSG:32650,254111.062930,3364316.490742,254811.062930,3365016.490742,s200_x254461.063_y3364666.491,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254461.063_y3364666.491.tif,ready
srtm_s300_x253352.414_y3363372.341,srtm,EPSG:32650,252952.413712,3362972.340820,253752.413712,3363772.340820,s300_x253352.414_y3363372.341,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x253352.414_y3363372.341.tif,ready
srtm_s200_x254689.058_y3364504.565,srtm,EPSG:32650,254339.057640,3364154.565214,255039.057640,3364854.565214,s200_x254689.058_y3364504.565,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254689.058_y3364504.565.tif,ready
srtm_s200_x254311.063_y3364516.491,srtm,EPSG:32650,253961.062930,3364166.490742,254661.062930,3364866.490742,s200_x254311.063_y3364516.491,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254311.063_y3364516.491.tif,ready
srtm_s500_x254686.063_y3364666.491,srtm,EPSG:32650,254186.062930,3364166.490742,255186.062930,3365166.490742,s500_x254686.063_y3364666.491,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x254686.063_y3364666.491.tif,ready
srtm_s200_x253227.414_y3363472.341,srtm,EPSG:32650,252877.413712,3363122.340820,253577.413712,3363822.340820,s200_x253227.414_y3363472.341,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x253227.414_y3363472.341.tif,ready
srtm_s200_x254839.058_y3364504.565,srtm,EPSG:32650,254489.057640,3364154.565214,255189.057640,3364854.565214,s200_x254839.058_y3364504.565,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254839.058_y3364504.565.tif,ready
srtm_s200_x253796.869_y3365437.480,srtm,EPSG:32650,253446.869116,3365087.480293,254146.869116,3365787.480293,s200_x253796.869_y3365437.480,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x253796.869_y3365437.480.tif,ready
srtm_s300_x253141.241_y3364206.380,srtm,EPSG:32650,252741.240806,3363806.379625,253541.240806,3364606.379625,s300_x253141.241_y3364206.380,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x253141.241_y3364206.380.tif,ready
srtm_s300_x254422.293_y3363957.454,srtm,EPSG:32650,254022.292809,3363557.454095,254822.292809,3364357.454095,s300_x254422.293_y3363957.454,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254422.293_y3363957.454.tif,ready
srtm_s200_x253241.241_y3364231.380,srtm,EPSG:32650,252891.240806,3363881.379625,253591.240806,3364581.379625,s200_x253241.241_y3364231.380,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x253241.241_y3364231.380.tif,ready
srtm_s700_x254925.317_y3364145.530,srtm,EPSG:32650,254325.317141,3363545.529848,255525.317141,3364745.529848,s700_x254925.317_y3364145.530,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s700_x254925.317_y3364145.530.tif,ready
srtm_s500_x254825.317_y3364045.530,srtm,EPSG:32650,254325.317141,3363545.529848,255325.317141,3364545.529848,s500_x254825.317_y3364045.530,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x254825.317_y3364045.530.tif,ready
srtm_s300_x254711.579_y3363336.495,srtm,EPSG:32650,254311.578897,3362936.494895,255111.578897,3363736.494895,s300_x254711.579_y3363336.495,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254711.579_y3363336.495.tif,ready
srtm_s200_x254675.317_y3363895.530,srtm,EPSG:32650,254325.317141,3363545.529848,255025.317141,3364245.529848,s200_x254675.317_y3363895.530,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254675.317_y3363895.530.tif,ready
srtm_s300_x254725.317_y3363945.530,srtm,EPSG:32650,254325.317141,3363545.529848,255125.317141,3364345.529848,s300_x254725.317_y3363945.530,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254725.317_y3363945.530.tif,ready
srtm_s700_x255967.683_y3363512.726,srtm,EPSG:32650,255367.683467,3362912.725989,256567.683467,3364112.725989,s700_x255967.683_y3363512.726,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s700_x255967.683_y3363512.726.tif,ready
srtm_s200_x254675.317_y3364195.530,srtm,EPSG:32650,254325.317141,3363845.529848,255025.317141,3364545.529848,s200_x254675.317_y3364195.530,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254675.317_y3364195.530.tif,ready
srtm_s200_x254675.317_y3364045.530,srtm,EPSG:32650,254325.317141,3363695.529848,255025.317141,3364395.529848,s200_x254675.317_y3364045.530,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254675.317_y3364045.530.tif,ready
srtm_s300_x254725.317_y3364170.530,srtm,EPSG:32650,254325.317141,3363770.529848,255125.317141,3364570.529848,s300_x254725.317_y3364170.530,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254725.317_y3364170.530.tif,ready
srtm_s200_x254147.293_y3364057.454,srtm,EPSG:32650,253797.292809,3363707.454095,254497.292809,3364407.454095,s200_x254147.293_y3364057.454,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254147.293_y3364057.454.tif,ready
srtm_s200_x254975.317_y3364345.530,srtm,EPSG:32650,254625.317141,3363995.529848,255325.317141,3364695.529848,s200_x254975.317_y3364345.530,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254975.317_y3364345.530.tif,ready
srtm_s700_x254952.800_y3365363.601,srtm,EPSG:32650,254352.800396,3364763.600992,255552.800396,3365963.600992,s700_x254952.800_y3365363.601,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s700_x254952.800_y3365363.601.tif,ready
srtm_s300_x254752.800_y3365388.601,srtm,EPSG:32650,254352.800396,3364988.600992,255152.800396,3365788.600992,s300_x254752.800_y3365388.601,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254752.800_y3365388.601.tif,ready
srtm_s300_x255267.051_y3364542.665,srtm,EPSG:32650,254867.051242,3364142.665367,255667.051242,3364942.665367,s300_x255267.051_y3364542.665,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x255267.051_y3364542.665.tif,ready
srtm_s300_x255992.683_y3363537.726,srtm,EPSG:32650,255592.683467,3363137.725989,256392.683467,3363937.725989,s300_x255992.683_y3363537.726,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x255992.683_y3363537.726.tif,ready
srtm_s500_x254825.317_y3364420.530,srtm,EPSG:32650,254325.317141,3363920.529848,255325.317141,3364920.529848,s500_x254825.317_y3364420.530,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x254825.317_y3364420.530.tif,ready
srtm_s300_x254950.317_y3364170.530,srtm,EPSG:32650,254550.317141,3363770.529848,255350.317141,3364570.529848,s300_x254950.317_y3364170.530,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254950.317_y3364170.530.tif,ready
srtm_s700_x254911.579_y3363536.495,srtm,EPSG:32650,254311.578897,3362936.494895,255511.578897,3364136.494895,s700_x254911.579_y3363536.495,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s700_x254911.579_y3363536.495.tif,ready
srtm_s500_x254852.800_y3365263.601,srtm,EPSG:32650,254352.800396,3364763.600992,255352.800396,3365763.600992,s500_x254852.800_y3365263.601,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x254852.800_y3365263.601.tif,ready
srtm_s300_x254647.293_y3364182.454,srtm,EPSG:32650,254247.292809,3363782.454095,255047.292809,3364582.454095,s300_x254647.293_y3364182.454,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254647.293_y3364182.454.tif,ready
srtm_s200_x254474.835_y3365275.528,srtm,EPSG:32650,254124.835312,3364925.527801,254824.835312,3365625.527801,s200_x254474.835_y3365275.528,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254474.835_y3365275.528.tif,ready
srtm_s200_x254461.063_y3364966.491,srtm,EPSG:32650,254111.062930,3364616.490742,254811.062930,3365316.490742,s200_x254461.063_y3364966.491,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254461.063_y3364966.491.tif,ready
srtm_s200_x254147.293_y3364207.454,srtm,EPSG:32650,253797.292809,3363857.454095,254497.292809,3364557.454095,s200_x254147.293_y3364207.454,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254147.293_y3364207.454.tif,ready
srtm_s200_x253091.241_y3363931.380,srtm,EPSG:32650,252741.240806,3363581.379625,253441.240806,3364281.379625,s200_x253091.241_y3363931.380,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x253091.241_y3363931.380.tif,ready
srtm_s500_x255394.480_y3366235.735,srtm,EPSG:32650,254894.479753,3365735.734781,255894.479753,3366735.734781,s500_x255394.480_y3366235.735,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x255394.480_y3366235.735.tif,ready
srtm_s500_x253241.241_y3364081.380,srtm,EPSG:32650,252741.240806,3363581.379625,253741.240806,3364581.379625,s500_x253241.241_y3364081.380,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x253241.241_y3364081.380.tif,ready
srtm_s300_x254977.800_y3365388.601,srtm,EPSG:32650,254577.800396,3364988.600992,255377.800396,3365788.600992,s300_x254977.800_y3365388.601,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254977.800_y3365388.601.tif,ready
srtm_s300_x254674.835_y3365175.528,srtm,EPSG:32650,254274.835312,3364775.527801,255074.835312,3365575.527801,s300_x254674.835_y3365175.528,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254674.835_y3365175.528.tif,ready
srtm_s300_x253141.241_y3363981.380,srtm,EPSG:32650,252741.240806,3363581.379625,253541.240806,3364381.379625,s300_x253141.241_y3363981.380,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x253141.241_y3363981.380.tif,ready
srtm_s300_x253127.414_y3363372.341,srtm,EPSG:32650,252727.413712,3362972.340820,253527.413712,3363772.340820,s300_x253127.414_y3363372.341,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x253127.414_y3363372.341.tif,ready
srtm_s300_x253696.869_y3365412.480,srtm,EPSG:32650,253296.869116,3365012.480293,254096.869116,3365812.480293,s300_x253696.869_y3365412.480,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x253696.869_y3365412.480.tif,ready
srtm_s300_x254964.058_y3364554.565,srtm,EPSG:32650,254564.057640,3364154.565214,255364.057640,3364954.565214,s300_x254964.058_y3364554.565,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254964.058_y3364554.565.tif,ready
srtm_s300_x254449.835_y3365400.528,srtm,EPSG:32650,254049.835312,3365000.527801,254849.835312,3365800.527801,s300_x254449.835_y3365400.528,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254449.835_y3365400.528.tif,ready
srtm_s500_x254852.800_y3365638.601,srtm,EPSG:32650,254352.800396,3365138.600992,255352.800396,3366138.600992,s500_x254852.800_y3365638.601,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x254852.800_y3365638.601.tif,ready
srtm_s200_x254989.058_y3364654.565,srtm,EPSG:32650,254639.057640,3364304.565214,255339.057640,3365004.565214,s200_x254989.058_y3364654.565,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254989.058_y3364654.565.tif,ready
srtm_s500_x254699.835_y3365275.528,srtm,EPSG:32650,254199.835312,3364775.527801,255199.835312,3365775.527801,s500_x254699.835_y3365275.528,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x254699.835_y3365275.528.tif,ready
srtm_s200_x254624.835_y3365275.528,srtm,EPSG:32650,254274.835312,3364925.527801,254974.835312,3365625.527801,s200_x254624.835_y3365275.528,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254624.835_y3365275.528.tif,ready
srtm_s200_x253783.067_y3364528.442,srtm,EPSG:32650,253433.067107,3364178.441951,254133.067107,3364878.441951,s200_x253783.067_y3364528.442,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x253783.067_y3364528.442.tif,ready
srtm_s500_x254324.835_y3365275.528,srtm,EPSG:32650,253824.835312,3364775.527801,254824.835312,3365775.527801,s500_x254324.835_y3365275.528,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x254324.835_y3365275.528.tif,ready
srtm_s300_x255505.764_y3365151.700,srtm,EPSG:32650,255105.764372,3364751.699867,255905.764372,3365551.699867,s300_x255505.764_y3365151.700,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x255505.764_y3365151.700.tif,ready
srtm_s200_x255380.764_y3365251.700,srtm,EPSG:32650,255030.764372,3364901.699867,255730.764372,3365601.699867,s200_x255380.764_y3365251.700,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x255380.764_y3365251.700.tif,ready
srtm_s200_x254825.317_y3364045.530,srtm,EPSG:32650,254475.317141,3363695.529848,255175.317141,3364395.529848,s200_x254825.317_y3364045.530,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254825.317_y3364045.530.tif,ready
srtm_s200_x254852.800_y3365113.601,srtm,EPSG:32650,254502.800396,3364763.600992,255202.800396,3365463.600992,s200_x254852.800_y3365113.601,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254852.800_y3365113.601.tif,ready
srtm_s200_x253633.067_y3364528.442,srtm,EPSG:32650,253283.067107,3364178.441951,253983.067107,3364878.441951,s200_x253633.067_y3364528.442,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x253633.067_y3364528.442.tif,ready
srtm_s200_x254624.835_y3365575.528,srtm,EPSG:32650,254274.835312,3365225.527801,254974.835312,3365925.527801,s200_x254624.835_y3365575.528,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254624.835_y3365575.528.tif,ready
srtm_s200_x255203.340_y3364333.631,srtm,EPSG:32650,254853.340363,3363983.631279,255553.340363,3364683.631279,s200_x255203.340_y3364333.631,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x255203.340_y3364333.631.tif,ready
srtm_s200_x255230.764_y3365251.700,srtm,EPSG:32650,254880.764372,3364901.699867,255580.764372,3365601.699867,s200_x255230.764_y3365251.700,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x255230.764_y3365251.700.tif,ready
srtm_s200_x253377.414_y3363622.341,srtm,EPSG:32650,253027.413712,3363272.340820,253727.413712,3363972.340820,s200_x253377.414_y3363622.341,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x253377.414_y3363622.341.tif,ready
srtm_s200_x254839.058_y3364954.565,srtm,EPSG:32650,254489.057640,3364604.565214,255189.057640,3365304.565214,s200_x254839.058_y3364954.565,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254839.058_y3364954.565.tif,ready
srtm_s300_x253683.067_y3364578.442,srtm,EPSG:32650,253283.067107,3364178.441951,254083.067107,3364978.441951,s300_x253683.067_y3364578.442,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x253683.067_y3364578.442.tif,ready
srtm_s200_x255530.764_y3365251.700,srtm,EPSG:32650,255180.764372,3364901.699867,255880.764372,3365601.699867,s200_x255530.764_y3365251.700,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x255530.764_y3365251.700.tif,ready
srtm_s200_x255353.340_y3364033.631,srtm,EPSG:32650,255003.340363,3363683.631279,255703.340363,3364383.631279,s200_x255353.340_y3364033.631,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x255353.340_y3364033.631.tif,ready
srtm_s200_x253091.241_y3364231.380,srtm,EPSG:32650,252741.240806,3363881.379625,253441.240806,3364581.379625,s200_x253091.241_y3364231.380,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x253091.241_y3364231.380.tif,ready
