query_id,candidate_tile_id,raw_rank,global_score,candidate_scale_level_m,keypoints_query,keypoints_candidate,match_count,inlier_count,inlier_ratio,reproj_error_mean,geom_valid,geom_score,global_score_norm,geom_quality,fused_score,promote_flag,is_strict_truth_hit
q_001,s200_x253646.869_y3365287.480,1,0.7206888794898987,200.0,256,256,17,4,0.23529411764705882,0.0,0,-1.0,1.0,0.3161764705882353,0.5897058823529412,0,0
q_001,s300_x253696.869_y3365187.480,2,0.7184687256813049,300.0,256,256,14,4,0.2857142857142857,0.0,0,-1.0,0.9507650660378356,0.325,0.5753060264151343,0,0
q_001,s700_x253883.067_y3364778.442,3,0.7165505886077881,700.0,256,256,21,4,0.19047619047619047,0.0,0,-1.0,0.9082277644421416,0.30833333333333335,0.5482911057768567,0,1
q_001,s500_x253783.067_y3364678.442,4,0.7058935165405273,500.0,256,256,17,4,0.23529411764705882,0.0,0,-1.0,0.6718926792644369,0.3161764705882353,0.4584629540587159,0,1
q_001,s300_x253908.067_y3364803.442,5,0.7039330005645752,300.0,256,256,8,4,0.5,0.0,0,-1.0,0.6284155677984921,0.3625,0.46886622711939685,0,0
q_001,s200_x253933.067_y3364978.442,6,0.703772783279419,200.0,256,256,14,4,0.2857142857142857,0.0,0,-1.0,0.6248625313269957,0.325,0.44494501253079827,0,0
q_001,s200_x254174.835_y3365575.528,7,0.6964467167854309,200.0,256,256,17,4,0.23529411764705882,0.0,0,-1.0,0.4623970306766631,0.3161764705882353,0.3746646946236064,0,0
q_001,s300_x253908.067_y3365028.442,8,0.6950802803039551,300.0,256,256,17,4,0.23529411764705882,0.0,0,-1.0,0.432094440978354,0.3161764705882353,0.36254365874428274,0,0
q_001,s200_x253933.067_y3364828.442,9,0.6904825568199158,200.0,256,256,10,4,0.4,0.0,0,-1.0,0.3301336618482134,0.34500000000000003,0.3390534647392854,0,0
q_001,s200_x255717.683_y3363412.726,10,0.6868505477905273,200.0,256,256,13,4,0.3076923076923077,0.0,0,-1.0,0.24958891579515052,0.32884615384615384,0.2971432586257525,0,0
q_001,s200_x253796.869_y3365287.480,11,0.6867815256118774,200.0,256,256,12,4,0.3333333333333333,0.0,0,-1.0,0.2480582549938139,0.33333333333333337,0.29922330199752556,0,0
q_001,s200_x253660.673_y3365746.519,12,0.685933530330658,200.0,256,256,27,5,0.18518518518518517,0.7835397124290466,0,-1.0,0.22925280488965497,0.28470520389721754,0.2625242442941925,0,0
q_001,s500_x253796.869_y3365287.480,13,0.6857194900512695,500.0,256,256,12,4,0.3333333333333333,0.0,0,-1.0,0.22450617022851524,0.33333333333333337,0.2898024680914061,0,0
q_001,s200_x253646.869_y3365587.480,14,0.6848309636116028,200.0,256,256,16,4,0.25,0.0,0,-1.0,0.20480188649317416,0.31875000000000003,0.2731707545972697,0,0
q_001,s200_x253810.673_y3365746.519,15,0.6824389100074768,200.0,256,256,18,5,0.2777777777777778,0.3712160885334015,0,-1.0,0.15175484048346674,0.33916712928516646,0.26420221376448655,0,0
q_001,s200_x253905.470_y3363310.367,16,0.6808180212974548,200.0,256,256,18,5,0.2777777777777778,0.808303952217102,0,-1.0,0.11580942612116277,0.2986111111111111,0.22549043711513178,0,0
q_001,s200_x254474.835_y3365425.528,17,0.6804907321929932,200.0,256,256,11,4,0.36363636363636365,0.0,0,-1.0,0.10855134454936712,0.3386363636363637,0.24660235600156505,0,0
q_001,s500_x253268.902_y3365299.458,18,0.6801648736000061,500.0,256,256,9,4,0.4444444444444444,0.0,0,-1.0,0.10132498651749554,0.3527777777777778,0.2521966612736649,0,0
q_001,s200_x254311.063_y3364816.491,19,0.6774196028709412,200.0,256,256,21,4,0.19047619047619047,0.0,0,-1.0,0.040444869774868615,0.30833333333333335,0.20117794790994745,0,0
q_001,s200_x254461.063_y3364816.491,20,0.6755958199501038,200.0,256,256,17,4,0.23529411764705882,0.0,0,-1.0,0.0,0.3161764705882353,0.18970588235294117,0,0
q_002,s300_x255992.683_y3363312.726,1,0.8528394103050232,300.0,256,256,13,4,0.3076923076923077,0.0,0,-1.0,1.0,0.32884615384615384,0.5973076923076923,0,0
q_002,s300_x253696.869_y3365187.480,2,0.8522040843963623,300.0,256,256,11,4,0.36363636363636365,0.0,0,-1.0,0.9864907853696435,0.3386363636363637,0.5977781323296757,0,0
q_002,s200_x253933.067_y3364978.442,3,0.8448837399482727,200.0,256,256,22,5,0.22727272727272727,0.7875159382820129,0,-1.0,0.8308350770642458,0.2897727272727273,0.5061976671893347,0,0
q_002,s200_x253810.673_y3365746.519,4,0.8315526247024536,200.0,256,256,23,4,0.17391304347826086,0.0,0,-1.0,0.5473697017934975,0.30543478260869567,0.4022087502826164,0,0
q_002,s200_x256017.683_y3363412.726,5,0.8288541436195374,200.0,256,256,26,4,0.15384615384615385,0.0,0,-1.0,0.4899907099593545,0.30192307692307696,0.37715013013758797,0,0
q_002,s300_x253908.067_y3365028.442,6,0.8285543918609619,300.0,256,256,24,4,0.16666666666666666,0.0,0,-1.0,0.48361695628864776,0.3041666666666667,0.3759467825154591,0,0
q_002,s200_x253905.470_y3363310.367,7,0.8282750248908997,200.0,256,256,21,5,0.23809523809523808,0.5847972631454468,0,-1.0,0.47767665335474396,0.3109728164169945,0.3776543511920943,0,0
q_002,s200_x255717.683_y3363262.726,8,0.8261274099349976,200.0,256,256,20,4,0.2,0.0,0,-1.0,0.43201097061280047,0.31,0.3588043882451202,0,0
q_002,s200_x253783.067_y3364828.442,9,0.8257020115852356,200.0,256,256,25,5,0.2,0.6914068460464478,0,-1.0,0.4229655381316245,0.29415306162995536,0.34567805223062303,0,0
q_002,s200_x254188.610_y3365734.565,10,0.8210709691047668,200.0,256,256,16,4,0.25,0.0,0,-1.0,0.324493642088827,0.31875000000000003,0.3210474568355308,0,0
q_002,s500_x253783.067_y3364678.442,11,0.8196203708648682,500.0,256,256,16,4,0.25,0.0,0,-1.0,0.2936489327859856,0.31875000000000003,0.30870957311439423,0,1
q_002,s300_x255992.683_y3363537.726,12,0.8195186853408813,300.0,256,256,13,4,0.3076923076923077,0.0,0,-1.0,0.29148674870123203,0.32884615384615384,0.31390239178818513,0,0
q_002,s300_x253908.067_y3364803.442,13,0.8132582306861877,300.0,256,256,11,4,0.36363636363636365,0.0,0,-1.0,0.1583679439099538,0.3386363636363637,0.26652899574579975,0,0
q_002,s200_x255353.340_y3364033.631,14,0.8110494613647461,200.0,256,256,28,4,0.14285714285714285,0.0,0,-1.0,0.11140190895760167,0.3,0.22456076358304067,0,0
q_002,s500_x253783.067_y3365053.442,15,0.8082107305526733,500.0,256,256,16,4,0.25,0.0,0,-1.0,0.05104072535826224,0.31875000000000003,0.2116662901433049,0,0
q_002,s200_x255489.632_y3363424.598,16,0.8072782754898071,200.0,256,256,15,4,0.26666666666666666,0.0,0,-1.0,0.031213522649068397,0.32166666666666666,0.20548540905962734,0,0
q_002,s200_x255867.683_y3363562.726,17,0.8065565228462219,200.0,256,256,16,4,0.25,0.0,0,-1.0,0.015866578286652885,0.31875000000000003,0.19759663131466115,0,0
q_002,s700_x253883.067_y3364778.442,18,0.8065454959869385,700.0,256,256,23,5,0.21739130434782608,0.4519844055175781,0,-1.0,0.01563210932083846,0.3199982155989232,0.1982517730876893,0,1
q_002,s200_x254338.610_y3365734.565,19,0.8058767318725586,200.0,256,256,19,4,0.21052631578947367,0.0,0,-1.0,0.0014118833941474012,0.3118421052631579,0.1876700165155537,0,0
q_002,s300_x254238.610_y3365784.565,20,0.8058103322982788,300.0,256,256,22,4,0.18181818181818182,0.0,0,-1.0,0.0,0.3068181818181818,0.18409090909090908,0,0
q_003,s200_x254675.317_y3364045.530,1,0.8577292561531067,200.0,256,256,28,4,0.14285714285714285,0.0,0,-1.0,1.0,0.3,0.5800000000000001,0,0
q_003,s300_x254964.058_y3364554.565,2,0.8261417150497437,300.0,256,256,13,4,0.3076923076923077,0.0,0,-1.0,0.5379407515521831,0.32884615384615384,0.4124839929285655,0,0
q_003,s300_x254725.317_y3364170.530,3,0.824874997138977,300.0,256,256,16,5,0.3125,0.531764805316925,0,-1.0,0.519411334402271,0.3600596546568023,0.4238003265549898,0,0
q_003,s200_x254675.317_y3364195.530,4,0.8244737982749939,200.0,256,256,16,4,0.25,0.0,0,-1.0,0.5135426393695185,0.31875000000000003,0.3966670557478074,0,0
q_003,s300_x255267.051_y3364542.665,5,0.8220876455307007,300.0,256,256,10,4,0.4,0.0,0,-1.0,0.4786382465235546,0.34500000000000003,0.39845529860942186,0,0
q_003,s300_x254739.058_y3365004.565,6,0.8133866786956787,300.0,256,256,19,5,0.2631578947368421,1.2497767210006714,0,-1.0,0.35136141343914595,0.32492241771736974,0.3354980160060802,0,0
q_003,s200_x254989.058_y3364654.565,7,0.8120648860931396,200.0,256,256,18,5,0.2777777777777778,0.9457062482833862,0,-1.0,0.3320263694566291,0.3387043707706344,0.3360331702450323,0,0
q_003,s200_x254624.835_y3365275.528,8,0.8099990487098694,200.0,256,256,10,4,0.4,0.0,0,-1.0,0.30180751621934326,0.34500000000000003,0.32772300648773733,0,0
q_003,s300_x253141.241_y3363981.380,9,0.8096506595611572,300.0,256,256,17,5,0.29411764705882354,0.6944140791893005,0,-1.0,0.29671131617975943,0.350839233895581,0.3291880668092524,0,0
q_003,s200_x254989.058_y3364954.565,10,0.8057268857955933,200.0,256,256,9,4,0.4444444444444444,0.0,0,-1.0,0.2393147638092199,0.3527777777777778,0.30739257219035465,0,0
q_003,s500_x254852.800_y3365638.601,11,0.8010690212249756,500.0,256,256,12,4,0.3333333333333333,0.0,0,-1.0,0.17118000789932802,0.33333333333333337,0.26847200315973124,0,0
q_003,s500_x254825.317_y3364420.530,12,0.8006270527839661,500.0,256,256,13,4,0.3076923076923077,0.0,0,-1.0,0.1647149397567251,0.32884615384615384,0.26319366821038237,0,0
q_003,s700_x254925.317_y3364145.530,13,0.7974902391433716,700.0,256,256,15,4,0.26666666666666666,0.0,0,-1.0,0.11882995780921815,0.32166666666666666,0.24053198312368723,0,0
q_003,s200_x255503.340_y3364183.631,14,0.7952718734741211,200.0,256,256,12,4,0.3333333333333333,0.0,0,-1.0,0.0863799367530623,0.33333333333333337,0.23455197470122494,0,0
q_003,s200_x255367.051_y3364492.665,15,0.7942846417427063,200.0,256,256,16,4,0.25,0.0,0,-1.0,0.07193881421146658,0.31875000000000003,0.22002552568458664,0,0
q_003,s300_x254752.800_y3365388.601,16,0.7920948266983032,300.0,256,256,16,5,0.3125,2.0319275856018066,0,-1.0,0.03990642871030827,0.3046875,0.1987750714841233,0,0
q_003,s300_x254674.835_y3365175.528,17,0.7920372486114502,300.0,256,256,11,4,0.36363636363636365,0.0,0,-1.0,0.039064182476221364,0.3386363636363637,0.21880749117230675,0,0
q_003,s500_x254699.835_y3365275.528,18,0.7902551293373108,500.0,256,256,18,5,0.2777777777777778,0.7717940211296082,0,-1.0,0.012995528073566633,0.345123603980006,0.21227237361743026,0,0
q_003,s200_x253091.241_y3363931.380,19,0.789986252784729,200.0,256,256,12,4,0.3333333333333333,0.0,0,-1.0,0.009062429976293297,0.33333333333333337,0.20362497199051732,0,0
q_003,s300_x253577.414_y3363372.341,20,0.7893667221069336,300.0,256,256,11,4,0.36363636363636365,0.0,0,-1.0,0.0,0.3386363636363637,0.2031818181818182,0,0
q_004,s200_x254297.293_y3364057.454,1,0.8200238943099976,200.0,256,256,19,5,0.2631578947368421,0.5285027027130127,0,-1.0,1.0,0.34939500886517527,0.6096370053191051,0,0
q_004,s500_x254158.067_y3364678.442,2,0.8162845373153687,500.0,256,256,14,4,0.2857142857142857,0.0,0,-1.0,0.8707524196838032,0.325,0.5433009678735213,0,0
q_004,s300_x254766.545_y3365997.637,3,0.8137949705123901,300.0,256,256,16,4,0.25,0.0,0,-1.0,0.7847027363337824,0.31875000000000003,0.505131094533513,0,0
q_004,s200_x254297.293_y3364357.454,4,0.8079586625099182,200.0,256,256,7,4,0.5714285714285714,0.0,0,-1.0,0.582975891749795,0.375,0.45819035669991803,0,0
q_004,s300_x254991.545_y3365997.637,5,0.8072777390480042,300.0,256,256,16,4,0.25,0.0,0,-1.0,0.5594403721512833,0.31875000000000003,0.41502614886051337,0,0
q_004,s200_x254675.317_y3364345.530,6,0.8065323829650879,200.0,256,256,18,5,0.2777777777777778,1.2343543767929077,0,-1.0,0.5336777957700343,0.3230282451192399,0.40728806537955764,0,0
q_004,s200_x255694.480_y3365710.735,7,0.801938533782959,200.0,256,256,9,4,0.4444444444444444,0.0,0,-1.0,0.3748954457615875,0.3527777777777778,0.36162484497130165,0,0
q_004,s200_x255544.480_y3366010.735,8,0.8009068965911865,200.0,256,256,16,4,0.25,0.0,0,-1.0,0.3392378150533381,0.31875000000000003,0.32694512602133524,0,0
q_004,s200_x254461.063_y3364816.491,9,0.798595130443573,200.0,256,256,11,4,0.36363636363636365,0.0,0,-1.0,0.2593336547217312,0.3386363636363637,0.3069152800705107,0,0
q_004,s200_x255772.413_y3365698.858,10,0.7979339957237244,200.0,256,256,14,4,0.2857142857142857,0.0,0,-1.0,0.23648211555973087,0.325,0.28959284622389236,0,0
q_004,s200_x254638.610_y3366034.565,11,0.7978906631469727,200.0,256,256,9,4,0.4444444444444444,0.0,0,-1.0,0.23498436321833396,0.3527777777777778,0.3056604119540003,0,0
q_004,s200_x254324.835_y3365125.528,12,0.7958738803863525,200.0,256,256,11,4,0.36363636363636365,0.0,0,-1.0,0.1652760437912294,0.3386363636363637,0.26929223569830996,0,0
q_004,s500_x254311.063_y3364666.491,13,0.7957524061203003,500.0,256,256,11,4,0.36363636363636365,0.0,0,-1.0,0.16107739279842767,0.3386363636363637,0.26761277530118927,0,1
q_004,s300_x255519.480_y3365985.735,14,0.7949061393737793,300.0,256,256,28,5,0.17857142857142858,1.3450074195861816,0,-1.0,0.13182692822737818,0.30113265984055027,0.23341036719528144,0,0
q_004,s300_x254211.063_y3364566.491,15,0.7947820425033569,300.0,256,256,22,4,0.18181818181818182,0.0,0,-1.0,0.12753762922491832,0.3068181818181818,0.23510596078087642,0,1
q_004,s300_x254436.063_y3364791.491,16,0.7942402362823486,300.0,256,256,25,4,0.16,0.0,0,-1.0,0.10881057450236303,0.303,0.2253242298009452,0,0
q_004,s300_x254211.063_y3364791.491,17,0.7939298152923584,300.0,256,256,18,4,0.2222222222222222,0.0,0,-1.0,0.09808114645010033,0.3138888888888889,0.22756579191337345,0,0
q_004,s200_x254474.835_y3365275.528,18,0.793770432472229,200.0,256,256,16,4,0.25,0.0,0,-1.0,0.09257221968133104,0.31875000000000003,0.22827888787253242,0,0
q_004,s200_x254324.835_y3365575.528,19,0.793522834777832,200.0,256,256,16,5,0.3125,1.8301963806152344,0,-1.0,0.08401422349678818,0.3046875,0.21641818939871527,0,0
q_004,s700_x255494.480_y3365960.735,20,0.7910921573638916,700.0,256,256,26,4,0.15384615384615385,0.0,0,-1.0,0.0,0.30192307692307696,0.18115384615384617,0,0
q_005,s200_x254675.317_y3364345.530,1,0.844412088394165,200.0,256,256,19,5,0.2631578947368421,0.8355008363723755,0,-1.0,1.0,0.3250883969997175,0.5950530381998305,0,0
q_005,s200_x254297.293_y3364057.454,2,0.8433016538619995,200.0,256,256,19,4,0.21052631578947367,0.0,0,-1.0,0.9657955517693412,0.3118421052631579,0.5734234838656312,0,0
q_005,s200_x254324.835_y3365125.528,3,0.8363001942634583,200.0,256,256,15,5,0.3333333333333333,0.33107683062553406,0,-1.0,0.7501312731104934,0.36511947591495775,0.5191241947931721,0,0
q_005,s300_x254211.063_y3364791.491,4,0.8323741555213928,300.0,256,256,23,5,0.21739130434782608,0.9447501301765442,0,-1.0,0.6291984445513398,0.31106900413498295,0.43832078030152566,0,0
q_005,s300_x253696.869_y3365412.480,5,0.8308715224266052,300.0,256,256,11,5,0.45454545454545453,0.247632697224617,0,-1.0,0.5829131981801692,0.3909221918397704,0.4677185943759299,0,0
q_005,s300_x253908.067_y3364803.442,6,0.8302507400512695,300.0,256,256,15,4,0.26666666666666666,0.0,0,-1.0,0.5637913877495566,0.32166666666666666,0.41851655509982266,0,0
q_005,s200_x254161.063_y3364816.491,7,0.8300985097885132,200.0,256,256,12,4,0.3333333333333333,0.0,0,-1.0,0.5591022755229811,0.33333333333333337,0.4236409102091925,0,0
q_005,s200_x253796.869_y3365437.480,8,0.826855480670929,200.0,256,256,7,4,0.5714285714285714,0.0,0,-1.0,0.4592080284063995,0.375,0.4086832113625598,0,0
q_005,s200_x253933.067_y3364828.442,9,0.8261929154396057,200.0,256,256,13,4,0.3076923076923077,0.0,0,-1.0,0.4387991906966838,0.32884615384615384,0.37282736858636584,0,0
q_005,s200_x253646.869_y3365437.480,10,0.8226465582847595,200.0,256,256,8,4,0.5,0.0,0,-1.0,0.3295616028905788,0.3625,0.3493246411562315,0,0
q_005,s500_x253796.869_y3365287.480,11,0.8225672245025635,500.0,256,256,12,4,0.3333333333333333,0.0,0,-1.0,0.32711790344908626,0.33333333333333337,0.33084716137963455,0,0
q_005,s300_x254766.545_y3365997.637,12,0.8213478922843933,300.0,256,256,17,5,0.29411764705882354,1.3632895946502686,0,-1.0,0.2895591059474981,0.3014705882352941,0.2967059953201757,0,0
q_005,s200_x254311.063_y3364816.491,13,0.821062445640564,200.0,256,256,10,4,0.4,0.0,0,-1.0,0.2807665615257791,0.34500000000000003,0.3193066246103117,0,0
q_005,s200_x253796.869_y3365287.480,14,0.8197200298309326,200.0,256,256,13,4,0.3076923076923077,0.0,0,-1.0,0.23941644971413673,0.32884615384615384,0.293074272193347,0,0
q_005,s500_x254158.067_y3364678.442,15,0.8163052797317505,500.0,256,256,8,4,0.5,0.0,0,-1.0,0.13423272243907275,0.3625,0.2711930889756291,0,0
q_005,s200_x254161.063_y3364966.491,16,0.8149008750915527,200.0,256,256,2,0,0.0,,0,-1.0,0.09097318356570816,0.0,0.036389273426283265,0,0
q_005,s200_x254311.063_y3364966.491,17,0.8146235346794128,200.0,256,256,14,4,0.2857142857142857,0.0,0,-1.0,0.08243033345206052,0.325,0.22797213338082423,0,0
q_005,s200_x254461.063_y3364816.491,18,0.8137571811676025,200.0,256,256,23,4,0.17391304347826086,0.0,0,-1.0,0.05574425427693302,0.30543478260869567,0.2055585712759906,0,0
q_005,s200_x254624.835_y3365125.528,19,0.813593864440918,200.0,256,256,15,5,0.3333333333333333,0.6165307760238647,0,-1.0,0.050713648364318686,0.3494155154439861,0.22993476861211912,0,0
q_005,s300_x254436.063_y3365016.491,20,0.8119474649429321,300.0,256,256,17,5,0.29411764705882354,0.8930270075798035,0,-1.0,0.0,0.3273416094538876,0.19640496567233257,0,0
q_006,s300_x254422.293_y3364182.454,1,0.8911570310592651,300.0,256,256,3,0,0.0,,0,-1.0,1.0,0.0,0.4,0,1
q_006,s300_x254739.058_y3364554.565,2,0.8836016058921814,300.0,256,256,3,0,0.0,,0,-1.0,0.8758384594287505,0.0,0.3503353837715002,0,0
q_006,s300_x254739.058_y3364779.565,3,0.8801637887954712,300.0,256,256,0,0,0.0,,0,-1.0,0.8193433373819692,0.0,0.3277373349527877,0,0
q_006,s300_x254422.293_y3364407.454,4,0.8748199939727783,300.0,256,256,4,4,1.0,0.0,0,-1.0,0.7315264663244916,0.45,0.5626105865297967,0,0
q_006,s200_x254689.058_y3364504.565,5,0.8707708120346069,200.0,256,256,3,0,0.0,,0,-1.0,0.6649845237628805,0.0,0.2659938095051522,0,0
q_006,s200_x254447.293_y3364357.454,6,0.8687406778335571,200.0,256,256,4,4,1.0,0.0,0,-1.0,0.6316224581749794,0.45,0.5226489832699919,0,0
q_006,s500_x254297.293_y3364057.454,7,0.8659098148345947,500.0,256,256,1,0,0.0,,0,-1.0,0.5851016730008228,0.0,0.23404066920032915,0,0
q_006,s300_x254436.063_y3364566.491,8,0.865098774433136,300.0,256,256,4,4,1.0,0.0,0,-1.0,0.5717734984131959,0.45,0.49870939936527836,0,0
q_006,s500_x254839.058_y3364654.565,9,0.8648563027381897,500.0,256,256,7,4,0.5714285714285714,0.0,0,-1.0,0.567788857109274,0.375,0.4521155428437096,0,0
q_006,s700_x254397.293_y3364157.454,10,0.8624007701873779,700.0,256,256,2,0,0.0,,0,-1.0,0.5274360380832974,0.0,0.21097441523331897,0,1
q_006,s200_x254447.293_y3364207.454,11,0.8580629229545593,200.0,256,256,13,4,0.3076923076923077,0.0,0,-1.0,0.45615033499196805,0.32884615384615384,0.3797678263044795,0,0
q_006,s500_x254311.063_y3364666.491,12,0.85740065574646,500.0,256,256,11,4,0.36363636363636365,0.0,0,-1.0,0.44526701406574465,0.3386363636363637,0.3812886238081161,0,0
q_006,s200_x254689.058_y3364654.565,13,0.8518391251564026,200.0,256,256,2,0,0.0,,0,-1.0,0.35387199780590056,0.0,0.14154879912236024,0,0
q_006,s200_x254297.293_y3364357.454,14,0.8464709520339966,200.0,256,256,8,4,0.5,0.0,0,-1.0,0.2656545076989382,0.3625,0.3237618030795753,0,0
q_006,s700_x254939.058_y3364754.565,15,0.8446251749992371,700.0,256,256,6,4,0.6666666666666666,0.0,0,-1.0,0.23532206245347334,0.39166666666666666,0.32912882498138935,0,0
q_006,s500_x254297.293_y3364432.454,16,0.8439496755599976,500.0,256,256,20,5,0.25,0.7346370816230774,0,-1.0,0.22422129060063473,0.29375,0.2659385162402539,0,0
q_006,s200_x254461.063_y3364666.491,17,0.8436534404754639,200.0,256,256,5,4,0.8,0.0,0,-1.0,0.21935313246875368,0.415,0.33674125298750146,0,0
q_006,s500_x254672.293_y3364057.454,18,0.8394895792007446,500.0,256,256,4,4,1.0,0.0,0,-1.0,0.15092661520981077,0.45,0.3303706460839243,0,0
q_006,s200_x254447.293_y3364057.454,19,0.8371647596359253,200.0,256,256,11,4,0.36363636363636365,0.0,0,-1.0,0.11272185871566823,0.3386363636363637,0.2482705616680855,0,0
q_006,s200_x254839.058_y3364804.565,20,0.8303054571151733,200.0,256,256,5,4,0.8,0.0,0,-1.0,0.0,0.415,0.24899999999999997,0,0
