query_id,rank,raw_rank,candidate_tile_id,global_score,candidate_scale_level_m,candidate_center_x,candidate_center_y,match_count,inlier_count,inlier_ratio,reproj_error_mean,geom_valid,geom_score,global_score_norm,geom_quality,fused_score,promote_flag,is_strict_truth_hit
q_001,1,1,s200_x253646.869_y3365287.480,0.7206888794898987,200.0,253646.86911584332,3365287.480292981,17,4,0.23529411764705882,0.0,0,-1.0,1.0,0.3161764705882353,0.5897058823529412,0,0
q_001,2,2,s300_x253696.869_y3365187.480,0.7184687256813049,300.0,253696.86911584332,3365187.480292981,14,4,0.2857142857142857,0.0,0,-1.0,0.9507650660378356,0.325,0.5753060264151343,0,0
q_001,3,3,s700_x253883.067_y3364778.442,0.7165505886077881,700.0,253883.06710738334,3364778.4419510043,21,4,0.19047619047619047,0.0,0,-1.0,0.9082277644421416,0.30833333333333335,0.5482911057768567,0,1
q_001,4,5,s300_x253908.067_y3364803.442,0.7039330005645752,300.0,253908.06710738334,3364803.4419510043,8,4,0.5,0.0,0,-1.0,0.6284155677984921,0.3625,0.46886622711939685,0,0
q_001,5,4,s500_x253783.067_y3364678.442,0.7058935165405273,500.0,253783.06710738334,3364678.4419510043,17,4,0.23529411764705882,0.0,0,-1.0,0.6718926792644369,0.3161764705882353,0.4584629540587159,0,1
q_001,6,6,s200_x253933.067_y3364978.442,0.703772783279419,200.0,253933.06710738334,3364978.4419510043,14,4,0.2857142857142857,0.0,0,-1.0,0.6248625313269957,0.325,0.44494501253079827,0,0
q_001,7,7,s200_x254174.835_y3365575.528,0.6964467167854309,200.0,254174.83531152448,3365575.5278006354,17,4,0.23529411764705882,0.0,0,-1.0,0.4623970306766631,0.3161764705882353,0.3746646946236064,0,0
q_001,8,8,s300_x253908.067_y3365028.442,0.6950802803039551,300.0,253908.06710738334,3365028.4419510043,17,4,0.23529411764705882,0.0,0,-1.0,0.432094440978354,0.3161764705882353,0.36254365874428274,0,0
q_001,9,9,s200_x253933.067_y3364828.442,0.6904825568199158,200.0,253933.06710738334,3364828.4419510043,10,4,0.4,0.0,0,-1.0,0.3301336618482134,0.34500000000000003,0.3390534647392854,0,0
q_001,10,11,s200_x253796.869_y3365287.480,0.6867815256118774,200.0,253796.86911584332,3365287.480292981,12,4,0.3333333333333333,0.0,0,-1.0,0.2480582549938139,0.33333333333333337,0.29922330199752556,0,0
q_001,11,10,s200_x255717.683_y3363412.726,0.6868505477905273,200.0,255717.68346681632,3363412.725988563,13,4,0.3076923076923077,0.0,0,-1.0,0.24958891579515052,0.32884615384615384,0.2971432586257525,0,0
q_001,12,13,s500_x253796.869_y3365287.480,0.6857194900512695,500.0,253796.86911584332,3365287.480292981,12,4,0.3333333333333333,0.0,0,-1.0,0.22450617022851524,0.33333333333333337,0.2898024680914061,0,0
q_001,13,14,s200_x253646.869_y3365587.480,0.6848309636116028,200.0,253646.86911584332,3365587.480292981,16,4,0.25,0.0,0,-1.0,0.20480188649317416,0.31875000000000003,0.2731707545972697,0,0
q_001,14,15,s200_x253810.673_y3365746.519,0.6824389100074768,200.0,253810.6733898759,3365746.519046808,18,5,0.2777777777777778,0.3712160885334015,0,-1.0,0.15175484048346674,0.33916712928516646,0.26420221376448655,0,0
q_001,15,12,s200_x253660.673_y3365746.519,0.685933530330658,200.0,253660.6733898759,3365746.519046808,27,5,0.18518518518518517,0.7835397124290466,0,-1.0,0.22925280488965497,0.28470520389721754,0.2625242442941925,0,0
q_001,16,18,s500_x253268.902_y3365299.458,0.6801648736000061,500.0,253268.9018066581,3365299.4584696507,9,4,0.4444444444444444,0.0,0,-1.0,0.10132498651749554,0.3527777777777778,0.2521966612736649,0,0
q_001,17,17,s200_x254474.835_y3365425.528,0.6804907321929932,200.0,254474.83531152448,3365425.5278006354,11,4,0.36363636363636365,0.0,0,-1.0,0.10855134454936712,0.3386363636363637,0.24660235600156505,0,0
q_001,18,16,s200_x253905.470_y3363310.367,0.6808180212974548,200.0,253905.4698876719,3363310.3665024354,18,5,0.2777777777777778,0.808303952217102,0,-1.0,0.11580942612116277,0.2986111111111111,0.22549043711513178,0,0
q_001,19,19,s200_x254311.063_y3364816.491,0.6774196028709412,200.0,254311.06292971745,3364816.490741796,21,4,0.19047619047619047,0.0,0,-1.0,0.040444869774868615,0.30833333333333335,0.20117794790994745,0,0
q_001,20,20,s200_x254461.063_y3364816.491,0.6755958199501038,200.0,254461.06292971745,3364816.490741796,17,4,0.23529411764705882,0.0,0,-1.0,0.0,0.3161764705882353,0.18970588235294117,0,0
